src,VPC_Candidate,mt,ref,score,year,system
"AGL said it had already written down the value of the contracts in its accounts by $187 million in ""anticipation of a termination event.""",written down,"AGL заявила, что она уже записала стоимость контрактов на своих счетах на 187 млн. Долл. США в «ожидании случая прекращения».","Компания AGL заявила, что уже уменьшила сумму договоров в своей отчётности на 187 миллионов долларов в виду ""предстоящего расторжения"".",-1.00552705250384,17,online-B
"According to Greek authorities, in 2015, a total of 800 thousand people crossed over from Turkey to the island belonging to Greece in the Aegean Sea.",crossed over,"По словам греческих властей, в 2015 году из Турции к острову, принадлежащему Греции в Эгейском море, перешли в общей сложности 800 тысяч человек.","По данным греческих властей, за 2015 год в общей сложности 800 тысяч человек перебрались из Турции на принадлежащие Греции острова в Эгейском море.",0.9548388334642515,17,online-B
"According to her, the policy currently being carried out by Erdoğan is a return to the foreign policy concept that was being pursued by Turkey before the start of the Arab revolutions.",carried out,"По ее словам, политика, которую в настоящее время проводит Эрдоган, - это возврат к концепции внешней политики, которую преследовала Турция до начала арабских революций.","По ее словам, политика, которую сейчас проводит Эрдоган, - возвращение к курсу внешнеполитической концепции, которому следовала Турция до начала арабских революций.",0.643244978883264,17,online-B
"According to him, it can't be ruled out that, following the Turkish leader's statements (about the non-payment of compensation to the EU, demands for a visa-free space with Europe, and the extradition of Gülen from the United States), he will come under pressure.",ruled out,"По его словам, нельзя исключать, что после заявлений турецкого лидера (о невыплате компенсации ЕС, требований о безвизовом пространстве с Европой и о выдаче Гюлена из Соединенных Штатов) он подвергнется давлению.","По его словам, не исключено, что после заявлений турецкого лидера (о невыплате компенсаций ЕС, о требовании безвизового пространства с Европой и выдаче Гюлена из США) на него будут давить.",0.9989181024777645,17,online-B
"According to local media, today, an arrest warrant was issued for Hakan Şükür, and police have already carried out searches at the two houses that belong to the family of the former football player.",carried out,"По данным местных СМИ, сегодня был выдан ордер на арест Хакана Шюкюра, и полиция уже провела обыски в двух домах, принадлежащих семье бывшего футболиста.","Как сообщают местные СМИ, сегодня был выдан ордер на арест Хакана Шукюра, полиция уже провела обыски в двух домах, которые принадлежат семье бывшего футболиста.",0.824614447902271,17,online-B
"According to the agency, trains were twice as crowded as usual, and tickets on domestic flights were completely sold out.",sold out,"По данным агентства, поезда были в два раза переполнены, как обычно, и билеты на внутренних рейсах были полностью распроданы.","Как отмечает агентство, поезда переполнены вдвое, авиабилеты на внутренних направлениях полностью раскуплены.",-0.9148253209913415,17,online-B
"After Verb closed, she said, she gave up drinking coffee for a while.",gave up,"После того, как глагол закрыт, она сказала, что она перестала пить кофе.","После закрытия ""Верба"" она сказала, что прекратила пить кофе на какое-то время.",-1.21599625737421,17,online-B
"After truly exceptional showings of utter dominance at Beijing and London, expectations have been played down in the lead-up to Rio.",played down,После действительно исключительных проявлений абсолютного доминирования в Пекине и Лондоне ожидания были проигнорированы в преддверии Рио.,"После на самом деле исключительных демонстраций полного превосходства в Пекине и Лондоне, ожидания ослабли в постепенной подготовке к Рио.",0.57116184620418,17,online-B
"Ahead of rallies in Pennsylvania on Friday, Mr. Trump continued to lash out on Twitter at the news media for harping on his every word and for being biased against him.",lash out,"В преддверии митингов в Пенсильвании в пятницу г-н Трамп продолжал набрасываться на Твиттер в средствах массовой информации, чтобы заигрывать с каждым его словом и быть пристрастным к нему.",Перед митингом в Пенсильвании в пятницу Трамп продолжил в Твиттере нападать на средства массовой информации за размусоливание каждого его слова и предвзятость по отношению к нему.,-1.30407595071127,17,online-B
"Alcoa said the decision to close out the contracts ""does not affect Alcoa's ... ability to operate the smelter or secure electricity supply to the smelter.""",close out,"Alcoa заявила, что решение о закрытии контрактов «не влияет на способность Alcoa управлять плавильным цехом или обеспечивать электроснабжение завода».","По словам компании Alcoa, решение расторгнуть контракты ""не влияет на способность Alcoa управлять металлургическим заводом или обеспечивать поставку электроэнергии на металлургический завод"".",0.751349799464082,17,online-B
All the copies were sold out within a day.,sold out,Все копии были распроданы в течение дня.,Все экземпляры были распроданы за сутки.,0.9566667408847,17,online-B
"And he may not be done for some time - Dettori has previously said he would like to carry on competing until the age of 50, at least.",carry on,"И он не может быть сделано в течение некоторого времени - Деттори ранее сказал, что он хотел бы продолжить соревнование до возраста 50, по крайней мере.","И он, может быть, еще не закончил на какое-то время — Деттори ранее сказал, что хотел бы продолжать принимать участие в соревнованиях, по крайней мере, до 50-летнего возраста.",-0.4157198952705002,17,online-B
"And in the late evening you, exhausted, will sit down beside an olive tree, decorated with multicoloured ribbons in memory of the athletes' dearly departed friends and relatives.",sit down,"А поздним вечером вы, уставший, сядете рядом с оливковым деревом, украшенным разноцветными лентами в память об усопших друзьях и родственниках спортсменов.","А поздно вечером ты, обессилев, присядешь возле оливкового дерева, увешанного разноцветными лентами в память о покинувших этот мир друзьях и родственниках атлетов.",-0.2679308118286605,17,online-B
"As a result of this scheme, more than 2 billion roubles ended up in the accounts of the Samara branch of the FSUE, of which 1.2 billion roubles were stolen.",ended up,"В результате этой схемы на счета самарского филиала ФГУП поступило более 2 млрд рублей, из которых было похищено 1,2 млрд рублей.","В результате этой схемы на счетах самарского филиала ФГУП оказалось более 2 млрд руб., из них 1,2 млрд руб. было похищено.",0.682245528376392,17,online-B
"As it turns out, I am the first to see it with my own eyes.",turns out,"Как оказалось, я первый увидел это своими глазами.","Выходит, я первый, кто это видел своими глазами.",0.969372557251527,17,online-B
"Aspiring champions jump on a giant trampoline, shooting up to nearly 30 feet in the air, and are called upon to perform a series of tumbling moves (twists, pikes and somersaults) before eventually landing on their feet.",shooting up,"Стремящиеся чемпионы прыгают на гигантский батут, поднимаясь на высоту почти 30 футов в воздухе, и призваны выполнять серию прыгающих движений (повороты, пики и сальто), прежде чем, в конечном счете, приземлиться на ноги.","Претенденты на победу прыгают на гигантском батуте, взлетая в воздух почти на 30 футов, и должны выполнить серию акробатических трюков (повороты, сгибы и сальто) до окончательного приземления на ноги.",0.555007696809244,17,online-B
"At a court hearing this week, Calais authorities had argued the state should be able to knock down a total of 72 makeshift shops where people inside the camp sell goods, from cigarettes to energy drinks, offer haircuts, or sell tea for 50 cents (40p) or basic meals for a few euros in makeshift restaurants.",knock down,"На слушаниях в суде на этой неделе власти Кале заявили, что государство должно иметь возможность сбивать 72 самодельных магазина, где люди внутри лагеря продают товары, от сигарет до энергетических напитков, предлагают стрижки или продают чай за 50 центов (40 фунтов) или основные блюда за несколько евро в импровизированных ресторанах.","На судебных слушаниях на этой неделе власти Кале высказывались, что государство должно быть способно снести в общей сложности 72 самодельных магазинов, где люди внутри лагеря продают товары, от сигарет до энергетических напитков, предлагают постричься или продают чай за 50 центов (40р) или простейшие блюда за несколько евро в самодельных ресторанах.",0.861243554958984,17,online-B
"At first, no one was even showing up to clean.",showing up,Сначала никто даже не показывался на чистку.,Сначала просто никто не приходил убираться.,0.476334424886211,17,online-B
"At the same time, put weight on the gun and punch the attacker in the chest, then twist the gun from his grip before backing up and pointing it at him.",backing up,"В то же время наденьте вес на пистолет и ударьте нападавшего в сундук, затем выкрутите пистолет из его хватки, прежде чем поднести его назад и указывая на него.","В то же время переместите вес на пистолет и ударьте нападающего кулаком в грудь, затем вывернете пистолет из его хватки, перед тем как отойти назад и нацелиться на него.",-1.0659444394797695,17,online-B
Black Sea Fleet personnel carried out training operations to counter threats of underwater sabotage in areas of the Black Sea.,carried out,Персонал Черноморского флота провел учебные мероприятия для противодействия угрозам подводного диверсии в районах Черного моря.,Военные Черноморского флота провели отработку действий по противоподводно-диверсионной обороне в акватории Черного моря.,0.7405226756440535,17,online-B
But after months of open hostility - and given the potential for utter disaster when Nato member Turkey shot down that Russian fighter jet - it is surely better that the two leaders are at least talking again.,shot down,"Но после нескольких месяцев открытой враждебности - и с учетом возможности полной катастрофы, когда член НАТО из Турции сбил этот российский истребитель, - несомненно, лучше, что оба лидера по крайней мере говорят снова.","Но после месяцев открытой враждебности — и принимая во внимание возможность полной катастрофы, когда член НАТО Турция сбила российский реактивный истребитель,- точно лучше, что два лидера по крайней мере разговаривают снова.",0.139604720365692,17,online-B
"But as he faces heightened scrutiny during the final months of the presidential campaign, Mr. Trump's jokes have put his loyal allies in the uncomfortable position of having to publicly stand up for him no matter how provocative his remarks.",stand up,"Но в последние месяцы президентской кампании ему грозит повышенный контроль, и шутки г-на Трампа поставили его верных союзников в неудобное положение - публично постоять за него, как ни провокационно это не звучало.","Но так как Трамп стал объектом повышенного внимания в последние месяцы президентской кампании, его шутки поставили его верных союзников в неловкое положение: им приходится публично его поддерживать, какими бы провокационными ни были его высказывания.",-0.3597994592602715,17,online-B
"But instead of famous naked people, they're setting out to find the next generation of top models for their 2017 NU Muses calendar.",setting out,Но вместо знаменитых голых людей они собираются найти следующее поколение топ-моделей для своего календаря NU Muses 2017 года.,Но вместо обнаженных знаменитостей они задаются целью найти следующее поколение топ-моделей для своего календаря на 2017 год с обнаженными музами.,-1.21599625737421,17,online-B
"But the reality is that gymnastics is an expensive sport, and gymnasts primarily train in private gymnastics clubs that are maintained by parents paying the cost of the training, facility, travel, uniforms, competition fees, hotel fees (for the coaches and their gymnasts and families) and the list goes on.",goes on,"Но реальность такова, что гимнастика - дорогой вид спорта, и гимнасты в основном тренируются в частных гимнастических клубах, которые поддерживаются родителями, оплачивающими расходы на обучение, снаряжение, путешествия, форму, конкурсные сборы, гостиничные сборы (для тренеров и их гимнасток и семей), и этот список можно продолжить.","Но в действительности гимнастика — это дорогой спорт, а гимнасты сначала тренируются в частных гимнастических клубах, поддерживающихся с помощью родителей, оплачивающих стоимость обучения, оснащение, путешествия, форму, взносы за участие в соревнованиях, оплата услуг гостиниц (для тренеров и их гимнастов и семей), и список продолжается.",0.168516845017027,17,online-B
"But this won't lead to a spike in demand, since the core market, families with children, are already getting ready for school, experts point out.",point out,"Но это не приведет к скачку спроса, так как основной рынок, семьи с детьми, уже готовятся к школе, отмечают эксперты.","Но ажиотажного спроса они не вызовут, так как их целевая аудитория - семьи с детьми - уже готовится к школе, отмечают эксперты.",0.9012239826346755,17,online-B
"But, if you walk and don't get a ride in the electric cars, you will discover Team Canada House with a moose at the entrance and a pavilion with a restorative bath, and a ticket office, and a laundromat, and a dry cleaners, and a hair salon, and a flower shop, and a shop with everyday goods, and a post office with unique stamps (only you won't be able to wait out the queue of Chinese stamp collectors anyways), and a bank, and a lost and found, and a photo booth.",wait out,"Но если вы пойдете пешком и не прокатитесь на электромобилях, вы обнаружите в доме команды «Канада» лосю на входе и павильон с восстановительной ванной и билетную кассу, прачечную и химчистку, парикмахерскую, цветочный магазин и магазин с повседневными товарами, а также почтовое отделение с уникальными марками (в любом случае вы не сможете дождаться очереди китайских коллекционеров марок), банка, а также потерянного и найденного фотобумаги.","Но, если именно ходить, а не ездить на электрокарах, тебе откроются и дом канадской сборной с лосем у входа и шатром с восстановительной ванной, и билетный офис, и прачечная, и химчистка, и парикмахерская, и цветочный магазин, и лавка с товарами повседневного потребления, и почта с уникальными марками (только вы все равно не сможете переждать очередь из китайских филателистов), и банк, и бюро находок, и фотокиоск.",-0.5064887766429486,17,online-B
CBC ended up apologizing more than 90 times to people who had tweeted in response to the remark,ended up,"CBC в итоге извинился более 90 раз перед людьми, которые твитили в ответ на замечание","СВС завершили тем, что извинились перед более, чем 90 людьми, которые твитнули в ответ на это высказывание",0.861243554958984,17,online-B
Canadian broadcaster CBC has been forced to apologize after one of its commentators said a 14-year-old female Chinese swimmer 'went out like stink' and 'died like a pig' during a race.,went out,"Канадская телекомпания CBC была вынуждена извиниться после того, как один из ее комментаторов сказал, что 14-летняя женщина-китайская пловец «вышла как вонь» и «умерла как свинья» во время гонки.","Канадская вещательная компания CBC была вынуждена извиниться после того, как один из ее комментаторов сказал, что 14-летняя китайская пловчихе ""стартовала как вонь"" и ""умерла как свинья"" во время заплыва.",-0.2202192188658,17,online-B
Carry out systematic checks on a person's nationality to ensure they are eligible to vote.,Carry out,Проводить систематические проверки гражданства лица для обеспечения его права голоса.,"Проводить систематические проверки национальности людей, чтобы убедиться, что они имеют право голосовать.",-0.794123067202119,17,online-B
Cases aren't opened or drag on.,drag on,Случаи не открываются и не перетягиваются.,"Дела не возбуждаются, затягиваются.",-1.87944997880646,17,online-B
Changing it up: This user reckons that Nathan is an 'athletic version' of the Inception actor,Changing up,"Изменение: этот пользователь считает, что Натан - «спортивная версия» начинающего актера","Переходя к более неожиданному: Этот пользователь считает, что Натан — это ""спортивная версия"" актера ""Начала""",-0.8941188682165992,17,online-B
Di Francisca lunges at Deriglazova and the latter retreats; time is running out and the Italian makes a play.,running out,"Ди Франциска бросается на Дериглазова, и последний отступает, время истекает, и итальянец делает игру.","Ди Франчиска бросается на Дериглазову, та отступает, время кончается, итальянка наносит укол.",-0.25294041232359,17,online-B
"Edmund didn't sit up or crawl until he was three, and he still doesn't talk.",sit up,"Эдмунд не садился и не ползал, пока ему не исполнилось три года, и он все еще не разговаривает.","Эдмунд не сидел и не ползал, пока ему не исполнилось три, и он до сих пор не говорит.",0.5774170015297228,17,online-B
"Floor boards had been pulled up in the property, from which drugs had been dealt in the past",pulled up,"Доски пола были забраны в собственность, из которой наркотики были сданы в прошлом","Доски пола в доме, в котором в прошлом продавались наркотики, были выдернуты",-1.0992892879007534,17,online-B
Give police powers to set up cordons around polling stations.,set up,Дайте полицейским полномочия для создания кордонов вокруг избирательных участков.,Дать полиции полномочия устанавливать кордоны вокруг избирательных участков.,1.601643434199275,17,online-B
"He brought up the landmark with his second winner of the night at his local track - on Predilection, trained by John Gosden.",brought up,"Он поднял вехой с его вторым победителем ночи на его местном следе - на Пристрастии, обучаемом Джоном Госденом.","Он пришел к этой выдающейся отметке с помощью своего второго победителя ночи на своей домашней дорожке - на Пристрастии, обученном Джоном Госденом.",0.8847291931480342,17,online-B
"He told BBC Scotland: ""The RBS brand will end up becoming our investor brand and the one that our staff are employed with, because we are now becoming much more a bank of brands.""",end up,"Он рассказал BBC Scotland: «Марка RBS в конечном итоге станет нашим брендом для инвесторов и тем, с которым работают наши сотрудники, потому что мы сейчас становимся намного больше банком брендов».","Он сказал BBC Шотландия: ""Бренд RBS в конечном итоге станет нашим инвестиционным брендом и тем, в котором будет занят наш персонал, потому что мы сейчас становимся в большей степени банком брендов"".",-0.4157198952705,17,online-B
"Hindes was narrowly behind after his lap, but Kenny pushed the team in front and Skinner held on.",held on,"Хиндес был узко отставлен после его коленей, но Кенни толкнул команду впереди, и Скиннер держался.","Хиндес был точно позади после своего круга, но Кенни протолкнул команду вперед, и Скиннер поддержал.",-1.034506901293977,17,online-B
"His reason for acquiring such a vast number of albums and singles is partly a result of his disposable income: he is now able to buy records he couldn't afford when they originally came out, and to repurchase items he sold when he was young and skint.",came out,"Его причина приобретения такого огромного количества альбомов и синглов отчасти объясняется его располагаемым доходом: теперь он может купить записи, которые не мог себе позволить, когда они изначально вышли, и выкупить предметы, которые он продал, когда был молод и скромен.","Его причина для приобретения такого огромного количества альбомов и синглов отчасти следует из его располагаемого дохода: он сейчас может покупать пластинки, которые он не мог себе позволить, когда они только вышли, и выкупить предметы, которые он продал, когда был молод и на мели.",-0.515754440533464,17,online-B
"However, Namibia never thought of giving up; the country is dealing with the problems it faces.",giving up,"Однако Намибия никогда не думала о том, чтобы сдаться, страна занимается проблемами, с которыми она сталкивается.","Однако Намибия и не подумала опускать руки, страна решает стоящие перед ней проблемы.",-1.0795996013592146,17,online-B
"However, the arbitrators pointed out in their conclusion that the EU has not provided sufficient evidence that Russia's measures ‘were systematic' or 'were overarching in nature'.",pointed out,"Однако арбитры указали в своем заключении, что ЕС не представил достаточных доказательств того, что меры России были «систематическими» или «носили всеобъемлющий характер».","Однако арбитры подчеркнули в своем заключении, что Евросоюз не представил достаточных доказательств того, что меры России ""были систематическими"" или ""носили всеобъемлющий характер"".",0.865966677800033,17,online-B
"I appreciate all the work that has been put in by my team, Devon and Cornwall Police and members of the community who bravely came forward to give us information.",put in,"Я высоко оцениваю всю работу, которую проводила моя команда, полиция Девон и Корнуолл, и члены общины, которые смело выступили, чтобы предоставить нам информацию.","Я ценю всю работу, которую вложила моя команда, полиция и члены сообщества Девона и Корнуолла, которые храбро выступили, чтобы дать нам информацию.",1.01384906469466,17,online-B
I got caught up with counting the fitness machines.,caught up,Я увлекся подсчетом фитнес-машин.,Увлекся подсчетом тренажеров.,0.022207346036851965,17,online-B
"I think that this crisis in relations will worsen and, against the backdrop of this crisis, Turkey's leaders will try to carry out a reset of policy in the Middle East and in relations with Russia.",carry out,"Я думаю, что этот кризис в отношениях будет ухудшаться, и на фоне этого кризиса лидеры Турции попытаются осуществить перезагрузку политики на Ближнем Востоке и в отношениях с Россией.","Думаю, что этот кризис в отношениях будет усугубляться, и на фоне этого кризиса турецкое руководство будет пытаться провести перезагрузку политики как на Ближнем Востоке, так и в отношениях с Россией.",1.07357291356227,17,online-B
"In June, Gilead was freed from paying up $200 million in damages for infringing two Merck patents related to Gilead's blockbuster drugs Sovaldi and Harvoni, after a U.S. judge found a pattern of misconduct by Merck including lying under oath and other unethical practices.",paying up,"В июне Галаад был освобожден от выплаты компенсаций в размере 200 миллионов долларов за нарушение двух патентов Merck, связанных с наркотиками Галлада «Совальди» и «Харвони», после того, как судья США обнаружил образец неправильного поведения Мерка, в том числе ложь и другие неэтичные практики.","В июне компания Gilead была освобождена от уплаты 200 миллионов долларов ущерба за нарушение двух патентов компании Merck, имеющих отношение к лекарствам компании Gilead, лидерам продаж, Sovaldi и Harvoni, после того как американский судья обнаружил ряд нарушений со стороны компании Merck, в том числе, ложь под присягой и другие неэтичные поступки.",-0.7158235310593926,17,online-B
"In a blog post, Adblock spokesperson Ben Williams wrote that ""this sort of back-and-forth battle between the open source ad-blocking community and circumventers has been going on since ad blocking was invented,"" and that it is possible Facebook would come up with its own fix soon.",going on,"В своем блоге официальный представитель Adblock Бен Уильямс писал, что «этот вид борьбы между сообществом блокирования рекламы с открытым исходным кодом и обходами продолжается с тех пор, как был создан рекламный блок», и что вполне возможно, что в ближайшее время Facebook предложит свое исправление.","В своей публикации в блоге представитель Adblock Бен Уильямс написал, что ""такой вид взаимной борьбы между сообществом блокировщиков рекламы с открытым исходным кодом и теми, кто пытается её обойти, продолжается с момента изобретения блокировки рекламы"", и возможно, что Facebook представит свое собственное решение в ближайшее время.",0.2633566102463083,17,online-B
In a meeting with President Putin shown on state television both men claimed that the chief of staff was stepping down at his own request.,stepping down,"В ходе встречи с президентом Путиным, показанной по государственному телевидению, оба мужчины утверждали, что начальник штаба ушел в отставку по собственной просьбе.","На совещании с президентом Путиным, которое показали по государственному телевидению, оба мужчины заявили, что глава администрации ушел в отставку по собственному желанию.",0.48344826976829336,17,online-B
"In a nutshell, players on smartphones go out looking for Pokémons, which are tracked with a GPS and, once found, can be 'photographed' (via a screenshot on your phone) or 'captured'.",go out,"В двух словах, игроки на смартфонах выходят в поисках Pokémons, которые отслеживаются с помощью GPS и, однажды найденные, могут быть «сфотографированы» (через скриншот на телефоне) или «захвачены».","В двух словах, игроки со смартфонами идут искать Покемонов, которые отслеживаются по GPS и, будучи обнаруженными, могут быть 'сфотографированы' (через скриншот на вашем телефоне) или 'пойманы'.",-0.144398280598539,17,online-B
"In the rest of the cases, the investigations took on a protracted nature, and every fifth case was suspended in connection with failure to identify the accused party.",took on,"В остальных случаях расследование носило длительный характер, и каждый пятый случай был приостановлен в связи с неспособностью идентифицировать обвиняемую сторону.","По остальным расследование приняло затяжной характер, а каждое пятое приостановлено в связи с неустановлением обвиняемого лица.",-0.12168532278514133,17,online-B
