src,VID_Candidate,mt,ref,score,year,system
"Did you encounter any complications during the realisation phase, which forced you to abandon some of the original ideas or come up with new ones?",come up,"Setkali jste se během realizační fáze s nějakými komplikacemi, které vás donutily opustit některé původní myšlenky nebo přijít s novými?","Objevily se při realizaci nějaké komplikace, kvůli kterým jste se museli původních nápadů vzdát, nebo naopak přistoupit na nové?",1.14921726222108,17,online-B
"Floor boards had been pulled up in the property, from which drugs had been dealt in the past",pull up,"V domě byly vytaženy podlahové desky, z nichž byly v minulosti rozdány drogy","V domě, odkud se v minulosti distribuovaly drogy, byla vytrhaná podlahová krytina",-1.21072996304683,17,online-B
"He went there with me, and I told him that I received an anonymous letter accusing him of having an affair with my wife, and that I was inclined to believe it.",go with [pron],"Šel tam se mnou a řekl jsem mu, že jsem dostal anonymní dopis, který ho obvinil z toho, že má vztah s manželkou, a že jsem to chtěl věřit.","Šel tam se mnou a já mu řekl, že jsem dostal anonym, že se schází s mou ženou a že tomu všechno nasvědčuje.",-0.783424526547125,17,online-B
How did you deal with it?,deal with [pron],Jak ses s tím vypořádal?,Jak jste se s tím srovnal?,1.41940863472295,17,online-B
Information about Russian cyber attacks came to light last month when the FBI announced that it was investigating the attack on the Democratic Party's servers.,come to light,"Informace o ruských kybernetických útokech vyšly najevo, když FBI oznámil, že vyšetřuje útok na servery Demokratické strany.","Informace o ruských útocích se dostaly na veřejnost minulý měsíc, kdy Federální úřad pro vyšetřování (FBI) oznámil, že se zabývá útokem na servery stranického ústředí demokratů.",0.25023691349430555,17,online-B
It came up to my waist.,come up,Přišla až k pasu.,Měl jsme ji až do pasu.,-0.549795986567993,17,online-B
"It is true in a sense that before Obama, ISIS was an almost unknown, small little organization, he who called it the jayvee, totally wrong, and here's why it happened, because he withdrew the troops from Iraq.",call it,"V jistém smyslu je pravda, že před Obama byla ISIS téměř neznámá, malá malá organizace, ten, kdo ji nazval jayvee, zcela špatný, a proto se to stalo, protože stáhl vojáky z Iráku.","To je pravda v tom smyslu, že před Obamou byl IS téměř neznámá, malá organizace, kterou zcela chybně nazýval nováčkem. A došlo k tomu proto, že stáhl svá vojska z Iráku.",-0.48884315457306593,17,online-B
"Many public health campaigns to get people to ""find 30,"" ""get off the couch"" and ""be active everyday"" have fallen on deaf ears because most public health messages are boring and delivered by people who look miserable.",get off the couch,"Mnoho kampaní veřejného zdraví, které přiměly lidi k ""nalezení 30"", ""vystoupit z pohovky"" a ""být aktivní každodenně"", upadly na hluché uši, protože většina zpráv o veřejném zdraví je nudná a doručována lidmi, kteří vypadají mizerně.","Mnoho veřejných kampaní usilujících o to, aby lidé „našli 30“, „zvedli se z gauče“ a „byli aktivní každý den“ padlo na neúrodnou půdu, protože většina poselství zaměřených na veřejné zdraví je nudná a určená lidem, kteří nevypadají dobře.",-0.428472247796009,17,online-B
"Massive because the viaduct is 222 metres long, weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3%.",pull up,"Masivní, protože viadukt je dlouhý 222 metrů, váží přibližně 6 000 tun a musel být stažen gradientem asi 3%.","Masivní proto, že viadukt je dlouhý 222 metrů, váží asi 6 000 tun a bylo nutné jej táhnout se stoupáním asi 3 %.",0.840180426713395,17,online-B
"Next, take it out and wait until it softens.",take it,"Dále vyndejte a počkejte, dokud nezmění.","Poté jej vyjmeme a počkáme, až změkne.",-0.402103771747816,17,online-B
One Twitter user took to the site recently to declare her happiness that 'the rest of the internet thinks that Hope Solo and Jennifer Carpenter are actually identical.',take to the site,"Jeden uživatel Twitteru se nedávno dostavil na stránky, aby prohlásil své štěstí, že ""zbytek internetu si myslí, že Hope Solo a Jennifer Carpenter jsou ve skutečnosti totožné.""","Jedna uživatelka Twitteru před nedávnem na stránkách vyjádřila svou spokojenost nad tím, že „zbytek Internetu si myslí, že Hope Solová a Jennifer Carpenterová jsou v pravdě identické.“",0.219253858275098,17,online-B
"She hasn't lost an all-around competition since the summer of 2013, a winning streak that should go for as long as Biles wants it to.",go for,"Od léta 2013 neztrácela celosvětovou soutěž, což je výherní pruh, který by měl trvat tak dlouho, dokud to Biles chce.","Soutěž ve víceboji neprohrála od léta 2013 - to je sled vítězství, který může pokračovat tak dlouho, jak Bilesová bude chtít.",-0.773790462087355,17,online-B
"Shell, for its part, has trimmed thousands of people from its payroll and announced plans to leave oil and gas operations in up to 10 countries as it streamlines its operations in the wake of its mega-merger with British energy company BG Group.",trim for [pron] part,"Společnost Shell odcizila tisíce lidí ze svých výplatních listů a oznámila plány opustit ropné a plynárenské operace až v deseti zemích, neboť zjednoduší své operace v důsledku mega-fúze s britskou energetickou společností BG Group.",Na druhé straně Shell vyškrtl ze svých výplatních listin tisíce lidí a oznámil plány na opuštění operací na poli ropy a zemního plynu až v 10 zemích kvůli modernizaci svých procesů - bezprostředně po mega fúzi s britskou energetickou společností BG Group.,-0.17127068672310597,17,online-B
"So when it pushed a lens to some users this week that gave them slanted eyes, distorted teeth and puffy cheeks, some critics called it a racist caricature of Asian people - ""yellowface.""",call it,"Takže když tento týden tlačil objektivu na některé uživatele, který jim dal šikmé oči, zkřivené zuby a nafouklé tváře, někteří kritici nazývali to rasistickou karikaturu asijských lidí - ""žlutý"".","Takže když tenhle týden uživatelům nabídla filtr, díky kterému měli šikmé oči, pokřivené zuby a nafouknuté tváře, někteří kritici to označili za rasistickou karikaturu Asiatů - „yellowface.“",0.501263966969767,17,online-B
"The flat is on the top floor of a new development, which made it possible to come up with a completely new layout and several other modifications.",come up,"Byt je v nejvyšším patře nového developeru, což umožnilo nalézt zcela nové uspořádání a několik dalších úprav.","Byt je v posledním patře novostavby, proto bylo možné v rámci stavby provést kompletně nové dispoziční řešení a několik dalších úprav.",-0.6743308603617435,17,online-B
"The incident triggered quite a response online, with people calling it a scandal.",call it,"Incident vyvolal docela dost odpověď online, s tím, že lidé nazývají skandál.","Událost vyvolala silnou reakci online, lidé ji označili za skandální.",-0.307144968728185,17,online-B
The taxi driver put a sticker over the decimal on the clock to lift 357 crowns from tourists.,put on the clock,"Řidič taxíku nalepil na desetinnou desku nálepku, která zvedla turisty o 357 korun.",Taxikář na taxametru přelepil desetinnou čárku a okradl turisty o 357 korun.,-0.865244776186162,17,online-B
This latest protest comes just days after protesters took to the streets en masse to support suspended President Dilma Rousseff as the country's senate voted for her impeachment.,take to the street,"Tento nejnovější protest přichází jen několik dní poté, co protestující vyrazili do ulic hromadně, aby podpořili zastavení prezidenta Dilmy Rousseff, protože senát země hlasoval za její obžalobu.","Nejnovější protest přichází pouze několik dní poté, co se demonstranti vydali hromadně do ulic na podporu sesazené prezidentky Dilmy Rousseffové, když senát v zemi rozhodl o jejím obžalování.",0.77746749778436,17,online-B
"We sincerely regret that these statements were made, and that they were allowed to go to air.",go to air,"Upřímně litujeme, že tato prohlášení byla učiněna a že jim bylo povoleno jít do vzduchu.","Upřímně lituje, že ta byla slova vyřčena, neměla se dostat do éteru.",-0.052612822168822376,17,online-B
"When Mr Putin came to power, he named Mr Ivanov as one of the five people he trusted most.",come to power,"Když se Putin dostal k moci, jmenoval pana Ivanova jako jednoho z pěti lidí, kterým důvěřoval nejvíce.","Když Putin nastoupil k moci, jmenoval Ivanova jedním ze svých pěti nejbližších spolupracovníků.",0.9620741324189805,17,online-B
"When the conservative radio host Hugh Hewitt tried to help Mr. Trump soften the remark by reminding him that Mr. Obama wants to destroy ISIS, the Republican presidential nominee would not have it.",have it,"Když se konzervativní rozhlasový hostitel Hugh Hewitt pokusil pana Trumpa zmírnit poznámku tím, že mu připomněl, že pan Obama chce zničit ISIS, republikánský prezidentský kandidát by to neměl.","Když se konzervativní rozhlasový moderátor Hugh Hewitt pokusil pomoci Trumpovi poznámku zmírnit připomenutím, že Obama usiluje o zničení IS, kandidát republikánů na prezidenta nereagoval.",-0.45614352799098,17,online-B
"You can make it at home, but the genuine pink gari ginger has unique spicy and delicious taste thanks to a secret recipe, which is used to make it from various types of vinegar and ginger.",make it,"Můžete to udělat doma, ale pravý růžový gari zázvor má jedinečnou pikantní a lahodnou chuť díky tajnému receptu, který se používá pro výrobu z různých druhů octa a zázvoru.","Můžete si ho připravit i doma, ale pravý růžový gari zázvor má jedinečnou pikantní ostrou a zároveň lahodnou chuť díky tajné receptuře, podle níž se míchá z několika druhů octa a zázvoru.",0.711465114301347,17,online-B
"A knee to the groin follows, and while the attacker doubles up in pain, you twist the gun from his hands, smack him in the face with the barrel and back up, keeping the weapon trained on him.",train on [pron],"Koleno do ""následuje"", a zatímco útočník se zdvojnásobí v bolestech, z rukou mu kroutíte zbraní, nabouráte ho do obličeje s sudem a dozadu, drží na sobě zbraň vycvičenou.","Pak následuje koleno do slabin, a zatímco se útočník svíjí v bolestech, vykroutíte mu zbraň z ruky, udeříte jej hlavní do obličeje a začnete ustupovat, zbraň přitom budete držet namířenou na něj.",-1.012121098974342,17,limsi-factored-norm
All we do is to try and race at a pace nobody else can keep up with.,keep up,"Jediné, co děláme, je zkusit a závodit v tempu, se kterým nikdo jiný nedokáže udržet krok.","Jen se prostě snažíme jet tempo, které nikdo jiný nedokáže.",1.35246950212717,17,limsi-factored-norm
An option would be simply to load in onto a truck and take it away.,take it,Možností by bylo jednoduše naložit na kamion a odvézt ho.,Třeba ho naložit a odvézt pryč.,0.13981031264610158,17,limsi-factored-norm
"Back when it all started, and I was taking it very badly, I once said to her that I no longer wanted to live and asked how she would feel if I ended it.",take it,"Když to všechno začalo a já to bral velmi špatně, kdysi jsem jí říkal, že už nechci žít a ptal jsem se, jak by se cítila, kdybych to ukončila.","Už tehdy, když to začalo a já to velmi špatně nesl, jsem jí jednou řekl, že se mi nechce žít a zeptal jsem se, co by řekla tomu, kdybych to skončil.",0.655180515513352,17,limsi-factored-norm
"Dan Norton grabbed a try for GB, touching down in the left corner to make it 36-7 but the game was long gone the way of the South Sea Islanders whose fans sang, waved flags and danced in the stands.",make it,"Dan Norton popadl pokus o Gb, dotáhl se do levého rohu, aby ho stihl 36: 7, ale zápas byl dávno pryč cestou jihomoravských Islanders, jejichž fanoušci zpívali, mávali vlajkami a tančili na tribuně.","Dan Norton se pokusil získat pro Brity příležitost, hodil touchdown do levého rohu na zvýšil an 36:7. Zápas už ale dávno vyhráli obyvatelé tichomořských ostrovů a jejich fanoušci na ochozech zpívali, mávali vlajkami a tancovali.",-0.937627139426618,17,limsi-factored-norm
"Floor boards had been pulled up in the property, from which drugs had been dealt in the past",pull up,"Na pozemku byly vytaženy podlahové desky, z nichž se drogy řešily už v minulosti","V domě, odkud se v minulosti distribuovaly drogy, byla vytrhaná podlahová krytina",-1.73778305815999,17,limsi-factored-norm
"He went there with me, and I told him that I received an anonymous letter accusing him of having an affair with my wife, and that I was inclined to believe it.",go with [pron],"Šel tam se mnou a řekl jsem mu, že jsem obdržel anonymní dopis, který ho obviňuje, že má aféru s manželkou, a že se přikláním k tomu, že tomu věřím.","Šel tam se mnou a já mu řekl, že jsem dostal anonym, že se schází s mou ženou a že tomu všechno nasvědčuje.",1.47371012665441,17,limsi-factored-norm
How did you deal with it?,deal with [pron],Jak jste se s tím vyrovnal?,Jak jste se s tím srovnal?,1.24718023135349,17,limsi-factored-norm
"I hope that they will ask the official to pay for all the checks that came to nothing because of his activities, so that he realises what he has done.",come to [pron],"Doufám, že požádají úředníka, aby zaplatil za všechny kontroly, které kvůli jeho činnosti nepřišly na nic, aby si uvědomil, co udělal.","Doufám, že tomu úředníkovi naúčtují do poslední kontroly všechny zmařené kontroly, aby si uvědomil, co udělal.",1.14807009222377,17,limsi-factored-norm
"I think that (Kadiza) interpreted it as a warning and decided to play it safe"" said Akunjee according to the BBC.",play it,"Myslím si, že (Kadiza) to interpretovala jako varování a rozhodla se, že ji bude hrát v bezpečí, ""řekl Akunjee podle BBC.","Myslím, že si to (Kadiza) vyložila jako varování a rozhodla se neriskovat, míní podle BBC Akunjee.",0.851617284815687,17,limsi-factored-norm
"In a blog post, Adblock spokesperson Ben Williams wrote that ""this sort of back-and-forth battle between the open source ad-blocking community and circumventers has been going on since ad blocking was invented,"" and that it is possible Facebook would come up with its own fix soon.",come up,"V blogu tiskový mluvčí Ben Williams napsal, že ""tento typ zákulisní bitvy mezi otevřeným zdrojem, který blokuje komunitu a obcházení, pokračuje od chvíle, kdy byl vynalezen ad blokování"", a že je možné, že Facebook brzy přijde s vlastní opravou.","Mluvčí Adblocku Ben Williams do příspěvku v blogu napsal, že „tahle jakási válka mezi komunitou open source blokování reklam a těmi, kdo se je snaží obejít, trvá od té doby, co bylo blokování reklam vynalezeno,“ a že Facebook pravděpodobně přijde s další vlastní opravou.",0.12396039390493,17,limsi-factored-norm
Information about Russian cyber attacks came to light last month when the FBI announced that it was investigating the attack on the Democratic Party's servers.,come to light,"Informace o ruských kybernetických útocích vyšly na světlo minulý měsíc, když FBI oznámila, že vyšetřuje útok na servery demokratické strany.","Informace o ruských útocích se dostaly na veřejnost minulý měsíc, kdy Federální úřad pro vyšetřování (FBI) oznámil, že se zabývá útokem na servery stranického ústředí demokratů.",1.5312474436843648,17,limsi-factored-norm
"It is true in a sense that before Obama, ISIS was an almost unknown, small little organization, he who called it the jayvee, totally wrong, and here's why it happened, because he withdrew the troops from Iraq.",call it,"Je pravda, že před Obamou byl Isis téměř neznámou, malou malou organizací, která ji označila za žloutenku, totálně špatně a tady se stalo, protože stáhl vojáky z Iráku.","To je pravda v tom smyslu, že před Obamou byl IS téměř neznámá, malá organizace, kterou zcela chybně nazýval nováčkem. A došlo k tomu proto, že stáhl svá vojska z Iráku.",-1.16886094409849,17,limsi-factored-norm
"Like many pop cultural phenomena it had gone off the boil somewhat before this new game was made available in the US, Australia and New Zealand in early July.",go off the boil,"Stejně jako mnoho populárních kulturních jevů se před tímto novým zápasem v USA, Austrálii a novém Zélandu počátkem července dostalo do varu poněkud.","Stejně jako u mnoha kulturních fenoménů, i zde došlo před uvedením této nové hry na začátku července v USA, Austrálii a na Novém Zélandu k poklesu zájmu.",-0.654625143643861,17,limsi-factored-norm
Many of the Depression-era food ways were abandoned as soon as the country got back on its feet.,get on [pron] foot,"Mnohé potravinové cesty z období deprese byly opuštěny, jakmile se země dostala zpátky na nohy.","Řada jídelních návyků z doby krize odezněla hned, jak se země znovu postavila na nohy.",-0.38809445525449004,17,limsi-factored-norm
"Massive because the viaduct is 222 metres long, weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3%.",pull up,"Masivní proto, že viadukt je 222 metrů dlouhý, váží přibližně 6000 tun a musel být vytažen gradient asi 3%.","Masivní proto, že viadukt je dlouhý 222 metrů, váží asi 6 000 tun a bylo nutné jej táhnout se stoupáním asi 3 %.",0.231761414780598,17,limsi-factored-norm
One Twitter user took to the site recently to declare her happiness that 'the rest of the internet thinks that Hope Solo and Jennifer Carpenter are actually identical.',take to the site,"Jeden uživatel Twitteru se do místa nedávno dostal, aby ji prohlásil za štěstí, že ""zbytek internetu si myslí, že naděje Solo a Jennifer Carpenter jsou vlastně identické"".","Jedna uživatelka Twitteru před nedávnem na stránkách vyjádřila svou spokojenost nad tím, že „zbytek Internetu si myslí, že Hope Solová a Jennifer Carpenterová jsou v pravdě identické.“",-1.41124948568765,17,limsi-factored-norm
"She hasn't lost an all-around competition since the summer of 2013, a winning streak that should go for as long as Biles wants it to.",go for,"Od léta 2013 neztratila všeobjímající soutěž, vítěznou sérii, která by měla jít tak dlouho, jak ji Biles chce.","Soutěž ve víceboji neprohrála od léta 2013 - to je sled vítězství, který může pokračovat tak dlouho, jak Bilesová bude chtít.",-0.45601627957137,17,limsi-factored-norm
"Shell, for its part, has trimmed thousands of people from its payroll and announced plans to leave oil and gas operations in up to 10 countries as it streamlines its operations in the wake of its mega-merger with British energy company BG Group.",trim for [pron] part,"Shell podle něj osekala tisíce lidí ze své výplatní pásky a oznámila plány na opuštění ropných a plynárenských operací ve výši až 10 zemí, neboť zefektivňuje své operace po obří fúzi s britskou energetickou společností BG Group.",Na druhé straně Shell vyškrtl ze svých výplatních listin tisíce lidí a oznámil plány na opuštění operací na poli ropy a zemního plynu až v 10 zemích kvůli modernizaci svých procesů - bezprostředně po mega fúzi s britskou energetickou společností BG Group.,-0.177963869869883,17,limsi-factored-norm
"So when it pushed a lens to some users this week that gave them slanted eyes, distorted teeth and puffy cheeks, some critics called it a racist caricature of Asian people - ""yellowface.""",call it,"Když tedy tento týden zatlačilo na některé uživatele čočku, která jim dávala šikmé oči, zkreslené zuby a načechrané tváře, někteří kritici to označili za rasistickou karikaturu asijských lidí - ""žlutou tvář"".","Takže když tenhle týden uživatelům nabídla filtr, díky kterému měli šikmé oči, pokřivené zuby a nafouknuté tváře, někteří kritici to označili za rasistickou karikaturu Asiatů - „yellowface.“",-0.6488837956226394,17,limsi-factored-norm
The window of opportunity to make any positive changes has definitely closed at the turn of the millennium when the former KGB (sic!) officer Vladimir Putin came to power.,come to power,"Okno příležitosti učinit jakékoliv pozitivní změny definitivně uzavřelo na přelomu tisíciletí, kdy se k moci dostal bývalý důstojník KGB (sic!) Vladimir Putin.","Okno možných pozitivních změn se definitivně uzavřelo na přelomu tisíciletí, když se k moci dostal bývalý důstojník KGB (sic!)Vladimír Putin.",1.45062881552454,17,limsi-factored-norm
