src,VPC_Candidate,mt,ref,score,year,system
"Standing in the middle of the shop floor, she took a pair of knickers from the display, stripped off her own tights and pants and put them on.",stripped off,"In der Mitte der Ladenfläche stand sie ein Paar Knickers aus dem Display, entfernte ihre eigenen Strumpfhosen und Hosen und setzte sie auf.","Mitten auf der Verkaufsfläche stehend nahm sie ein Paar Unterhosen aus der Auslage, zog ihre eigenen Strumpfhosen und Hosen aus und probierte sie an.",-1.0314043605043373,17,LMU-nmt-reranked
"Steinhäuser pointed out that, even with a low amount of sewage coming to the three plants, the expenses for running and maintaining them ""were significantly impacted"".",pointed out,"Steinhäuser wies darauf hin, dass auch mit einer geringen Abwassermenge an die drei Anlagen die Aufwendungen für den Betrieb und die Instandhaltung ""erheblich belastet wurden"".","Steinhäuser machte deutlich, dass bei dem geringen Abwasseranfall in den drei Anlagen die Aufwendungen für den Betrieb und Unterhalt ""voll durchschlagen"".",0.874208132925222,17,LMU-nmt-reranked
Syria Democratic Forces (SDF) were now sweeping the city after the departure of a remaining group of militants who had been holed up in the city.,holed up,"Syriens Demokratische Kräfte (SDF) überschlugen die Stadt nun nach dem Abzug einer verbliebenen Gruppe von militanten, die sich in der Stadt verschanzt hatten.","Die Demokratischen Kräfte Syriens (DKS) durchkämmen nach dem Auszug der noch verbliebenen Gruppe von Kämpfern, die sich innerhalb der Stadt vergraben haben, derzeit die Stadt.",-1.34225705485283,17,LMU-nmt-reranked
That's how it starts off.,starts off,So geht es los.,So beginnt es.,0.799685619546381,17,LMU-nmt-reranked
"The 22-year-old victim had been drinking and had passed out on the road, the court heard.",passed out,"Das 22-jährige Opfer hatte getrunken und sei auf der Straße vorbeigegangen, hörte das Gericht.","Das 22-jährige Opfer hatte getrunken und ist auf der Straße bewusstlos geworden, vernahm das Gericht.",-0.940401833543268,17,LMU-nmt-reranked
The IOC intends to set up a disciplinary committee to handle the case.,set up,"Das IOC will einen Disziplinarausschuss einrichten, um den Fall zu behandeln.",Das IOC will eine Disziplinarkommission zu dem Fall einrichten.,0.961031326948384,17,LMU-nmt-reranked
The advertising industry has already pricked up its ears.,pricked up,Die Werbebranche hat sich bereits auf die Ohren gestoßen.,Die Werbeindustrie horcht bereits auf.,-0.414114824117656,17,LMU-nmt-reranked
The attacks on Thursday and Friday came just a few days after a controversial referendum on a constitution drawn up by the military junta.,drawn up,Die Anschläge am Donnerstag und Freitag kamen nur wenige Tage nach einem umstrittenen Referendum über eine von der Militärjunta ausgearbeitete Verfassung.,Die Anschläge am Donnerstag und Freitag erfolgten wenige Tage nach einem umstrittenen Referendum über eine von der Militärjunta ausgearbeitete Verfassung.,1.12500429027107,17,LMU-nmt-reranked
"The global IAAF federation has requested information about the matter from the IOC so it can carry out its own investigations, stated an IAAF spokesperson.",carry out,"Der globale IAAF-Verband habe Informationen über die Angelegenheit vom IOC angefordert, damit er eigene Untersuchungen durchführen kann, erklärte ein IAAF-Sprecher.","Der Weltverband IAAF hat das IOC um Informationen über den Fall ersucht, um eigene Untersuchungen anzustrengen, teilte ein IAAF-Sprecher mit.",0.903311921495194,17,LMU-nmt-reranked
The obligingness of the people responsible for the construction works in terms of setting up substitute driveways.,setting up,Die Verpflichtung der Verantwortlichen für die Bauarbeiten im Hinblick auf die Einrichtung von Ersatzeinfahrten.,"Gelobt wird auch das Entgegenkommen der für die Bauarbeiten Verantwortlichen, etwa wenn es um die Einrichtung von Behelfseinfahrten geht.",-1.22772247668581,17,LMU-nmt-reranked
The schisms that Berlin's Senator for the Interior and the police believe to have opened up between the squatters in the house and their neighbours do not exist.,opened up,"Die Schismen, die der Berliner Senator für Inneres und die Polizei überzeugt haben, zwischen den Squattern im Haus und ihren Nachbarn geöffnet zu haben, gibt es nicht.","Der Graben, den der Berliner Innensenator und die Polizei zwischen Hausbesetzern und ihren Nachbarn aufmachen, existiert so offenbar nicht.",-0.2722198097746155,17,LMU-nmt-reranked
"There are also practical problems to consider: during the holidays, volunteers who put up signs, blow up balloons, distribute flyers and count the votes at the end, are hard to find.",put up,"Es gibt auch praktische Probleme zu bedenken: Während der Ferien sind Freiwillige, die Zeichen setzen, Luftballons sprengen, Flyer verteilen und am Ende die Stimmen zählen, schwer zu finden.","Dazu kommen praktische Probleme: In den Ferien sind Helfer, die Plakate aufhängen, Luftballons aufblasen, Flyer verteilen und am Ende Stimmen auszählen, nur mühevoll aufzutreiben.",0.564354763650173,17,LMU-nmt-reranked
"They explain to their victims via chat how to pay using Bitcoin, set up freely-accessible support websites, or decrypt sample files for free.",set up,"Sie erklären ihren Opfern via Chat, wie sie Bitcoin bezahlen, frei zugängliche Webseiten einrichten oder Musterdateien kostenlos entschlüsseln.","Sie erklären ihren Opfern per Chat, wie sie per Bitcoin zahlen können, richten frei zugängliche Support-Websites ein oder entschlüsseln umsonst Beispiel-Dateien.",-0.130434065718029,17,LMU-nmt-reranked
"This is why the commune's homes need to be beefed up, as it is so neatly put.",beefed up,"Aus diesem Grund müssen die Häuser der Gemeinde gestärkt werden, wie es so schön formuliert ist.","Daher müssen gemeindliche Wohnungen ertüchtigt werden, wie es so schön heißt.",0.914548771130317,17,LMU-nmt-reranked
"To be able to treat a sleep disorder, it is important to work out what is causing it.",work out,"Um eine Schlafstörung behandeln zu können, ist es wichtig, daran zu arbeiten, was sie verursacht.","Um die Schlafstörung zu lindern, ist es wichtig, deren Ursachen herauszufinden.",0.799685619546381,17,LMU-nmt-reranked
Twitter users did not hold back when the heard how insensitive Byron Macdonlad was being,hold back,"Twitter-Nutzer hielten sich nicht zurück, als man hörte, wie unempfindlich Byron Macdonlad war","Twitter-User hielten sich nicht zurück, als sie hörten, wie unsensibel Byron MacDonald war",-0.295087858940278,17,LMU-nmt-reranked
"We can bring those brands back up again, so I think the time is right.",bring up,"Wir können diese Marken wieder zurückbringen, deshalb halte ich die Zeit für richtig.","Wir können diese Marken wieder lancieren, daher denke ich, dass die Zeit gekommen ist.",1.0701905522326,17,LMU-nmt-reranked
We got up because it was so quiet here - we're not used to that!,got up,"Wir sind hochgekommen, weil es hier so ruhig war - das sind wir nicht gewohnt!","Wir standen auf, weil es hier so ruhig war - das sind wir nicht gewohnt!",0.6328956620566837,17,LMU-nmt-reranked
"We've been losing out on so many world titles, so to win the Olympics again is just amazing.",losing out,"Wir haben so viele Welttitel verloren, um die Olympischen Spiele wieder zu gewinnen.","Wir sind bei so vielen Welttiteln so schlecht weggekommen, dass es unglaublich war, wieder bei der Olympiade zu gewinnen.",-0.296345507389176,17,LMU-nmt-reranked
"Weeß lists them: going to bed and getting up a regular times, not staying in bed too long, not sleeping during the day, not watching television to get to sleep, avoiding alcohol, and not looking at the clock during the night - because then you start working out times straight away, and that's not helpful at all.",getting up,"Weeß listet sie auf: Gehen Sie zum Bett und holen Sie sich regelmäßige Zeiten, nicht zu lange im Bett bleiben, nicht im Laufe des Tages schlafen, nicht im Fernsehen schlafen, Alkohol vermeiden und nicht in der Nacht auf die Uhr schauen - denn dann beginnen Sie zeitweise zu arbeiten, und das ist überhaupt nicht hilfreich.","Weeß zählt auf: Regelmäßige Schlafens- und Aufstehzeiten, nicht zu lange im Bett liegen, am Tag nicht schlafen, nicht fernsehen zum Einschlafen, Alkohol meiden und nachts nicht auf die Uhr schauen - dann beginnt man nämlich sofort zu rechnen, und das ist ganz und gar nicht förderlich.",-0.426381238302159,17,LMU-nmt-reranked
"You can't turn on a television, read a newspaper or listen in on your neighbor's conversation in a coffee-shop line without hearing about Simone Biles, Katie Ledecky or the feud between Michael Phelps and Chad le Clos.",turn on,"Sie können sich nicht im Fernsehen drehen, eine Zeitung lesen oder das Gespräch in Ihrem Nachbarn in einer Kaffeegeschäftslinie hören, ohne über Simone Biles, Katie Ledecky oder die Fehde zwischen Michael Phelps und Chad le Clos zu hören.","Sie können nicht den Fernseher einschalten, eine Zeitung lesen oder beim Gespräch Ihres Nachbarn in der Warteschlange im Coffeshop zuhören, ohne über Simone Biles, Katie Ledecky oder dem Streit zwischen Michael Phelps und Chad le Clos zu hören.",0.61855707360763,17,LMU-nmt-reranked
'Everyone was staring as she took the knickers off again and obviously didn't like them because she put them back on the shelf.',took off,"""Alle starrten, als sie die Schlüpfer wieder abnahm und sie offensichtlich nicht mochte, weil sie sie wieder aufs Regal legte.""","""Jeder starrte, als sie die Unterhosen wieder auszog, die ihr offensichtlich nicht gefallen haben, da sie sie wieder ins Regal legte.""",-0.0880738249905058,17,online-B
"A change of strategy was a big part of the transformation, with Hindes riding a bigger gear to slow him down and allow Kenny and, in particular, Skinner to keep pace.",slow down,"Ein Wechsel der Strategie war ein großer Teil der Transformation, mit Hindes reitet eine größere Ausrüstung, um ihn zu verlangsamen und erlauben Kenny und insbesondere Skinner, um Schritt zu halten.","Ein Strategiewechsel machte einen großen Teil der Transformation aus, bei dem Hindes in einem höheren Gang fuhr, um ihn zu verlangsamen und es Kenny und vor allem Skinner zu ermöglichen, das Tempo zu halten.",-0.564048149341402,17,online-B
"A woman lay down in the dark on the road ""in a desperate act"" and was hit by several vehicles, Vaud police said in a statement.",lay down,"Eine Frau legte sich in der Dunkelheit auf die Straße ""in einer verzweifelten Tat"" und wurde von mehreren Fahrzeugen getroffen, sagte Waadt Polizei in einer Erklärung.","Eine Frau legte sich im Dunklen ""in einem Akt der Verzweiflung"" auf die Straße und wurden von mehreren Autos getroffen, sagte die Polizei in Waadt aus.",0.6991121693962821,17,online-B
"After Verb closed, she said, she gave up drinking coffee for a while.",gave up,"Nachdem Verb geschlossen war, sagte sie, sie gab auf, Kaffee für eine Weile zu trinken.","Nachdem das Verb geschlossen hatte, gab sie eine Weile das Kaffeetrinken auf, sagte sie.",0.343579268244777,17,online-B
"After making the suggestion at a rally on Wednesday night, Mr. Trump doubled down on the assertion on Thursday, insisting in interviews that he really did intend to say that the president and Mrs. Clinton had created ISIS.",doubled down,"Nachdem ich am Mittwochabend den Vorschlag bei einer Rallye gemacht hatte, verdoppelte sich Trump auf die Behauptung am Donnerstag und beharrte in Interviews, dass er wirklich beabsichtigte zu sagen, dass der Präsident und Frau Clinton ISIS geschaffen hatten.","Nachdem er die Andeutung bei einer Wahlkampfveranstaltung am Mittwochabend gemacht hatte, ruderte Mr. Trump in Bezug auf die Behauptung am Donnerstag zurück und bestand in Interviews darauf, dass er wirklich nicht beabsichtigte anzudeuten, der Präsident und Mrs. Clinton hätten ISIS geschaffen.",0.173817028018685,17,online-B
"After the plates were cleared at Eisenberg's, she and Mr. Coe pulled out a dessert they had prepared at home: the prune dessert that President Roosevelt ate for lunch.",pulled out,"Nachdem die Tafeln bei Eisenberg geklärt waren, zogen sie und Herr Coe ein Dessert heraus, das sie zu Hause vorbereitet hatten: der Pflaumen-Dessert, den Präsident Roosevelt zum Mittagessen aß.","Nachdem die Teller bei Eisenberg's abgeräumt waren, zogen sie und Coe ein Dessert hervor, das sie zuhause zubereitet hatten: das Pflaumendessert, das Präsident Roosevelt zu Mittag aß.",-0.397358539254111,17,online-B
"Alcoa said the decision to close out the contracts ""does not affect Alcoa's ... ability to operate the smelter or secure electricity supply to the smelter.""",close out,"Alcoa sagte die Entscheidung, die Verträge zu schließen ""hat keinen Einfluss auf Alcoas ... Fähigkeit, die Hütte zu betreiben oder die Stromversorgung der Hütte zu sichern.""","Alcoa sagte, dass die Entscheidung, die Verträge auszubuchen, die""Fähigkeit Alcoas... die Schmelzerei zu betreiben oder die Stromversorgung an die Schmelzerei zu gewährleisten"" nicht beeinträchtige.",-0.900047085160467,17,online-B
Berlin/Schwerin: Poll ahead of regional elections: SPD and CDU lose out,lose out,Berlin / Schwerin: Abwarten vor regionalen Wahlen: SPD und CDU verlieren aus,Berlin/Schwerin: Umfrage vor Länder-Wahlen: SPD und CDU verlieren,-0.894459477776971,17,online-B
"Between October 2016 and September 2020, overfunding and underfunding from the previous calculation period will be balanced out.",balanced out,Zwischen Oktober 2016 und September 2020 werden Überfischung und Unterfinanzierung aus dem vorangegangenen Berechnungszeitraum ausgeglichen.,Im Zeitraum von Oktober 2016 bis September 2020 seien auch Über- beziehungsweise Unterdeckungen aus dem vorhergehenden Kalkulationszeitraum auszugleichen.,-0.723790434831023,17,online-B
CBC ended up apologizing more than 90 times to people who had tweeted in response to the remark,ended up,"CBC endete mit der Entschuldigung mehr als 90 Mal an Menschen, die tweeted als Reaktion auf die Bemerkung","CBC entschuldigte sich am Ende über 90 Mal bei den Leuten, die auf die Bemerkt über Twitter geantwortet haben",-0.81766084417826,17,online-B
"Consequently, she set off from home with her partner.",set off,Folglich ging sie mit ihrem Partner von zu Hause weg.,Darum ging sie mit ihrem Lebensgefährten aus dem Haus.,0.257520026203694,17,online-B
"Donald Trump wouldn't really mind if he lost the US presidential election in November: ""Either it'll work out, or I'll go on a long, long holiday,"" the Republican candidate said in an telephone interview with US television channel CNBC.",work out,"Donald Trump würde nicht wirklich daran denken, dass er die US-Präsidentschaftswahl im November verlor: ""Entweder wird es trainieren, oder ich werde einen langen, langen Urlaub machen"", sagte der republikanische Kandidat in einem Telefoninterview mit dem US-Fernsehsender CNBC.","Verliert Donald Trump die US-Präsidentschaftswahlen im November, wäre ihm das relativ egal: ""Letztlich wird es entweder klappen, oder ich habe einen sehr, sehr schönen, langen Urlaub"", sagte der Kandidat der Republikaner in einem Telefon-Interview mit dem US-Fernsehsenders CNBC.",-1.03384980805919,17,online-B
"Edmund didn't sit up or crawl until he was three, and he still doesn't talk.",sit up,"Edmund setzte sich nicht auf oder kroch, bis er drei war, und er redet immer noch nicht.",Edmund konnte bis zu seinem dritten Lebensjahr weder sitzen noch krabbeln und er kann noch immer nicht sprechen.,0.48653387309903,17,online-B
"Even when the government shuts down access to Facebook and Twitter, as it frequently does, especially during protests, many people are still able to communicate via internet proxies that mask where they are.",shuts down,"Auch wenn die Regierung den Zugang zu Facebook und Twitter abschaltet, wie es häufig ist, vor allem bei Protesten, sind viele Menschen immer noch in der Lage, über Internet-Proxies zu kommunizieren, die Masken, wo sie sind.","Selbst wenn die Regierung den Zugang zu Facebook und Twitter sperrt, was sie in regelmäßigen Abständen, vor allem bei Protesten, tut, können viele Leute noch immer über Internet-Proxies kommunizieren, die verbergen, wo sie sich aufhalten.",0.719996544752459,17,online-B
"He mocked the ""poor, pathetic"" television pundits who try to figure him out and said, ""They can't!""",figure out,"Er verspottete die ""armen, pathetischen"" Fernsehsucher, die ihn herausfinden wollten und sagten: ""Das können sie nicht!""","Er verhöhnte die ""armen, jämmerlichen"" Fernsehexperten, die versuchen ihn zu verstehen und sagte, ""Sie können es nicht!"".",-0.720273588279386,17,online-B
He said it was important that the Minister of the Interior had spoken out clearly against actionism.,spoken out,"Er sagte, es sei wichtig, daß der Innenminister eindeutig gegen den Aktionismus geredet habe.","Es sei wichtig, dass sich der Innenminister klar gegen Aktionismus ausgesprochen habe.",0.640772533337974,17,online-B
"He told BBC Scotland: ""The RBS brand will end up becoming our investor brand and the one that our staff are employed with, because we are now becoming much more a bank of brands.""",end up,"Er sagte BBC Schottland: ""Die Marke RBS wird am Ende zu unserer Investorenmarke und dem, mit dem unsere Mitarbeiter beschäftigt sind, weil wir jetzt viel mehr eine Bank von Marken sind.""","Er teilte der BBC Scotland mit: ""Die Marke RSB wird zu unserer Investorenmarke sowie zu der Marke, unter der unsere Mitarbeiter beschäftigt sein werden, da wir jetzt mehr zu einer Bank von Marken werden.""",1.03128010695703,17,online-B
