src,VID_Candidate,mt,ref,score,year,system
"When Mr Putin came to power, he named Mr Ivanov as one of the five people he trusted most.",come to power,普京掌权后，他任命伊万诺夫为他最信任的五个人之一。,普京先生上台后，他又指定伊万诺夫先生为他最信任的五人之一。,1.0418624708592952,17,SogouKnowing-nmt
"With its lens tool, Snapchat allows some 150 million daily users to alter reality and play with identity in ways that border on the absurd.",play with identity,用它的镜头工具， Snapchat可以让一些1.5亿每天的用户改变现实，并以接近荒谬的方式与身份游戏。,Snapchat的1.5亿名日常用户可以通过其滤镜工具改变现实并且将人像变得滑稽可笑。,-1.050946203805823,17,SogouKnowing-nmt
"""I thought my elder brother and I cannot afford the college study after my father passed away. It never occurred to me before the county government helped us so timely."" She said gratefully.",occur to [pron],她感激地说：“在我父亲去世后，我想我的哥哥和我不能负担我的大学学业。在县政府帮助我们这么及时之前，我从来没有想到过。”,她感激地说：“我原以为爸爸去世了，我和哥哥都上不成大学了，没想到县里及时为我们解决了困难。”,0.681400405649862,17,uedin-nmt
"""This is not solely to protect against electoral fraud, but to protect local government from the broader culture of corruption and financial fraud that goes hand in hand with it,"" he said.",go with [pron],他说：“这不仅仅是为了防范选举舞弊，而是要保护地方政府，使其免受与之相伴的更广泛的腐败和金融欺诈文化。”,“这不仅仅是为了防范选举舞弊，还是为了保护地方政府免遭广泛的腐败文化以及与其密切联系在一起的金融诈骗的毒害，”他说。,0.29354289459426,17,uedin-nmt
"A knee to the groin follows, and while the attacker doubles up in pain, you twist the gun from his hands, smack him in the face with the barrel and back up, keeping the weapon trained on him.",train on [pron],当攻击者在疼痛中增加一倍的时候，你把枪从他的手中扭开，用枪管打他的脸，然后把武器对准他。,接下来用膝盖顶其腹股沟，当袭击者因疼痛而弯下身子时，扭转他手中的枪，用枪管和后备枪组打他的脸，保持武器一直对准他。,0.31898672664396704,17,uedin-nmt
"Dan Norton grabbed a try for GB, touching down in the left corner to make it 36-7 but the game was long gone the way of the South Sea Islanders whose fans sang, waved flags and danced in the stands.",make it,丹·诺顿为 GB 做了一个尝试，在左下角摸了一下，使它变成了36-7，但是这个游戏早已成为了南海岛民的生活方式，他们的歌迷们唱着歌，挥舞着旗帜，在看台上跳舞。,丹·诺顿为英国队创造了得分的机会，他在左角触地，将比分更改为36比7，但比赛早已在南海岛国的掌控中，他们的球迷在站台上高声歌唱、挥舞旗帜、载歌载舞。,-1.86348559082195,17,uedin-nmt
He was the brother that went with the flow.,go with the flow,他是那种随波逐流的兄弟。,他是一个随从大家意见的人。,0.043510760387864354,17,uedin-nmt
"Massive because the viaduct is 222 metres long, weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3%.",pull up,巨大的因为高架桥长222米，重量约为6，000吨，必须被拉起大约3%的梯度。,"说它规模巨大，是因为高架桥长222米，重约6,000公吨，需要拉出一个约3%的斜度。",0.495599702665917,17,uedin-nmt
"She hasn't lost an all-around competition since the summer of 2013, a winning streak that should go for as long as Biles wants it to.",go for,自2013年夏天以来，她还没有失去过一场全面的比赛，只要贝尔斯想要，她就应该赢得一场胜利。,自从2013年夏季以来，拜尔斯就没有在全能比赛中失手过，只要想赢，她就一定会赢。,0.649825320882896,17,uedin-nmt
"So when it pushed a lens to some users this week that gave them slanted eyes, distorted teeth and puffy cheeks, some critics called it a racist caricature of Asian people - ""yellowface.""",call it,因此，当它本周向一些用户推了一个镜头，给他们倾斜的眼睛，扭曲的牙齿和浮肿的脸颊，一些评论家称它是亚洲人的种族主义漫画——“黄脸”。,因此，当该应用本周为一些用户提供了一个可以创造斜眼、怪牙和粉脸效果的滤镜时，一些评论家将其称为对亚洲“黄种人”的种族讽刺。,0.5882416882339006,17,uedin-nmt
This latest protest comes just days after protesters took to the streets en masse to support suspended President Dilma Rousseff as the country's senate voted for her impeachment.,take to the street,这一最新的抗议是在抗议者大规模走上街头支持被停职的总统迪尔玛·罗塞夫之后的几天，因为该国的参议院投票支持她的弹劾。,就在最近的一次抗议发生前几天，抗议者集体走上街头，支持被国家参议院弹劾的总统迪尔玛·罗塞夫。,-0.0644165865224157,17,uedin-nmt
"We sincerely regret that these statements were made, and that they were allowed to go to air.",go to air,我们由衷地感到遗憾的是，这些声明是作出的，他们被允许进入空中。,我们对说出这样的话并将之直播出去感到无比抱歉。,-2.14021361311945,17,uedin-nmt
"With its lens tool, Snapchat allows some 150 million daily users to alter reality and play with identity in ways that border on the absurd.",play with identity,用它的镜头工具， Snapchat 可以让大约1.5亿的每日用户改变现实，并以与荒谬的边界的方式进行身份识别。,Snapchat的1.5亿名日常用户可以通过其滤镜工具改变现实并且将人像变得滑稽可笑。,-0.624695958116505,17,uedin-nmt
"""I thought my elder brother and I cannot afford the college study after my father passed away. It never occurred to me before the county government helped us so timely."" She said gratefully.",occur to [pron],她感激地说：“我想，父亲去世后，我的哥哥和我不能负担大学学习，在县政府帮助我们这么及时之前，从来没有想到过。”,她感激地说：“我原以为爸爸去世了，我和哥哥都上不成大学了，没想到县里及时为我们解决了困难。”,0.626340702297003,17,xmunmt
"""It never occurred to me that the Mexican audience were so enthusiastic. I had some worries about whether they could understand the story, but it was beyond my expectation to see them catch the story and the laughter today.",occur to [pron],“我从来没想到墨西哥观众这么热情，我有些担心他们是否能理解这个故事，但看到他们抓住了故事和今天的笑声，出乎我的意料。,“我没有想到墨西哥观众这么热情，原本我对他们能否理解故事还有些担心，但是今天看到他们能抓住故事情节和许多笑点，这出乎我的意料。”,0.699662132591075,17,xmunmt
"A knee to the groin follows, and while the attacker doubles up in pain, you twist the gun from his hands, smack him in the face with the barrel and back up, keeping the weapon trained on him.",train on [pron],一个膝盖到腹股沟的膝盖跟着，虽然袭击者在疼痛中翻倍，但你把枪从他的手上扭出来，用桶打他的脸，然后背起来，把武器对准他。,接下来用膝盖顶其腹股沟，当袭击者因疼痛而弯下身子时，扭转他手中的枪，用枪管和后备枪组打他的脸，保持武器一直对准他。,-0.6539430333693214,17,xmunmt
A variety of business activities came to him. He really have a golden flashing prospect.,come to [pron],各种商业活动来了他，他真的有一个金闪闪闪的前景。,于是，“国民老公”、“小鲜肉”、“花样美男”等称呼也不断成为他身上的标签。,-1.0067787794160985,17,xmunmt
"Dan Norton grabbed a try for GB, touching down in the left corner to make it 36-7 but the game was long gone the way of the South Sea Islanders whose fans sang, waved flags and danced in the stands.",make it,丹·诺顿为 GB 抢了一试，在左一角碰到了36-7，但比赛早就走俏了，他们的球迷唱歌、挥舞旗帜，在看台上跳舞。,丹·诺顿为英国队创造了得分的机会，他在左角触地，将比分更改为36比7，但比赛早已在南海岛国的掌控中，他们的球迷在站台上高声歌唱、挥舞旗帜、载歌载舞。,-0.3880073698104695,17,xmunmt
Many of the Depression-era food ways were abandoned as soon as the country got back on its feet.,get on [pron] foot,许多萧条时代的食物方式一旦恢复元气，就被抛弃了。,当美国一回到正规，许多大萧条时期的烹饪方式就被摒弃。,-1.30276932593569,17,xmunmt
"Massive because the viaduct is 222 metres long, weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3%.",pull up,庞大因为高架桥长222米，重约6000吨，不得不拉高约3%的梯度。,"说它规模巨大，是因为高架桥长222米，重约6,000公吨，需要拉出一个约3%的斜度。",0.05373038593622401,17,xmunmt
"She hasn't lost an all-around competition since the summer of 2013, a winning streak that should go for as long as Biles wants it to.",go for,她从2013年夏天开始就没有输掉一场全能的比赛，一场胜利的连胜，应该只要比尔斯想要的就去。,自从2013年夏季以来，拜尔斯就没有在全能比赛中失手过，只要想赢，她就一定会赢。,0.1883157062853365,17,xmunmt
"Shell, for its part, has trimmed thousands of people from its payroll and announced plans to leave oil and gas operations in up to 10 countries as it streamlines its operations in the wake of its mega-merger with British energy company BG Group.",trim for [pron] part,壳牌公司则从其工资单上削减了数千人，并宣布计划在与英国能源公司 BG 集团的特大合并后，在多达10个国家进行石油和天然气业务。,壳牌已裁减了数千名员工并且宣布计划关停10个国家的油气设备，这是因为公司在与英国能源公司英国天然气集团合并后需要精简其业务。,0.21774842395147434,17,xmunmt
"So when it pushed a lens to some users this week that gave them slanted eyes, distorted teeth and puffy cheeks, some critics called it a racist caricature of Asian people - ""yellowface.""",call it,所以，当本周将镜头对准一些用户的时候，给他们倾斜的眼睛、扭曲的牙齿和浮肿的脸颊，一些评论家称这是亚洲人的种族主义漫画——“黄脸”。,因此，当该应用本周为一些用户提供了一个可以创造斜眼、怪牙和粉脸效果的滤镜时，一些评论家将其称为对亚洲“黄种人”的种族讽刺。,-0.0652777124582611,17,xmunmt
The incident is the first time for the police to kill terror suspects before the incident after Canadian Prime Minister Justin Trudeau came to power last year.,come to power,这一事件是在加拿大总理贾斯汀·特鲁德去年上台后，警方第一次在事件发生前杀死恐怖嫌疑人。,此次事件是加拿大总理贾斯廷·特鲁多（Justin Trudeau）去年上台后，警方首次在事发前击毙恐怖嫌疑人。,-0.756896127213525,17,xmunmt
"When Mr Putin came to power, he named Mr Ivanov as one of the five people he trusted most.",come to power,普京上台后，他把伊万诺夫命名为他最信任的5个人之一。,普京先生上台后，他又指定伊万诺夫先生为他最信任的五人之一。,1.0311448679501751,17,xmunmt
"""This is not solely to protect against electoral fraud, but to protect local government from the broader culture of corruption and financial fraud that goes hand in hand with it,"" he said.",go with [pron],他说：「这不单止是为了防止选举舞弊，而是为了保护地方政府免受更广泛的腐败和金融欺诈文化的滋扰。」,“这不仅仅是为了防范选举舞弊，还是为了保护地方政府免遭广泛的腐败文化以及与其密切联系在一起的金融诈骗的毒害，”他说。,0.466374787205895,17,online-B
"A knee to the groin follows, and while the attacker doubles up in pain, you twist the gun from his hands, smack him in the face with the barrel and back up, keeping the weapon trained on him.",train on [pron],一只膝盖到腹股沟跟着，而攻击者在痛苦中加倍，你把手从手里扭起来，用枪弹把他砸在脸上，备份起来，把武器训练在他身上。,接下来用膝盖顶其腹股沟，当袭击者因疼痛而弯下身子时，扭转他手中的枪，用枪管和后备枪组打他的脸，保持武器一直对准他。,-1.51875972125836,17,online-B
"Dan Norton grabbed a try for GB, touching down in the left corner to make it 36-7 but the game was long gone the way of the South Sea Islanders whose fans sang, waved flags and danced in the stands.",make it,丹·诺顿抓住了GB的尝试，触动了左边的角落，使其成为36-7，但是游戏已经长出南海岛民的风格，他们的球迷唱歌，挥舞旗帜，在舞台上跳舞。,丹·诺顿为英国队创造了得分的机会，他在左角触地，将比分更改为36比7，但比赛早已在南海岛国的掌控中，他们的球迷在站台上高声歌唱、挥舞旗帜、载歌载舞。,-0.203601395409313,17,online-B
Fernando flipped pass the goal in the back-drawing on his right wing. Alan Kardec was put down by Lei Tenglong. The referee sentenced a spot kick and showed a yellow card to Lei Tenglong.,put down,费尔南多转过右路右后卫，阿兰·卡德克被雷登龙放下，裁判员点了点球，向雷登龙打了个黄牌。,费尔南多右路一对二回带后突然挑传门前，卡尔德克前插接应时被雷腾龙飞扑动作放倒，裁判判定点球，并向雷腾龙出示黄牌。,-0.157493501092296,17,online-B
He was the brother that went with the flow.,go with the flow,他是流着的兄弟。,他是一个随从大家意见的人。,-2.602936916941455,17,online-B
Many of the Depression-era food ways were abandoned as soon as the country got back on its feet.,get on [pron] foot,一旦国家恢复正常，许多大萧条时代的食物就被放弃了。,当美国一回到正规，许多大萧条时期的烹饪方式就被摒弃。,-0.847524428303307,17,online-B
"Massive because the viaduct is 222 metres long, weighs approximately 6,000 tonnes and had to be pulled up a gradient of about 3%.",pull up,由于高架桥长达222米，重量约6000吨，因此不得不拉升约3％的坡度。,"说它规模巨大，是因为高架桥长222米，重约6,000公吨，需要拉出一个约3%的斜度。",0.7416104380895485,17,online-B
"Shell, for its part, has trimmed thousands of people from its payroll and announced plans to leave oil and gas operations in up to 10 countries as it streamlines its operations in the wake of its mega-merger with British energy company BG Group.",trim for [pron] part,壳牌公司已经削减了数千人的工资，并宣布计划在多达10个国家离开石油和天然气业务，因为它与英国能源公司BG集团的大并购后简化了其业务。,壳牌已裁减了数千名员工并且宣布计划关停10个国家的油气设备，这是因为公司在与英国能源公司英国天然气集团合并后需要精简其业务。,0.0061240658382201,17,online-B
"The incident triggered quite a response online, with people calling it a scandal.",call it,事件在线引发了相当的反应，人们称之为丑闻。,这一事件在网上引发了热议，大家都认为这是一桩丑闻。,-0.428507684198037,17,online-B
This latest protest comes just days after protesters took to the streets en masse to support suspended President Dilma Rousseff as the country's senate voted for her impeachment.,take to the street,这次最近的抗议活动是抗议者大批走上街头几天，以支持暂停的总统迪斯马·罗塞夫（Dilma Rousseff），因为该国参议院投票通过弹。。,就在最近的一次抗议发生前几天，抗议者集体走上街头，支持被国家参议院弹劾的总统迪尔玛·罗塞夫。,0.756334435087905,17,online-B
"We sincerely regret that these statements were made, and that they were allowed to go to air.",go to air,我们真诚地感到遗憾的是，这些声明是被允许的。,我们对说出这样的话并将之直播出去感到无比抱歉。,-1.62128798808761,17,online-B
"When Mr Putin came to power, he named Mr Ivanov as one of the five people he trusted most.",come to power,当普京上台的时候，他把伊万诺夫先生当作他最信任的五个人之一。,普京先生上台后，他又指定伊万诺夫先生为他最信任的五人之一。,0.7304207297178504,17,online-B
"""I watched Renaissance Club being built, and we're seeing it come to its glory with this event,"" said Rafferty.",come to [pron] glory,拉弗蒂说：“我目睹了文艺复兴俱乐部的建立，我们看到它随着这一事件而走向辉煌。”,拉弗蒂说：“我目睹了文艺复兴俱乐部成立，我们也会通过这次比赛见证它的荣光。,-0.8332820003493475,18,Tencent-ensemble-system
"""Mexico is going to hell, and that's why I became a reporter,"" he said.",go to hell,他说：“墨西哥要下地狱了，这就是我成为记者的原因。”,他说“墨西哥正在变成地狱，所以我成为了一名记者。”,0.2920749464558115,18,Tencent-ensemble-system
"""We're putting this enormous load on them for three or four days and it's very challenging,"" Mora said.",put on [pron],莫拉说：“我们给他们带来了三四天的巨大负担，这非常具有挑战性。”,“三或四天时间内，我们会给他们施加巨大的训练量，非常具有挑战性，”莫拉说道。,0.20650198551457621,18,Tencent-ensemble-system
"Although steel plants, as of now, have yet to receive clear notification from local governments announcing that work related to energy conservation and emission reduction has ended, the industry expects that by around December 15, 2010, steel plants nationwide that have been subjected to production quotas will resume production successively. Steel prices could start to come under pressure.",come under pressure,尽管到目前为止，钢铁厂尚未收到地方政府的明确通知，宣布与节能减排有关的工作已经结束，但该行业预计，到2010年12月15日左右，全国受生产配额限制的钢铁厂将相继恢复生产，钢铁价格可能开始面临压力。,虽然目前钢厂并未收到当地政府宣布节能减排工作已结束的明确通知，但业内估计，2010年12月15日左右，各地原本被限产的钢厂将陆续完成复产，钢价或将开始承压。,0.508987448063246,18,Tencent-ensemble-system
"As a result, ""Whose Streets?"" documents surprisingly personal aspects of Ferrell's life, like falling in love and marrying her wife.",fall in love,因此，“谁的街道？”记录了费雷尔生活中令人惊讶的个人方面，比如恋爱和娶妻。,结果，“谁的街道？”令人惊讶地记录了费雷尔的个人生活，比如坠入爱河、步入结婚。,0.0322584479901473,18,Tencent-ensemble-system
"As the largest political party in the world, the Chinese Communist Party has continuously kept up with the pace of progress and led China to gain world-class development achievements.",keep up,作为世界上最大的政党，中国共产党不断跟上进步的步伐，带领中国取得了世界级的发展成就。,中国共产党作为世界上最大的政党，不断隔间与进步，带领中国取得世界瞩目的发展成就。,0.402026902678946,18,Tencent-ensemble-system
"But he did attack its meaning, and in particular the meaning ascribed to it when Emma Lazarus's famous poem was added to its base in 1903, 17 years after the monument itself was completed.",ascribe to [pron],但他确实攻击了它的意义，特别是在纪念碑本身建成17年后的1903年艾玛·拉撒路的名诗被添加到它的基地时赋予它的意义。,但是他确实攻击了塑像的意义，尤其是在 1903 年埃玛?拉撒路的着名诗歌被刻在基座上时（这座纪念碑在此后17年方建成）而具有的意义。,-1.19349026698898,18,Tencent-ensemble-system
"Chen Xinlei, Yang Kaihan: When Amazon made it to the world’s top 10 list of retailers, it announced that it would venture into the bookstores and grocery stores; this is worth pondering, both in terms of opportunity and motive.",make it,陈新蕾、杨开汉：当亚马逊登上世界十大零售商排行榜时，它宣布将冒险进入书店和杂货店；这无论从机会还是动机上都值得深思。,陈歆磊、杨凯涵：亚马逊在挤进全球十大零售商时候宣布进军书店和杂货铺，不论时机还是动机都很值得玩味。,0.014512205401887654,18,Tencent-ensemble-system
"Efforts should be made to fight innovative war and make preparation for war, keep up with evolution in war situation and method of war fighting,",keep up,要努力打创新战争，做好战争准备，跟上战争形势和作战方法的演变，,要着力创新战争和作战筹划，紧跟战争形态和作战方式演变，紧贴作战任务、作战对手,-0.118815710404265,18,Tencent-ensemble-system
"Kelly told the staff that information needed to flow through him - whether on paper or in briefings - because the president would make better decisions if given good information.""",flow through [pron],凯利告诉工作人员，信息需要通过他流动--无论是在纸面上还是在简报中--因为如果得到好的信息，总统会做出更好的决定。”,凯利告诉这些官员，收到优良信息有助于总统作出更好的决定，因此信息才需要经他之手——无论以书面形式还是简报形式。,-0.5970775974059426,18,Tencent-ensemble-system
Minniti meanwhile said a sharp fall over recent weeks in the number of migrants arriving in Italy following rescues was an indication that efforts to beef up the Libyan coastguard and cooperation with local mayors was bearing fruit.,beef up,与此同时，明尼提说，最近几周，救援后抵达意大利的移民人数急剧下降，这表明加强利比亚海岸警卫队和与当地市长合作的努力正在取得成果。,与此同时，明尼蒂称近几周抵达意大利的移民人数骤降，这表明加强利比亚海岸护卫以及联合各当地市长的努力已初见成效。,0.357744716788911,18,Tencent-ensemble-system
"Nick Rascona hugs two of his castmates, and then breaks down crying in their arms; the emotional toll of the performance finally getting to him.",get to [pron],尼克·拉斯科纳拥抱了他的两个伙伴，然后在他们的怀里失声痛哭；表演的情感损失终于到了他的身上。,尼克·拉斯科纳拥抱他的两个同僚，在他们怀里失声哭泣；表演中的情感最终感染到他。,-0.489214578347364,18,Tencent-ensemble-system
"On entering the Forest Mall, you’d feel like you have accidentally fallen down the rabbit hole in Alice’s Adventures In Wonderland. The tall tree trunks surround the buildings, and the lawn and stream are beautifully juxtaposed, drawing the masses into a forest full of life and vitality.",fall in wonderland,一进入森林商城，你就会觉得自己不小心掉下了仙境爱丽丝历险记中的兔子洞，高大的树干环绕着建筑物，草坪和小溪美丽地并列在一起，把群众拉进了充满生机和活力的森林。,走进森林摩尔，就像一不小心掉进了爱丽丝漫游奇遇记中的兔子洞，攀沿着的树干将建筑围绕，草地、清泉相映衬，将人们带进充满生机与活力的森林。,0.577363497067151,18,Tencent-ensemble-system
"Sage, who served as Creative Director of Traveler Archives, said: ""If Sinatra lives today, he is likely to sing a song for Beijing."" He said that living in this city will make you feel like “living in a new age”, which means that you can always keep up with the trends.",keep up,担任旅行者档案馆创意总监的圣人说：“如果西纳特拉生活在今天，他很可能会为北京唱一首歌。”他说，生活在这个城市会让你觉得“生活在一个新时代”，这意味着你总能跟上潮流。,在《旅行者档案》杂志担任创意总监的塞希说：“如果西纳特拉活到今天，他很可能会歌唱北京这样的城市。”他说，生活在这座城市会让你感觉“生活在新时代”，总是能跟上潮流。,-1.336409044182305,18,Tencent-ensemble-system
She added: 'Birmingham council knows how to deal with this by getting long injunctions to protect their parks.,deal with [pron],她补充说：“伯明翰议会知道如何通过长时间的禁令来保护他们的公园来处理这一问题。,她补充道：“伯明翰市议会知道如何通过实施长期禁令保护其公园的方式进行处理。,0.478738901808379,18,Tencent-ensemble-system
She put down her phone only to return later that evening to tweets about people gathering on Canfield Drive.,put down,她放下电话，那天晚上晚些时候才回来发微博，说人们聚集在坎菲尔德大道上。,她放下手机，直到当天晚上才再次打开推特，读到关于坎菲尔德大道众人聚集的推文。,-0.163513918158647,18,Tencent-ensemble-system
"Unlike traditional hypermarkets and supermarkets, Hema Supermarket is, in the eyes of many consumers, a popular Internet store that is fun and has good food. Some intermediaries have even come up with the concept of “He district housing” (housing within a 3km radius of a Hema Supermarket).",come up,与传统的超市和超市不同，在许多消费者看来，赫马超市是一家很受欢迎的网店，既好玩又有美食，一些中介甚至提出了“河区住房”（赫马超市半径3公里以内的住房）的概念。,区别于传统的大卖场、超市，盒马鲜生在很多消费者眼里是一家好玩好吃的“网红店”，甚至有中介机构打出了“盒区房”的概念。,0.718906513941125,18,Tencent-ensemble-system
"We should not only change the hardware, but the software must also keep up.",keep up,我们不仅要改变硬件，软件也必须跟上。,不光改变硬件，软件也要跟上,0.508987448063246,18,Tencent-ensemble-system
"When 2017, which was just around the corner, was mentioned, Zhao Lei said, “After the tour ends next year, I want to go away and be alone to take stock for a while, and write more new works.”",take stock,当提到即将到来的2017年时，赵磊说：“明年巡演结束后，我想离开，独自盘点一段时间，写更多的新作品。”,而提起即将到来的2017年，赵雷坦言：“在明年结束巡演之后，我想给自己清零，然后好好沉淀一下，写出更多新作品。”,0.387993263043778,18,Tencent-ensemble-system
"to pay respect to the 1st National Congress of the CPC and the red boat on South Lake for announcing the firm political belief of the new generation of Party leadership. The move has greatly built up the inner strength of the numerous Party members and cadres in remaining true to our original aspiration, keeping our mission firmly in mind and",keep in mind,向中国共产党第一次全国代表大会和南湖红船宣布党的新一代领导的坚定政治信念表示敬意，此举极大地增强了广大党员和干部坚持我们最初愿望的内在力量，牢记我们的使命和,瞻仰中共一大会址和南湖红船，宣示新一届中央领导集体的坚定政治信念，极大凝聚起广大党员干部不忘初心、牢记使命,-0.0505721246448966,18,Tencent-ensemble-system
"“Be thrifty for the people. Those whose duty are to be frugal must live frugally. A return to the current simple and down-to-earth meeting environment, we fully comprehend and welcome it.” GuangAn People’s Congress deputy Wang Cheng said that an efficient and practical meeting without formalism is what they want to see and in which they want to participate.",want in [pron],“为人民节俭。以节俭为己任的人必须节俭生活。回到目前简单而脚踏实地的会议环境，我们完全理解和欢迎。”广安人大代表王成说，没有形式主义的高效务实的会议是他们想看到的，也是他们想参与的。,“节约为民，当节俭的一定要节俭。回归到现在的朴实、实在的开会环境，我们很理解，也很欢迎。”广安市人大代表王成表示，高效务实、不搞形式主义的会议是他们愿意看见和参与的。,0.929282541988711,18,Tencent-ensemble-system
"“Chinese caviar” not only made it to the first class cabin in Lufthansa, it also made an appearance at the Oscars’ dinner banquet, as well as the dinner banquet of the welcoming ceremony of the G20 Hangzhou Summit.",make it,“中国鱼子酱”不仅登上了汉莎的头等舱，还出现在奥斯卡的晚宴上，以及G20杭州峰会欢迎仪式的晚宴上。,“中国鱼子酱”不仅登上德国汉莎航空头等舱，还亮相奥斯卡晚宴、出现在G20杭州峰会欢迎晚宴上。,0.7677838374131639,18,Tencent-ensemble-system
"""I watched Renaissance Club being built, and we're seeing it come to its glory with this event,"" said Rafferty.",come to [pron] glory,“我观看了文艺复兴俱乐部的建设，我们看到它的荣耀与这一事件，”拉菲蒂说。,拉弗蒂说：“我目睹了文艺复兴俱乐部成立，我们也会通过这次比赛见证它的荣光。,-0.729894284927703,18,Unisound
"""We're putting this enormous load on them for three or four days and it's very challenging,"" Mora said.",put on [pron],“我们把这个巨大的负荷给他们三四天，这是非常有挑战性的，”莫拉说。,“三或四天时间内，我们会给他们施加巨大的训练量，非常具有挑战性，”莫拉说道。,0.478738901808379,18,Unisound
