src,LVC_Candidate,mt,ref,score,year,system
"The evidence shows that ticagrelor, in combination with aspirin, is effective at reducing the risk of further heart attacks and strokes in people who have already had a heart attack.",have attack,这些证据表明， ticagrelor与阿司匹林相结合，可以有效降低患心脏病的人患心脏病和中风的风险。,证据表明，替卡格雷与阿司匹林一起服用可有效降低那些经历过心脏病发作之患者心脏病复发及中风的风险。,-2.101242261430165,17,SogouKnowing-nmt
The investigation has repercussions beyond the question of whether the American-led bombing campaign in Iraq and Syria is succeeding (an assertion now made by a growing number of Defense officials).,have repercussion,这项调查的影响超出了美国领导的伊拉克和叙利亚轰炸行动是否成功的问题（现在越来越多的国防官员提出了这一说法） 。,此次调查的影响已超过了美国领导的在伊拉克和叙利亚的轰炸行动是否取得 （越来越多国防部官员所声称的) 成功这一问题。,-0.859513571736569,17,SogouKnowing-nmt
"The new service has many functions, the first of which is fast efficiency, saving administrative costs; the second is respecting and protecting the privacy of citizens; and the third is all-weather and full-time service.",have function,新的服务有许多功能，其中第一个是快速效率，节约行政费用；第二个是尊重和保护公民的隐私；第三个是全天候、全时服务。,这个新服务功能一是快捷，节省行政成本；二是尊重、保护公民个人隐私；三是全天候、全时段服务。,1.0599978100664085,17,SogouKnowing-nmt
The person in charge stressed that the next step is to do a good job to ensure overcapacity cutting and ensuring the objective of resolving 100 million tons-150 million tons of crude steel production capacity within five years.,do job,负责人强调，下一步是做好工作，确保产能过剩，并确保在五年内解决1亿吨原油产能的目标。,这位负责人强调，下一步，要坚定不移继续抓好去产能工作，确保完成5年化解粗钢产能1亿~1.5亿吨的目标任务。,-1.14736138544607,17,SogouKnowing-nmt
"The scope of the fund covers college entrance freshmen, excluding tuition-free majors. Students qualified for the fund should have excellent study performance and family poverty.",have performance,该基金的范围包括大学入学新生，不包括免费专业学生，有资格获得该基金的学生应具有优异的学习成绩和家庭贫困。,"该活动资助范围是高考本科录取新生,不含免学费专业；品学兼优，家庭贫困。",0.861480112542439,17,SogouKnowing-nmt
"Therefore, in the regular season, James's capability is likely to further decline, he will give more weight to Owen to bear, but he will still easily become the league's top three players.",give weight,因此，在常规赛中，詹姆斯的能力可能会进一步下降，他将给欧文带来更多的重量，但他仍然很容易成为联盟的前三名球员。,因此，在常规赛里，詹姆斯的数据很可能进一步下滑，他会把更多的重担分给欧文来承担，不过他仍然会轻松地成为联盟前三的球员。,-0.8491119158475611,17,SogouKnowing-nmt
"Two jockeys have reached the milestone in jump racing - champion jockey Richard Johnson and retired 20-time champion Sir Anthony McCoy, who had more than 4,300 victories in a record-breaking career.",have victory,两名骑师在跳远比赛中达到了里程碑— —车手理查德?约翰逊( Richard Johnson )和退休的20位冠军安东尼?麦考伊( Anthony McCoy )爵士，他在打破纪录的职业生涯中取得了4300多次胜利。,"在障碍赛领域，有两名骑师取得了这一成就，他们分别是冠军骑师理查德·约翰逊 (Richard Johnson) 和现已退役的20届冠军麦考伊 (Anthony McCoy) 爵士，其中麦考伊爵士在其破纪录的职业生涯中取得了超过4,300场胜利。",0.45555785021161704,17,SogouKnowing-nmt
We had a good start and at the same time we weren't looking to do anything amazing.,have start,我们有一个良好的开端，同时我们也不想做任何令人惊异的事情。,我们有一个很好的开始，同时我们并没有期盼着做什么惊天动地的大事。,0.793272954475704,17,SogouKnowing-nmt
"We will hold a number of full-day meetings over the next few weeks, starting early next week, to take a fresh look at the issues.",take look,我们将在接下来的几周内举行一系列全天的会议，从下周初开始，重新审视这些问题。,我们将从下周早些时候开始，在未来几周举行多场全天会议，重新审视这些问题。,0.8107722795650725,17,SogouKnowing-nmt
"According to the ABS-CBN television, the event occurred at Paranaque prison around 9 o'clock last night, but the police did not make a preliminary statement until 2 am today.",make statement,据 ABS - CBN 电视台报道，事件发生在昨晚9点左右的帕纳克监狱，但警方直到今天凌晨2点才发表初步声明。,ABS-CBN电视台报道，事件于昨晚9时左右发生在帕拉纳圭市(Paranaque)监狱，但警方直到今天凌晨2时才提出初步说法。,0.252165113606061,17,uedin-nmt
"Actually, this 50-meter freestyle is not the subject of Ning Zetao. His performance and best achievement in Kazan World Championships also indicate it is not possible for him to make breakthrough in this project.",make breakthrough,实际上，这50米自由泳并不是宁泽涛的主题。他在喀山世锦赛上的表现和最好成绩也表明，他不可能在这个项目上取得突破。,可就在50米自由泳预赛中，宁泽涛再一次刷新了人们的“底线”。,-1.89600860430811,17,uedin-nmt
"At the 15th minute, Zhang Xizhe flip through in straight line of the midfield. Ilmaz has been straight for the penalty area and the defensive Liu Yu grab the first leg of the ball and made a fight.",make fight,第15分钟，张希哲在中场的直线翻了过来。伊尔马兹一直直指罚球区和防守的刘宇抢了第一回合的球，并打了一仗。,第15分钟，张稀哲中场直线挑传，伊尔马兹已直冲禁区，单兵防守的刘宇抢先出脚将球破坏。,-0.439212794578011,17,uedin-nmt
"Behind every rowing gold is a battalion of willing hands contributing the incremental gains that make the difference, and no hands were more instrumental than those of a coach who 30 months ago did not know whether he would live to see this day when diagnosed with cancer.",make difference,在每一个赛艇金牌的背后，都有一个营的愿意的手，贡献的是递增的收获，而没有一个手比一个30个月前的教练更有帮助，因为他们不知道他是否会活着看到这一天被诊断为癌症。,在每一块赛艇金牌的背后都有许多自愿帮助的人，正是他们的不断奉献创造了不同，而其中帮助最大的莫过于一位30个月前得知自己身患癌症、不知道自己能否活着看到这一天的教练。,-0.4763457085081245,17,uedin-nmt
"But, as Vladimir Putin greeted his Turkish counterpart in the gilded hall of a St. Petersburg palace, I got the distinct impression that Ankara wants this reconciliation the most.",get impression,但是，当弗拉基米尔·普京在圣彼得堡宫殿的镀金大厅迎接他的土耳其同行时，我得到了一个明显的印象，即安卡拉最希望这一和解。,然而，当弗拉基米尔·普京在一座圣彼德斯堡宫殿金碧辉煌的大厅中迎接土耳其总统时，我有种强烈的感觉：此次和解是安卡拉最希望看到的。,0.582954910164615,17,uedin-nmt
"China has taken resolute and effective measures to resolve excess capacity, and the results are gradually emerging.",take measure,中国为解决产能过剩问题采取了坚决、有效的措施，其成果正在逐步显现。,我国已经采取坚决有效的措施化解过剩产能，而且成效正在逐步显现。,1.12824358240162,17,uedin-nmt
"China's Mars exploration launch target is to step around, land and patrol at one time. Such task has considerable difficulty.",have difficulty,中国的火星探测发射目标是一次环绕、陆地和巡逻。这样的任务有相当大的难度。,我国的火星探测发射目标是想一步环绕、着陆、巡视，这个任务具有相当大的难度。,0.9952038568331429,17,uedin-nmt
"Fellow commentator, Scott Russel, had to make an apology on MacDonald's behalf",make apology,评论员斯科特?鲁塞尔( Scott Russel )不得不代表麦克唐纳道歉,另一名解说员 Scott Russel 也代表拜伦致歉,0.23442360060235495,17,uedin-nmt
"Fiji gave a masterclass in handling, off-loading, side-stepping, support play, running lines and brute strength to win gold - their first Olympic medal of any colour.",give masterclass,斐济在处理、卸载、侧步、支持游戏、跑线和野蛮的力量赢得金牌——他们的第一枚奥运奖牌是任何颜色的。,斐济队凭借在控球、抢断、回避、配合、跑动和力量方面无懈可击的表现夺得金牌，这也是该国有史以来的首块奥运会奖牌。,-1.87616386249098,17,uedin-nmt
"GB made wholesale changes at half-time and they plugged the Fijian dam...for all of four minutes, which by first-half standards was good, until Josua Tuisova went over after some brilliant Fijian interplay.",make change,GB 在一半时间内进行了批发的改变，他们在斐济的大坝上堵塞了整整4分钟，前一半的标准是好的，直到乔苏娜·图伊诺娃在斐济的一些辉煌的相互作用之后才走过去。,英国队在下半场作出了巨大的改变并且在整整四分钟里冲击着斐济人的防线，就上半场而言，这一表现已经很好了。但之后斐济队打出精彩的配合，由乔舒亚·图埃索瓦再次得分。,-1.66645560888625,17,uedin-nmt
He calls for the Press to be given greater access to council papers and decisions taken by unofficial committees or working groups.,give access,他呼吁让新闻界有更多机会获得理事会文件和非正式委员会或工作组作出的决定。,他呼吁增加媒体了解会议文件及非官方委员会或工作组所做决定的途径。,0.644272603851902,17,uedin-nmt
He must also have a say in the decisions that impact the team's performance.,have say,在影响团队表现的决策中，他也必须有发言权。,他还必需在影响球队表现的决策中拥有发言权。,1.03307141692116,17,uedin-nmt
"Helima Croft, head of commodity strategy at Royal Bank of Canada, said OPEC changed the market sentiment by releasing signals that they would make an agreement.",make agreement,加拿大皇家银行( Royal Bank of Canada )商品策略主管希利拉·克罗夫特说，欧佩克改变了市场情绪，释放了他们将达成协议的信号。,加拿大皇家银行大宗商品策略主管克罗夫特（Helima Croft）表示，OPEC通过释放他们将促成协议的信号来改变市场的情绪。,0.405211683272284,17,uedin-nmt
I'm just out there to do my best and make a name for myself.,make name,我只是在那里尽我最大的努力，为自己做一个名字。,我只是尽我所能，让自己扬名立万而已。,-0.179738120362556,17,uedin-nmt
"In July, China's total import and export value fell by only 0.9% year on year. In particular, China's export value had a year-on-year rise of 2.9%.",have rise,7月份，中国的进出口总值同比仅下降了0.9%，特别是中国的出口值同比增长了2.9%。,而在7月当月，中国进出口总值同比仅下降0.9％，特别是出口同比增长了2.9％。,-0.4203147928901235,17,uedin-nmt
"In response to the government's silence, JDC exec has today made a formal request for a special meeting of BMA Council to authorise a rolling programme of escalated industrial action beginning in early September.",make request,为回应政府的沉默， JDC exec 今天正式要求召开 BMA 理事会特别会议，授权从9月初开始实施一项升级工业行动的滚动方案。,针对政府的沉默态度，初级医生委员会执行委员会已于今日正式要求英国医学协会理事会召开特别会议批准旨在从九月初开始升级劳工行动的一项长期计划。,-1.8646185336088201,17,uedin-nmt
It is understood that currently 20% of user groups of iPhone6 or 6Plus have such a plan to purchase iPhone7. This is a quite high proportion.,have plan,据了解，目前有20%的 iPhone6或6Plus 的用户团体有这样的计划购买 iPhone 。这是相当高的比例。,据了解，目前持有iPhone6或6Plus的用户群体有20%计划购买iPhone7，这是一个相当高的比例。,-0.463843936560226,17,uedin-nmt
Many factors may have a great impact on his future ideas. He is now more interested in entering the entertainment circle.,have impact,许多因素可能对他未来的想法有很大的影响。他现在更有兴趣进入娱乐圈。,果然，香港权威媒体《大公报》透露，宁泽涛失利的最大原因，就在于他已经失去了对游泳的兴趣。,-2.62186815753973,17,uedin-nmt
"Mind you, that's a given for Moscow which has its own deep-seated fear of regime change.",have fear,请注意，这是对莫斯科的给予，因为它对政权更迭有着根深蒂固的恐惧。,注意，这对于一直对政权更迭怀抱根深蒂固恐惧的莫斯科来说是一种馈赠。,-0.499632107413653,17,uedin-nmt
People who have already have one attack are at a higher risk of having another.,have attack,已经有一次攻击的人面临另一次攻击的风险更高。,已经经历过一次心脏病发作的患者，心脏病再次发作的风险更高。,-1.7395997670190901,17,uedin-nmt
She missed out on the 2008 Olympics when she did not make the cut for the final roster.,make cut,她错过了2008年奥运会，因为她没有在最后的名单中被淘汰。,由于未能入选最终名单，她错过了2008年奥运会。,-0.42584424814010047,17,uedin-nmt
"Skeldon, 47, whose name was on the tenancy, was given an antisocial behaviour order in June.",give order,Skeldon ，47岁，他的名字在租约上，他在6月得到了反社会行为令。,六月份，这位名叫 Skeldon 的47岁租客收到了一份反社会行为决议。,-0.0191698181412435,17,uedin-nmt
"Still, despite the public display of reconciliation, the two still have major differences.",have difference,尽管如此，尽管公开显示了和解，但双方仍存在重大分歧。,然而，尽管公开和解，但双方仍存在重大分歧。,1.27465560786484,17,uedin-nmt
Team GB have come to rely on its mighty track cycling squad to take ownership of the middle period of an Olympic Games and deliver a host of medals.,take ownership,国奥队已经开始依靠其强大的田径队来掌控奥运会的中间阶段，并提供了大量的奖牌。,英国队依靠强大的其场地自行车队在奥运会中期占据主动并且囊获多枚奖牌。,-1.30276932593569,17,uedin-nmt
The current 63-year-old wanderer Han and another tramp Xiao had a dispute after alcohol drinking. Then Han stabbed Xiao to death with a fruit knife.,have dispute,目前63岁的流浪汉和另一个流浪汉肖在饮酒后发生了争执，然后韩寒用一把水果刀刺死了肖。,现年63岁的流浪者韩某与另一流浪汉肖某酒后发生争执，遂持刀将其扎死。,0.193930835409749,17,uedin-nmt
"The new service has many functions, the first of which is fast efficiency, saving administrative costs; the second is respecting and protecting the privacy of citizens; and the third is all-weather and full-time service.",have function,新的服务有许多功能，第一是快速效率，节省行政成本；第二是尊重和保护公民的隐私；第三是全天候和全职服务。,这个新服务功能一是快捷，节省行政成本；二是尊重、保护公民个人隐私；三是全天候、全时段服务。,0.7746209827067245,17,uedin-nmt
This means like a smoke and a mirror that draws people's attention (deliberately giving a false impression).,give impression,这就像烟雾和镜子引起人们的注意（故意给人一种错误的印象）。,这个手段就像是引开人视线的烟雾与镜子（故意给人错误印象）。,0.253633442022846,17,uedin-nmt
"Two jockeys have reached the milestone in jump racing - champion jockey Richard Johnson and retired 20-time champion Sir Anthony McCoy, who had more than 4,300 victories in a record-breaking career.",have victory,两位骑师在跳远比赛中达到了里程碑——冠军骑师理查德·约翰逊和退休的20岁冠军安东尼·麦科伊爵士，他在破纪录的职业生涯中取得了4300多次胜利。,"在障碍赛领域，有两名骑师取得了这一成就，他们分别是冠军骑师理查德·约翰逊 (Richard Johnson) 和现已退役的20届冠军麦考伊 (Anthony McCoy) 爵士，其中麦考伊爵士在其破纪录的职业生涯中取得了超过4,300场胜利。",0.26172326844558147,17,uedin-nmt
"We call on the Attorney-General, and Queensland Senator George Brandis to immediately reverse these funding cuts, so people can get the help they need when they're faced with a legal problem.",get help,我们呼吁总检察长和昆士兰州参议员乔治·布兰迪斯立即扭转这些削减资金的做法，这样人们就能在面临法律问题时得到他们所需要的帮助。,我们呼吁司法部长兼昆士兰议员乔治·布兰迪斯立刻撤消这些削减资金的决定，让人们可以在面对法律问题时获得所需要的帮助。,0.865883600347671,17,uedin-nmt
"We will hold a number of full-day meetings over the next few weeks, starting early next week, to take a fresh look at the issues.",take look,我们将在今后几周内举行若干全天的会议，从下星期初开始，重新审视这些问题。,我们将从下周早些时候开始，在未来几周举行多场全天会议，重新审视这些问题。,1.222586417283015,17,uedin-nmt
"Whether it is because of the increase in age or limited playing time, some players will have regressive performance each season.",have performance,不管是由于年龄的增加或上场时间的限制，一些球员每个赛季都会有倒退的表现。,无论是因为年龄的增大还是出场时间被限制，每个赛季都有一些球员的表现会出现退步。,0.899342593738984,17,uedin-nmt
"Yu Bo, the vice chairman of the Municipal Disabled Persons' Federation attended the activity and made an important speech.",make speech,市残疾人联合会副主席余波出席了活动并发表了重要讲话。,市残联副理事长于波出席活动并作重要讲话。,0.7619961184079324,17,uedin-nmt
"7% of respondents said they have the plan to buy iPhone7, while only 4% people had the plan to buy iPhone6.",have plan,7%的受访者表示，他们有购买 i Phone 7的计划，而只有4%的人有购买 i Phone 6的计划。,有7%的受访者表示他们有购买iPhone7的打算，而两年前计划购买iPhone6的人数比例只有4%。,0.606818706432636,17,xmunmt
"A domestic brokerage analyst said that the Orient Securities in Hong Kong did not enjoy a good foundation. Only its capital management business is its strength. It has many inherent problems compared with Bank of China International and CITIC Securities, etc.",have problem,一位国内券商分析师表示，东方证券在香港并不能享受到良好的基础，只有其资本管理业务才是其实力，与中国银行国际和中信证券等相比，它有许多内在的问题。,国内一家券商分析师表示，东方证券在港基础并不算好，旗下资管业务才是东证所长。相比中银国际、中信证券等银行系券商，显得先天不足。,0.56223042674737,17,xmunmt
"A gourmand, President Roosevelt had a taste for fancy Fifth Avenue foods like pâté de foie gras and Maryland terrapin soup.",have taste,一个美食家，罗斯福总统尝到了像 patettiedefoiegras 和马里兰特拉汤汤这样的美味第五大道食品的味道。,作为一名美食家，罗斯福总统喜欢第五大道的美食，比如鹅肝酱和马里兰炖水鱼。,-0.142611530232391,17,xmunmt
"According to Zhao Xiuping, up to RMB 400 million has been invested in the current environmental protection. Such investment has a great impact on the enterprise management philosophy and social benefits and also opened up a space for the enterprise innovation management.",have impact,据赵秀宁介绍，目前环保投入高达4亿元人民币，这样的投资对企业管理理念和社会效益有很大的影响，也为企业创新管理开辟了空间。,"赵秀平说,目前企业环保已投资达4个亿,表面上数额巨大,但对企业经营管理理念、社会效益都有很大影响,对企业创新管理也开辟了空间。",0.867854653692931,17,xmunmt
"Actually, this 50-meter freestyle is not the subject of Ning Zetao. His performance and best achievement in Kazan World Championships also indicate it is not possible for him to make breakthrough in this project.",make breakthrough,其实，这50米自由泳不是宁齐奥的话题，他在喀山世锦赛上的表现和最佳成绩也表明他在这个项目上不可能取得突破。,可就在50米自由泳预赛中，宁泽涛再一次刷新了人们的“底线”。,-0.7036304489559118,17,xmunmt
"After returning back to Moscow, I will use the knowledge and skills learned in China to Russia and make my own contribution for the cultural transmission and promotion of the Chinese culture.",make contribution,回到莫斯科后，我会把中国学到的知识和技能运用到俄罗斯，为中国文化的文化传播和弘扬做出自己的贡献。,自己回莫斯科后，一定要用所学到的知识和技能，为中华文化的传播和弘扬作出自己的贡献。,1.53908994664798,17,xmunmt
"As China's exports of petroleum products have a huge impact on the Asian market, teapot refinery got more attentions.",have impact,由于中国成品油出口对亚洲市场产生了巨大影响，茶壶炼厂得到了更多的关注。,由于中国出口的石油产品对亚洲市场行情的影响巨大，对茶壶炼油厂的关注度也越来越高。,0.494946157606793,17,xmunmt
