src,VPC_Candidate,mt,ref,score,year,system
"But the experiment, which has be made into a film called The Lickhiker's Guide to Inner Strength, threw up some surprising results.",threw up,"Jenže experiment, který se dostal do filmu s názvem The Lickhiker 's Guide to Inner Strength, nahodil několik překvapivých výsledků.","Experiment, na základě kterého byl natočen film Lickhiker's Guide to Inner Strength, ovšem přinesl zajímavé výsledky.",0.274669506465318,17,uedin-nmt
CBC ended up apologizing more than 90 times to people who had tweeted in response to the remark,ended up,"CBC skončila omluvou více než 90krát lidem, kteří v reakci na poznámku tweetovali","Stanice CBC se nakonec omluvila více než 90krát lidem, kteří tweetovali v odpovědi na komentář",0.258975631089596,17,uedin-nmt
Canadian broadcaster CBC has been forced to apologize after one of its commentators said a 14-year-old female Chinese swimmer 'went out like stink' and 'died like a pig' during a race.,went out,"Kanadská televize CBC byla nucena se omluvit poté, co jeden ze svých komentátorů řekl, že čtrnáctiletá žena čínského plavce ""odešla jako smrad"" a ""zemřela jako prase"" během závodu.","Kanadská stanice CBC byla donucena omluvit se po té, co jeden z jejích komentátorů řekl, že se čtrnáctiletá čínská plavkyně během závodu „táhla jako smrad“ a „vybouchla“.",-1.369617054304825,17,uedin-nmt
Carry out systematic checks on a person's nationality to ensure they are eligible to vote.,Carry out,"Provádět systematické kontroly státní příslušnosti osoby, aby bylo zajištěno, že mohou hlasovat.","Provádění systematických kontrol národnosti osob, aby se zajistilo, že mohou volit.",0.433180622073301,17,uedin-nmt
Changing it up: This user reckons that Nathan is an 'athletic version' of the Inception actor,Changing up,"Mění se: Tento uživatel počítá s tím, že Nathan je ""atletickou verzí"" inscenačního herce","A pro změnu: Uživatel si myslí, že Nathan se „atletickou verzí“ herce z filmu Počátek (Inception)",-0.841401497342964,17,uedin-nmt
"Did you encounter any complications during the realisation phase, which forced you to abandon some of the original ideas or come up with new ones?",come up,"Narazili jste během fáze realizace na nějaké komplikace, které vás donutily opustit některé původní myšlenky nebo přijít s novými?","Objevily se při realizaci nějaké komplikace, kvůli kterým jste se museli původních nápadů vzdát, nebo naopak přistoupit na nové?",1.10195478808883,17,uedin-nmt
"During the tour, tourists have the opportunity to have the warder lock them up in a cell, mainly as a photo op but also to experience for themselves what it is like to be behind bars.",lock up,"Během prohlídky mají turisté možnost nechat si dozorce zamknout v cele, hlavně jako fotoreportáž, ale také zažít pro sebe, jaké to je být za mřížemi.","V rámci prohlídky se mohou turisté nechat zavřít do jedné z cel, většinou kvůli fotografii na památku, nebo aby si navodili pocit, který za mřížemi prožívají vězni.",-0.336850961127876,17,uedin-nmt
"Elizabeth demonstrates the sign language Edmund made up for ""please sing to me.""",made up,"Elizabeth demonstruje znakovou řeč, kterou Edmund vymyslel pro ""prosím, zazpívej mi.""","Elizabeth předvádí znakovou řeč, pomocí které Edmund říká „prosím, zpívej mi“.",-0.563360034617925,17,uedin-nmt
"Even when the government shuts down access to Facebook and Twitter, as it frequently does, especially during protests, many people are still able to communicate via internet proxies that mask where they are.",shuts down,"I když vláda uzavře přístup na Facebook a Twitter, jak se to často stává, zejména během protestů, mnoho lidí je stále schopno komunikovat přes internet proxies, které maskují, kde jsou.","A i když vláda zakáže přístup na Facebook nebo Twitter, jako se tomu běžně děje především během protestů, mnoho lidí může stále komunikovat přes internetové proxy, které skryjí polohu těchto lidí.",1.14807009222377,17,uedin-nmt
Give police powers to set up cordons around polling stations.,set up,Dejte policii pravomoc zřídit kordony kolem volebních místností.,Dát policii oprávnění vytvořit okolo volebních místností kordony.,0.219253858275098,17,uedin-nmt
"He brought up the landmark with his second winner of the night at his local track - on Predilection, trained by John Gosden.",brought up,"Ten přinesl orientační bod se svým druhým vítězem večera na své místní trati - na predikci, kterou trénoval John Gosden.","Tohoto milníku dosáhl svým druhým vítězstvím večera na své lokální trati - na koni Predilection, kterého trénuje John Gosden.",-0.575181598014865,17,uedin-nmt
"He told BBC Scotland: ""The RBS brand will end up becoming our investor brand and the one that our staff are employed with, because we are now becoming much more a bank of brands.""",end up,"Řekl BBC Skotsko: ""Značka RBS se nakonec stane naší investorskou značkou a tou, se kterou jsou naši zaměstnanci zaměstnaní, protože se nyní stáváme mnohem více bankou značek.""","Stanici BBC Skotsko řekl: „Značka RBS přestane být naší investorskou značkou a značkou, pro kterou naši zaměstnanci pracují, protože se nyní mnohem víc stáváme bankou značek.“",-0.151970484034689,17,uedin-nmt
He will move us up in the rankings.,move up,Posune nás do žebříčku.,Posune nás nahoru.,0.0432080549797879,17,uedin-nmt
"However Saturday's game turns out, the Americans have created a stir with their surprising run here, four years after finishing last among 12 teams at the London Games.",turns out,"Jakkoliv sobotní zápas dopadne, Američané vytvořili rozruch s jejich překvapivým běháním zde, čtyři roky po dokončení naposledy mezi 12 týmy na londýnských hrách.","Ať už sobotní zápas skončí jakkoliv, Američané zde svou překvapivou jízdou vyvolali rozruch, čtyři roky po té, co skončili mezi 12 týmy na hrách v Londýně.",-0.199442668722073,17,uedin-nmt
"I appreciate all the work that has been put in by my team, Devon and Cornwall Police and members of the community who bravely came forward to give us information.",put in,"Vážím si všech prací, které vložil můj tým, Devon a Cornwall Police a členové komunity, kteří se statečně přihlásili, aby nám poskytli informace.","Vážím si veškeré práce, kterou odvedl můj tým, policie z Devonu a Cornwallu a členové místní komunity, kteří nás statečně informovali.",0.616471586420079,17,uedin-nmt
I told myself that I would forgive her everything and life would go on.,go on,"Řekla jsem si, že jí všechno odpustím a život půjde dál.","Říkal jsem si, že jí to všechno odpustím a život půjde dál.",0.796306699080749,17,uedin-nmt
"In June, Gilead was freed from paying up $200 million in damages for infringing two Merck patents related to Gilead's blockbuster drugs Sovaldi and Harvoni, after a U.S. judge found a pattern of misconduct by Merck including lying under oath and other unethical practices.",paying up,"V červnu byl Gilead osvobozen od zaplacení 200 milionů dolarů odškodného za porušení dvou patentů společnosti Merck, které se týkaly Gileadovy blokády léků Sovaldi a Harvoni, poté, co americký soudce zjistil vzor pochybení společnosti Merck, včetně lhaní pod přísahou a jiných neetických praktik.","V červnu byl zrušen rozsudek, podle kterého měla Gilead zaplatit 200 milionů za škody kvůli porušení dvou patentů společnosti Merck v souvislosti s velmi úspěšnými léky společnosti Gilead, Sovaldi a Harvoni, poté, co federální soudce zjistil opakovaně protizákonné jednání na straně společnosti Merck, kromě jiného lež pod přísahou a další neetické praktiky.",0.556828069490737,17,uedin-nmt
"In a nutshell, players on smartphones go out looking for Pokémons, which are tracked with a GPS and, once found, can be 'photographed' (via a screenshot on your phone) or 'captured'.",go out,"V kostce se hráči na smartphony vydávají hledat Pokémony, které jsou vytipované pomocí GPS a jakmile se najdou, lze je ""nafotit"" (přes snímek v telefonu) nebo ""zajat"".","V krátkosti, hráči na chytrém telefonu jdou ven hledat Pokémony, které sledují pomocí GPS, a když je najdou, mohou je „vyfotit“ (přes screenshot na telefonu) nebo „chytit“.",-0.336850961127876,17,uedin-nmt
It has retreated from them since it nearly collapsed eight years ago and had to be bailed out.,bailed out,"Od nich ustoupilo, protože se před osmi lety málem zhroutilo a muselo se vykoupit.","Z nich polevila, když před osmi lety téměř zanikla a musela být vykoupena z dluhu.",0.501263966969767,17,uedin-nmt
"It's easy to listen to music by a computer or another way, but the beauty of vinyl is ..."" she drifts off into a lovestruck sigh.",drifts off,"Je snadné poslouchat hudbu počítačem nebo jiným způsobem, ale krása vinylu je... ""odkapává do lovestrucku povzdech.","Je snadné poslouchat hudbu na počítači nebo podobně. Ale gramofonové desky mají své kouzlo... ,“ povzdychne si toužebně.",-0.812871437823719,17,uedin-nmt
"Later, I figured out that they were meeting in the house where he lived, in the laundry room.",figured out,"Později jsem přišel na to, že se scházejí v domě, kde bydlel, v prádelně.","Později jsem přišel na to, že se scházejí u něj v baráku, v prádelně.",1.37118526989554,17,uedin-nmt
"Many Amharas and Oromos feel Ethiopia is unfairly dominated by members of the Tigrayan ethnic group, which makes up about 6 percent of the population and dominates the military, the intelligence services, commerce and politics.",makes up,"Mnozí Amharas a Oromos cítí, že Etiopie je nespravedlivě ovládána členy Tigraňské etnické skupiny, která tvoří asi 6 procent populace a ovládá armádu, zpravodajské služby, obchod a politiku.","Mnoho Amharů a Oromů se domnívá, že Etiopii neprávem dominují členové etnika Tigrajů, které tvoří okolo 6 procent populace a ovládá armádu, zpravodajské služby, obchod a politiku.",0.501263966969767,17,uedin-nmt
Mr. Rodriguez said he had no hard feelings about the soap shop taking over the old space.,taking over,"Pan Rodriguez řekl, že nemá žádné zlé pocity z toho, že obchod s mýdlem přebírá starý prostor.","Rodriguez řekl, že mu není líto, že obchod s mýdly zabral jeho staré místo.",-0.3887882447389765,17,uedin-nmt
"Nobody likes to find a note in their mailbox advising them to pick up their parcel at the post office branch after 19:00,",pick up,"Nikdo nemá rád, když jim někdo ve schránce radí, aby si vyzvedli balíček na pobočce po 19: 00.","Nikdo nechce najít ve schránce lísteček se vzkazem, že si má zásilku vyzvednout na pobočce, a to nejdřív ten den po 19. hodině.",0.209011633800288,17,uedin-nmt
On seven minutes Jasa Veremalua touched down in the right corner and GB were 17-0 to the bad.,touched down,Na sedm minut Jasa Veremalua dotáhl v pravém rohu a GB byl 17: 0 na špatné.,V sedmé minutě hodil Jasa Veremalua touchdown do pravého rohu a Britové prohrávali 17:0.,-1.1158002393949256,17,uedin-nmt
"Perhaps only at the beginning of the project, when we arrived at the construction site and were able for the first time to get to our floor only to find out that the views we envisaged will be blocked by surrounding buildings.",find out,"Snad jen na začátku projektu, kdy jsme dorazili na staveniště a byli schopni se poprvé dostat do našeho patra jen proto, abychom zjistili, že názory, které jsme zamýšleli, zablokují okolní budovy.","Snad jen v úvodní fázi projektu, když jsme přišli na stavbu v okamžiku, kdy bylo poprvé možné vystoupat do výšky našeho podlaží, a zjistili, že výhledy, které jsme si plánovali, ve skutečnosti stíní okolní budovy.",0.547539708634731,17,uedin-nmt
Pope Francis wanted to use this meeting to draw attention to human trafficking and to call for stepping up the fight against it.,stepping up,"Papež František chtěl využít tohoto setkání, aby upozornil na obchod s lidmi a vyzval k zintenzivnění boje proti němu.",František chtěl tímto setkáním upozornit na obchodování s lidmi a vyzvat k zesílení boje proti němu.,1.3909115212801124,17,uedin-nmt
President Poroshenko and other members of the executive branch want to be seen again as strong men who are not afraid to stand up to Russia.,stand up,"Prezident Porošenko a další členové výkonné pobočky chtějí být opět vnímáni jako silní muži, kteří se nebojí postavit se Rusku.","Prezident Porošenko a další členové vedení silových složek se opět chtějí ukázat jako silní muži, kteří se nebojí se postavit i velkému Rusku.",0.562984480221445,17,uedin-nmt
"Professor Carole Longson, director at the NICE health technology evaluation centre, said: ""Despite the availability of effective secondary prevention treatments, as many as a quarter of people who have had a heart attack go on to have another heart attack or stroke - often with devastating consequences.""",go on,"Profesor Carole Longson, ředitel střediska pro hodnocení zdravotnických technologií NICE, uvedl: ""Navzdory dostupnosti účinné sekundární preventivní léčby, stejně jako čtvrtina lidí, kteří měli infarkt, jde o další infarkt nebo mrtvici - často s devastujícími následky.""","Profesor Carole Longsonová, ředitelka centra pro hodnocení technologií pro zdravotnictví NICE, řekla: „Navzdory dostupnosti účinné sekundární preventivní léčby existuje čtvrtina pacientů, kteří měli infarkt a které postihne další srdeční záchvat nebo mrtvice - často s devastujícími následky.“",-0.183040895790703,17,uedin-nmt
She missed out on the 2008 Olympics when she did not make the cut for the final roster.,missed out,"Nechyběla na olympiádě v roce 2008, když nestihla střih na finální rozhlednu.","Olympiáda v 2008 jí unikla, protože se nedostala na finální soupisku.",-0.900763333855718,17,uedin-nmt
"Sir Eric made 50 recommendations to clean up the system, including banning political activists from handling postal ballot papers to stop ""vote harvesting.""",clean up,"Sir Eric učinil 50 doporučení k očištění systému, včetně zákazu politických aktivistů vyřizovat poštovní hlasovací lístky, aby přestali ""hlasovat o sklizni"".","Sir Eric přednesl 50 doporučení, jak systém vyčistit, včetně toho, aby bylo politickým aktivistům zakázáno manipulovat s korespondenčním hlasy a zabránit tak „vytěžování hlasů.“",-1.22033950870028,17,uedin-nmt
"Standing in the middle of the shop floor, she took a pair of knickers from the display, stripped off her own tights and pants and put them on.",stripped off,"Stála uprostřed prodejny, vzala si z displeje kalhotky, svlékla si punčocháče a kalhoty a oblékla si je.","Stála uprostřed obchodu, vzala z regálu kalhotky, svlékla si svoje vlastní punčocháče a kalhotky a nasadila si je.",-0.401596694898289,17,uedin-nmt
Syria Democratic Forces (SDF) were now sweeping the city after the departure of a remaining group of militants who had been holed up in the city.,holed up,"Syrské demokratické síly (SDF) nyní rozmetal město po odchodu zbývající skupiny radikálů, kteří byli zalezlí ve městě.","Syrské demokratické síly (SDF) nyní město pročesává po odchodu zbytku skupiny radikálů, kteří se ve městě ukrývali.",0.010082072942485504,17,uedin-nmt
The Nazis wiped out in an inhuman way about 6 million Jews and in total the total number of victims of the Second World War is estimated at 60 million.,wiped out,Nacisté zlikvidovali nelidským způsobem asi 6 milionů Židů a celkem se celkový počet obětí druhé světové války odhaduje na 60 milionů.,Nacisté nelidským způsobem vyhladili okolo 6 milionů Židů a celkové oběti druhé světové války se odhaduji na 60 milionů.,0.826774926100069,17,uedin-nmt
"The Pope wanted to use this meeting to draw attention to human trafficking and to call for stepping up the fight against it, said the Pope's spokesman.",stepping up,"Papež chtěl této schůzky využít k tomu, aby upozornil na obchodování s lidmi a vyzval k zintenzivnění boje proti němu, uvedl papežův mluvčí.","Návštěvou chtěl František upoutat pozornost k obchodování s lidmi a vyzvat k zesílení boje proti němu, uvedl papežův mluvčí.",0.562790870530753,17,uedin-nmt
"The acting head of the Democratic Party Donna Brazile on Thursday announced that she was setting up an Advisory Board for Cyber Security to ""prevent future attacks and to ensure first-class protection of the servers of the Democratic Party.""",setting up,"Úřadující šéfka Demokratické strany Donna Brazileová ve čtvrtek oznámila, že zřizuje poradní sbor pro kybernetickou bezpečnost, aby ""zabránila budoucím útokům a zajistila prvotřídní ochranu serverů Demokratické strany"".","Úřadující šéfka Demokratické strany Donna Brazileová ve čtvrtek oznámila, že vytváří poradní sbor pro kybernetickou bezpečnost, který má ""zabránit budoucím útokům a zajistit prvotřídní ochranu serverů Demokratické strany"".",1.93630287673781,17,uedin-nmt
"The flat is on the top floor of a new development, which made it possible to come up with a completely new layout and several other modifications.",come up,"Byt je v horním patře nového vývoje, díky němuž bylo možné přijít se zcela novým rozložením a několika dalšími úpravami.","Byt je v posledním patře novostavby, proto bylo možné v rámci stavby provést kompletně nové dispoziční řešení a několik dalších úprav.",0.51114685068437,17,uedin-nmt
"The make-up of this team, rounded out by Aly Raisman, who is Jewish, and Madison Kocian, who is Catholic, is making everyone proud.",rounded out,"Make-up tohoto týmu, zaoblený Aly Raismanovou, která je židovská, a Madison Kocian, která je katolička, dělá každého hrdým.","Každý je hrdý na složení tohoto týmu, které doplňuje Aly Raismanová, která je židovského původu, a katolička Madison Kocianová.",-0.837771114807827,17,uedin-nmt
"These days, Mr. Rosenthal still gets his regular order, but sometimes he'll switch things up with the bacon, egg and cheese on an everything bagel.",switch up,"V těchto dnech pan Rosenthal stále dostává svůj pravidelný řád, ale někdy si vymění věci se slaninou, vejcem a sýrem na všechno bagety.","Pan Rosenthal si i nadále objednává to, co obvykle, ale občas si na svou housku se vším nechá dát slaninu, vejce a šunku.",-0.6036964970058265,17,uedin-nmt
"These will serve as a source of information for the players to find out about the soldier's past, while at the same time, the impersonal communication style of the robot will produce some laughs.",find out,"Ty poslouží jako zdroj informací pro hráče, aby se dozvěděli o vojákově minulosti, a zároveň neosobní komunikační styl robota vyvolá nějaký smích.","Hráčům poslouží jako zdroj informací o vojákově minulosti, zároveň však robotovou odosobněnou komunikací budou vznikat humorné momenty.",-0.575181598014865,17,uedin-nmt
They only found out less than an hour before the match who they will be playing against.,found out,"Teprve necelou hodinu před utkáním zjistili, proti komu budou hrát.","Teprve necelou hodinu před zápasem se dozvěděly, proti komu nastoupí.",1.2010420309087602,17,uedin-nmt
This is the moment terrified tourists start to panic as a low-flying jet swooped down over a packed beach.,swooped down,"To je ta chvíle, kdy vyděšení turisté začnou panikařit, když se nízko letící letoun snesl dolů přes napěchovanou pláž.","Ve chvíli, kdy se nízko letící tryskáč snesl nad zaplněnou pláž, zachvátila vystrašené turisty panika.",-0.2836895293075586,17,uedin-nmt
"This is the result of checks carried out by the Czech Trade Inspectorate (CTI) in the second quarter,",carried out,"To je výsledek kontrol, které provedla Česká obchodní inspekce (CTI) ve druhém čtvrtletí,",Česká obchodní inspekce (ČOI) to zjistila při kontrolách ve druhém čtvrtletí.,0.8509934649919414,17,uedin-nmt
This sentiment has boiled up again with the news of Jenner's Vogue cover appearance.,boiled up,Tento sentiment se opět vydařil se zprávou o Jennerově krytí Vogue.,"Tyto pocity se znovu rozhořely se zprávou o tom, že se Jennerová objeví na obálce Vogue.",-1.43915440879225,17,uedin-nmt
"This was reported by the Russian media, citing a press release put out by Kremlin's press office.",put out,"Informovala o tom ruská média s odvoláním na tiskovou zprávu, kterou vypsalo tiskové oddělení Kremlu.",Informovala o tom ruská média s odvoláním na oznámení tiskové služby Kremlu.,0.537028040791083,17,uedin-nmt
"To make it even worse, she sized up how she looked in them, peeled them off and put them back on the shelf.",sized up,"Aby to bylo ještě horší, zvětšila, jak v nich vypadala, oloupala je a dala zpátky na poličku.","Aby to bylo ještě horší, zkoušela si, jak jí velikost padne, kalhotky si svlékla a vrátila je zpět do regálu.",-0.900763333855718,17,uedin-nmt
