src,LVC_Candidate,mt,ref,score,year,system
This will give the military large-scale influence even in the years to come.,give influence,Das verleiht den militärischen Großeinfluss auch in den kommenden Jahren.,Diese räumt dem Militär großen Einfluss auch in den kommenden Jahren ein.,-0.568377543224087,17,LMU-nmt-reranked
A company spokesman did not give further details on Friday.,give detail,Ein Sprecher des Unternehmens gab am Freitag keine weiteren Details.,Details wollte ein Unternehmenssprecher am Freitag nicht nennen.,1.37707956533788,17,online-B
"After making the suggestion at a rally on Wednesday night, Mr. Trump doubled down on the assertion on Thursday, insisting in interviews that he really did intend to say that the president and Mrs. Clinton had created ISIS.",make suggestion,"Nachdem ich am Mittwochabend den Vorschlag bei einer Rallye gemacht hatte, verdoppelte sich Trump auf die Behauptung am Donnerstag und beharrte in Interviews, dass er wirklich beabsichtigte zu sagen, dass der Präsident und Frau Clinton ISIS geschaffen hatten.","Nachdem er die Andeutung bei einer Wahlkampfveranstaltung am Mittwochabend gemacht hatte, ruderte Mr. Trump in Bezug auf die Behauptung am Donnerstag zurück und bestand in Interviews darauf, dass er wirklich nicht beabsichtigte anzudeuten, der Präsident und Mrs. Clinton hätten ISIS geschaffen.",0.173817028018685,17,online-B
"But if I may make a modest case for my particular favorite, let me call attention to the discreet charm of the trampoline.",make case,"Aber wenn ich einen bescheidenen Fall für meinen besonderen Liebling machen kann, lass mich die Aufmerksamkeit auf den dezenten Charme des Trampolins richten.","Aber wenn ich bescheidenerweise Argumente für meinen bestimmten Liebling machen dürfte, dann lassen Sie mich die Aufmerksamkeit auf den diskreten Charme des Trampolins lenken.",-0.363282510298258,17,online-B
"For a while, one major problem has been finding homes subsequently for refugees that have been given certified status.",give status,"Für eine Weile hat man ein großes Problem gefunden, nachher Häuser für Flüchtlinge zu finden, denen ein zertifizierter Status gegeben wurde.","Ein schwerwiegendes Problem ist es seit einiger Zeit, Wohnungen für die Anschlussflüchtlinge zu finden, die anerkannt worden sind.",0.136339865618886,17,online-B
Greenland sharks only give birth to young at the age of 150.,give birth,Grönland-Haie gebären im Alter von 150 Jahren nur noch junge Menschen.,Grönlandhaie bekommen erst mit 150 Jahren Nachwuchs.,-0.356869042585994,17,online-B
"He blamed false reports on his candidacy, once again giving the media a dressing-down, as he is known to do.",give down,"Er beschuldigte falsche Berichte über seine Kandidatur, indem er den Medien wieder ein Abrichten gab, wie er bekannt ist.","Schuld seien falsche Berichte über seine Kandidatur, nahm er wieder seine bekannte Medienschelte auf.",-0.397358539254111,17,online-B
Moelfre RNLI lifeboat station raised the alarm at 13:20 BST on Friday after a crew saw the incident unfold in Moelfre Bay.,raise alarm,"Moelfre RNLI Rettungsboot-Station erhöhte den Alarm um 13:20 Uhr BST am Freitag, nachdem eine Mannschaft den Vorfall in Moelfre Bay entfaltete.","Die Moelfre RNLI Rettungsstation schlug am Freitag um 13:20 BST Alarm, nachdem eine Crew das Ereignis in Moelfre Bay beobachtete.",0.05851897506774299,17,online-B
"Some 140,000 people have a heart attack in England every year, and a quarter of these go on to have another attack or a stroke.",have attack,"Etwa 140.000 Menschen haben ein Herzinfarkt in England jedes Jahr, und ein Viertel davon gehen auf einen weiteren Angriff oder einen Schlaganfall.",Rund 140.000 Leute erleiden jedes Jahr einen Herzinfarkt und ein Viertel davon erleiden einen weiteren Herzinfarkt oder einen Schlaganfall.,-1.050853648932373,17,online-B
"Still, despite the public display of reconciliation, the two still have major differences.",have difference,"Dennoch, trotz der öffentlichen Anzeige der Versöhnung, die beiden haben noch große Unterschiede.","Dennoch, trotz der öffentlichen Versöhnung, bestehen zwischen den beiden noch immer große Differenzen.",0.603265208925745,17,online-B
Team GB have come to rely on its mighty track cycling squad to take ownership of the middle period of an Olympic Games and deliver a host of medals.,take ownership,"Team GB haben sich auf seine mächtige Strecke Radsport-Kader verlassen, um Besitz der mittleren Periode der Olympischen Spiele zu nehmen und liefern eine Vielzahl von Medaillen.","Das GB Team verlässt sich auf sein starkes Bahnradteam, um die mittlere Periode der Olympischen Spiele zu dominieren und eine Schar an Medaillen zu holen.",-1.34023841062914,17,online-B
"The materials used in the interior are well crafted, and have a pleasant appearance - just the surface of the dashboard lets the side down.",have appearance,"Die Materialien, die im Innenraum verwendet werden, sind gut gefertigt und haben ein angenehmes Aussehen - nur die Oberfläche des Armaturenbretts lässt die Seite nach unten.","Die Materialien des Innenraums sind gut verarbeitet und wirken angenehm, nur die Cockpit-Oberseite fällt da etwas ab.",0.525444318374602,17,online-B
"Two jockeys have reached the milestone in jump racing - champion jockey Richard Johnson and retired 20-time champion Sir Anthony McCoy, who had more than 4,300 victories in a record-breaking career.",have victory,"Zwei Jockeys haben den Meilenstein im Sprungrennen erreicht - Championjockey Richard Johnson und pensionierter 20-maliger Champion Sir Anthony McCoy, der mehr als 4.300 Siege in einer rekordverdächtigen Karriere hatte.","Zwei Jockeys haben den Meilenstein im Hindernisrennen erreicht - Jockey Richard Johnson und der pensionierte 20-malige Sieger Sir Anthony McCoy, der mehr als 4.300 Siege in einer rekordbrechenden Karriere erreichte.",0.797817435303603,17,online-B
"A gourmand, President Roosevelt had a taste for fancy Fifth Avenue foods like pâté de foie gras and Maryland terrapin soup.",have taste,"A gourmand, Präsident Roosevelt hatte einen Vorgeschmack auf ausgefallene Fifth Avenue Lebensmittel wie pâté de foie gras und Maryland Terrapin Suppe.",Als Feinschmecker hatte Präsident Roosevelt ein Faible für raffinierte Delikatessen der Fifth Avenue wie Pâte de foie gras und Maryland Wasserschildkrötensuppe.,-1.07059230219275,17,uedin-nmt
"An open, industrial loft in DTLA gets a cozy makeover",get makeover,"Ein offenes, industrielles Loft im DTLA bekommt eine gemütliche Umrahmung",Eine offene Industrieloft in DTLA erhält eine gemütliches Makeover,0.20609036556335086,17,uedin-nmt
"As one of the animals, 392 centimetres long, was likely on the threshold of sexual maturity, and had an age of 156, it seems that Greenland sharks take at least 150 years to be able to reproduce.",have age,"Als eines der Tiere, 392 Zentimeter lang, war wahrscheinlich an der Schwelle der sexuellen Reife, und hatte ein Alter von 156, scheint es, dass grönländische Haie mindestens 150 Jahre brauchen, um sich reproduzieren zu können.","Da eines der Tiere mit 392 Zentimetern wohl an der Schwelle zur Geschlechtsreife stand und sein Alter mit 156 Jahren bestimmt wurde, lassen sich Grönlandhaie mit der Vermehrung offensichtlich mindestens eineinhalb Jahrhunderte Zeit.",0.4670786504612445,17,uedin-nmt
Chen was supposed to have taken part in the 50m Freestyle heats on Friday.,take part,Chen sollte am Freitag an den 50m Freestyle Heats teilgenommen haben.,Am Freitag hätte Chen an den Vorläufen über 50 m Freistil teilnehmen sollen.,0.175250310894458,17,uedin-nmt
"For example, they can give players missions to complete and confront enemies, and provide equipment.",give mission,"Zum Beispiel können sie Spielern Missionen geben, um Feinde zu vollenden und zu konfrontieren und Ausrüstung zur Verfügung zu stellen.",Zum Beispiel können sie den Spielern Missionen aufgeben und Feinde gegenüberstellen sowie Ausrüstungsgegenstände bereitstellen.,-0.172712233230048,17,uedin-nmt
"He blamed false reports on his candidacy, once again giving the media a dressing-down, as he is known to do.",give down,"Er machte falsche Berichte über seine Kandidatur verantwortlich, gab den Medien erneut eine Verköstigung, wie ihm bekannt ist.","Schuld seien falsche Berichte über seine Kandidatur, nahm er wieder seine bekannte Medienschelte auf.",-0.229408504480094,17,uedin-nmt
"It does have comic potential - the cartoon quaver of its never-ending bounce - but also the grace of gymnastics and diving, the two sports it essentially combines.",have potential,"Es hat komisches Potenzial - der Cartoon-Kader seines nie enden wollenden Buchs - aber auch die Gnade von Gymnastik und Tauchen, die beiden Sportarten, die sie im Wesentlichen verbindet.","Es hat humoristisches Potenzial - das kartoonhafte Zittern seines nie zu enden wollendem Aufpralls - aber auch die Grazie des Turnens und Tauchens, die zwei Sportarten, die es im Wesentlichen vereint.",-1.04805674497439,17,uedin-nmt
"Some 140,000 people have a heart attack in England every year, and a quarter of these go on to have another attack or a stroke.",have attack,"Rund 140.000 Menschen haben in England jedes Jahr einen Herzinfarkt, ein Viertel davon geht auf einen weiteren Angriff oder einen Schlaganfall.",Rund 140.000 Leute erleiden jedes Jahr einen Herzinfarkt und ein Viertel davon erleiden einen weiteren Herzinfarkt oder einen Schlaganfall.,0.408712982547887,17,uedin-nmt
"The company announced that Gerhard Hausruckinger, who is currently a member of the board of directors, will take over the management of the board on 1 September.",take management,"Das Unternehmen teilte mit, dass Gerhard Hausruckinger, der derzeit Vorstandsmitglied ist, am 1. September die Leitung des Vorstands übernehmen wird.","Die Führung im Vorstand übernehme bereits zum 1. September das bisherige Vorstandsmitglied Gerhard Hausruckinger, teilte das Unternehmen mit.",1.25342324277079,17,uedin-nmt
"The materials used in the interior are well crafted, and have a pleasant appearance - just the surface of the dashboard lets the side down.",have appearance,"Die Materialien, die im Innenraum verwendet werden, sind gut gestaltet, und haben einen angenehmen Auftritt - nur die Oberfläche des Armaturenbretts lässt die Seite nach unten.","Die Materialien des Innenraums sind gut verarbeitet und wirken angenehm, nur die Cockpit-Oberseite fällt da etwas ab.",0.603265208925745,17,uedin-nmt
"While the state of emergency, declared for ninety days, will continue until October, it is having practically no effect on the lives of most Turks.",have effect,"Während der Ausnahmezustand, der für neunzig Tage ausgerufen wird, bis Oktober andauern wird, hat er praktisch keine Auswirkungen auf das Leben der meisten Türken.","Zwar gilt der zunächst für 90 Tage verhängte Ausnahmezustand noch bis Oktober, tatsächlich hat das auf das Leben der meisten Türken aber so gut wie keine Auswirkungen.",1.08994759708681,17,uedin-nmt
"A gourmand, President Roosevelt had a taste for fancy Fifth Avenue foods like pâté de foie gras and Maryland terrapin soup.",have taste,"Ein Gourmand, Präsident Roosevelt hatte einen Geschmack für fancy Fifth Avenue Lebensmittel wie Pâté de foie gras und Maryland Terrapin Suppe.",Als Feinschmecker hatte Präsident Roosevelt ein Faible für raffinierte Delikatessen der Fifth Avenue wie Pâte de foie gras und Maryland Wasserschildkrötensuppe.,-1.03265253938908,17,SYSTRAN
"An open, industrial loft in DTLA gets a cozy makeover",get makeover,"Ein offenes, IndustrieLoses Loft in DTLA bekommt einen gemütlichen Matheover",Eine offene Industrieloft in DTLA erhält eine gemütliches Makeover,-2.09503384966009,17,SYSTRAN
"As one of the animals, 392 centimetres long, was likely on the threshold of sexual maturity, and had an age of 156, it seems that Greenland sharks take at least 150 years to be able to reproduce.",have age,"Als eines der Tiere, 392 Zentimeter lang, an der Schwelle der sexuellen Reife wahrscheinlich war und ein Alter von 156 hatte, scheint es, dass GrönlandHaie mindestens 150 Jahre dauern, um reproduzieren zu können.","Da eines der Tiere mit 392 Zentimetern wohl an der Schwelle zur Geschlechtsreife stand und sein Alter mit 156 Jahren bestimmt wurde, lassen sich Grönlandhaie mit der Vermehrung offensichtlich mindestens eineinhalb Jahrhunderte Zeit.",0.473968273650239,17,SYSTRAN
"Behind every rowing gold is a battalion of willing hands contributing the incremental gains that make the difference, and no hands were more instrumental than those of a coach who 30 months ago did not know whether he would live to see this day when diagnosed with cancer.",make difference,"Hinter jedem Run Gold steckt ein Bataillon von willigen Händen, die die kreativen Gewinne ausmachen, die den Unterschied ausmachen, und keine Hände waren instrumentaler als diejenigen eines Coach, der vor 30 Monaten nicht wusste, ob er an diesem Tag bei Krebs diagnostiziert werden würde.","Hinter jedem Gold im Rudern steckt ein Bataillon an willigen Helfern, die zu den inkrementellen Fortschritten beitragen, die den Unterschied ausmachen und es war niemand behilflicher als der Trainer, der vor 30 Monaten nicht wusste, ob er diesen Tag überhaupt überleben würde, als bei ihm Krebs diagnostiziert wurde.",-2.36691624176049,17,SYSTRAN
But Picciuto has hopeful advice for the mothers of babies with birth defects from Zika.,have advice,Aber Picciuto hat hoffnungsvolle Ratschläge für Mütter von Babys mit Geburtsdefekten aus Zika.,"Aber Picciuto hat einen hoffnungsvollen Ratschlag für Mütter von Säuglingen mit Geburtsschäden, die durch den Zikavirus verursacht wurden.",-0.856060160977616,17,SYSTRAN
"But, as Vladimir Putin greeted his Turkish counterpart in the gilded hall of a St. Petersburg palace, I got the distinct impression that Ankara wants this reconciliation the most.",get impression,"Aber als Wladimir Putin sein türkisches Gegenstück in der vergoldeten Halle eines St. PetersBurger Palastes begrüßte, bekam ich den unterschiedlichen Eindruck, dass Ankara diese Versöhnung am meisten will.","Aber als Vladimir Putin seinen türkischen Gegenspieler im vergoldeten Saal des St. Petersburger Palastes in Empfang nimmt, kann ich mich nicht des Eindrucks verwehren, dass Ankara diese Versöhnung am meisten will.",0.214160756170029,17,SYSTRAN
"Fellow commentator, Scott Russel, had to make an apology on MacDonald's behalf",make apology,Fellow-Kommentator Scott Russel musste in MacDonald's eine Entschuldigung abgeben,Der Kommentatorenkollege Scott Russel musste sich im Namen von MacDonald entschuldigen,-0.779261527378905,17,SYSTRAN
"For a while, one major problem has been finding homes subsequently for refugees that have been given certified status.",give status,"Eine Weile habe ein großes Problem Wohnungen nachträglich für Flüchtlinge gefunden, die zertifizierten Status erhielten.","Ein schwerwiegendes Problem ist es seit einiger Zeit, Wohnungen für die Anschlussflüchtlinge zu finden, die anerkannt worden sind.",-0.8648708904108211,17,SYSTRAN
Greenland sharks only give birth to young at the age of 150.,give birth,GrönlandHaie geben erst im Alter von 150 Jahren JungGeburt.,Grönlandhaie bekommen erst mit 150 Jahren Nachwuchs.,0.457211988786694,17,SYSTRAN
"He had a dispute with commissaires yesterday ahead of the qualification ride, when officials summoned him to measure his height.",have dispute,"Er hatte gestern vor der QualifikationsFahrt einen Streit mit Kommissaren geführt, als Beamte ihn beschworen hatten, seine Höhe zu messen.","Er hatte sich gestern mit Beauftragten vor der Qualifikation gestritten, als ihn Funktionäre zu sich riefen, um seine Körpergröße zu messen.",0.15645574208907,17,SYSTRAN
How can those affected get a grip on the problems they are experiencing?,get grip,"Wie können Betroffene die Probleme lösen, die sie erleben?",Wie können Betroffene die Probleme in den Griff kriegen?,1.05335462461849,17,SYSTRAN
"In response to the government's silence, JDC exec has today made a formal request for a special meeting of BMA Council to authorise a rolling programme of escalated industrial action beginning in early September.",make request,"Als Reaktion auf das Schweigen der Regierung hat JDC exec heute förmlich beantragt, eine SonderSitzung des BMA-Rates zu genehmigen, um Anfang September ein RollEndes Programm der eskalierten IndustrieAktion zu genehmigen.","Als Antwort auf das Schweigen der Regierung hat der JDC Vorstand heute einen formalen Antrag auf ein spezielles Treffen des BMA Rates gestellt, um ein laufendes Programm eskalierender Arbeitskampfmaßnahmen, das Anfang September beginnt, zu genehmigen.",-0.269145372972951,17,SYSTRAN
"It is not just an act of hoarding by hobbyists, either - it has emotional significance: older vinyl buyers are slightly more likely to keep their feelings to themselves (56% versus 53%) and enjoy being alone (69% versus 66%).",have significance,"Es ist nicht nur ein Akt des Hosts von Hobbyern - es hat emotionale Bedeutung: ältere Vinylkäufer sind etwas wahrscheinlicher, ihre Gefühle an sich selbst zu halten (56% versus 53%) und genießen allein zu sein (69% versus 66%).","Es ist auch kein Horden durch Hobbysammlern - es hat eine emotionale Bedeutung: ältere Plattenkäufer behalten ihre Gefühle eher für sich (56 % vs. 53 %) und genießen es, alleine Zeit zu verbringen (69 % vs. 66 %).",-0.764606578398308,17,SYSTRAN
"Many people work in builder's yards or help caretakers, or do voluntary work - and that provides motivation in a very orderly way, as Annika Deuschle reports.",do work,"Viele Menschen arbeiten in Bauhöfen oder helfen Pflegekräfte oder leisten ehrenamtliche Arbeit - und das liefert Motivation auf sehr geordnete Weise, wie Annika Deuschle berichtet.","Viele arbeiten im Bauhof oder helfen Hausmeistern, erledigen gemeinnützige Arbeit - und das motiviert und sehr ordentlich, wie Annika Deuschle berichtet.",-0.595493908350234,17,SYSTRAN
"Since international sanctions against Iran were lifted, there has been a surge in interest from Russian firms in doing business in the country, the ambassador said.",do business,"Seit die internationalen Sanktionen gegen den Iran aufgehoben wurden, gebe es einen Anstieg der Zinsen russischer Firmen beim Geschäft im Land, sagte der Botschafter.","Seit die internationalen Sanktionen gegen den Iran aufgehoben wurden, wuchs das Interesse auf Seiten russischer Unternehmen an Geschäften im Land stark an, teilte der Botschafter mit.",-1.30219792188555,17,SYSTRAN
"Skeldon, 47, whose name was on the tenancy, was given an antisocial behaviour order in June.",give order,"Skeldon, 47, dessen Name an der Mieterin lag, erhielt im Juni eine Antisoziale VerhaltensOrdnung.","Skeldon, 47, dessen Name auf dem Mietvertrag stand, bekam im Juni eine Anordnung für antisoziales Verhalten.",-1.23695139427351,17,SYSTRAN
"Still, despite the public display of reconciliation, the two still have major differences.",have difference,Trotzdem haben die beiden trotz der öffentlichen Darstellung der Versöhnung noch große Unterschiede.,"Dennoch, trotz der öffentlichen Versöhnung, bestehen zwischen den beiden noch immer große Differenzen.",-1.1248553785731,17,SYSTRAN
"Sultana was 17 years old and, according to her family, died just as she was making plans to flee the war-torn country and return to Britain.",make plan,"Sultana war 17 Jahre alt und starb nach Angaben ihrer Familie genauso, wie sie Pläne machte, aus dem Kriegsgebeutelten Land zu fliehen und nach Großbritannien zurückzukehren.","Sultana war 17 Jahre alt und starb nach Angaben ihrer Familie kurz nachdem sie vorhatte, das kriegsgebeutelte Land zu verlassen und nach England zurückzukehren.",0.136339865618886,17,SYSTRAN
"The materials used in the interior are well crafted, and have a pleasant appearance - just the surface of the dashboard lets the side down.",have appearance,"Die Materialien, die im Innenraum verwendet werden, sind gut angelegt und haben ein angenehmes Erscheinungsbild - nur die Oberfläche des Dashboards lässt die Seite hinunter.","Die Materialien des Innenraums sind gut verarbeitet und wirken angenehm, nur die Cockpit-Oberseite fällt da etwas ab.",-0.548865626582772,17,SYSTRAN
This will give the military large-scale influence even in the years to come.,give influence,Das wird auch in den kommenden Jahren den militärischen GroßEinfluss geben.,Diese räumt dem Militär großen Einfluss auch in den kommenden Jahren ein.,0.429063024279698,17,SYSTRAN
"Trump's critics, including 2012 Republican presidential candidate Mitt Romney and other fellow Republicans, have said his refusal raises questions about his net worth, his charitable contributions, his business dealings and various other ties, including with Russia.",raise question,"Trumps Kritiker, darunter 2012 republikanische Präsidentschaftskandidat Mitt Romney und andere Republikaner, sagten, seine Weigerung wirft Fragen über sein Netz, seine karitativen Beiträge, sein GeschäftsGeschäft und verschiedene andere Verbindungen, auch mit Russland, auf.","Trumps Kritiker, unter anderem auch der republikanische Präsidentschaftskandidat des Jahres 2012 Mitt Romney, haben bereits verlautbaren lassen, dass seine Weigerung Fragen in Bezug auf Vermögen, seine Spenden für wohltätige Organisationen, sein Geschäftsgebaren und verschiedene andere Verbindungen aufwirft, insbesondere mit Russland.",0.23927090856685,17,SYSTRAN
We had a good start and at the same time we weren't looking to do anything amazing.,have start,Wir hatten einen guten Start und gleichzeitig wollten wir nichts Schönes tun.,"Wir hatten einen guten Start und zur gleichen Zeit waren wir nicht darauf aus, etwas Tolles zu machen.",0.314222376597737,17,SYSTRAN
Anyone who wants to renovate their outdated house will soon be able to get support from the state.,get support,"Wer sein veraltetes Haus sanieren will, bekommt bald Unterstützung vom Staat.","Wer sein in die Jahre gekommenes Haus sanieren möchte, kann demnächst Unterstützung vom Land bekommen.",0.936101214398017,18,online-Z
"Clearly, the murders have a chilling effect.",have effect,Natürlich haben die Morde eine abschreckende Wirkung.,Offensichtlich haben die Morde eine abschreckende Wirkung.,-0.3654176153128801,18,online-Z
"Construction and operation of wind energy plants are in principle possible within this concentration zone, but at the same time, the concentration zone has an exclusion against the use of wind energy for the rest of the city area.",have exclusion,"Bau und Betrieb von Windenergieanlagen sind in dieser Konzentrationszone grundsätzlich möglich, aber gleichzeitig ist die Konzentrationszone für das übrige Stadtgebiet von der Nutzung von Windenergie ausgeschlossen.","Innerhalb dieser Konzentrationszone sind Bau und Betrieb von Windenergieanlagen grundsätzlich möglich, zugleich bewirkt die Konzentrationszone aber einen Ausschluss der Windenergienutzung für das übrige Stadtgebiet.",0.21948569760986453,18,online-Z
"Despite that, or perhaps precisely because of that, Weil has been attempting ever more strongly in the last few weeks to make a mark in the federal government.",make mark,"Trotzdem, oder vielleicht gerade deshalb, hat Weil in den vergangenen Wochen immer stärker versucht, im Bund Fuß zu fassen.","Trotzdem, oder vielleicht gerade deshalb, versuchte Weil in den vergangenen Wochen immer stärker, im Bund Akzente zu setzen.",0.678305549792312,18,online-Z
"From September, people at high risk of HIV will have access via this NHS-funded trial in England to an empowering new tool that is truly individually controlled and not subject to negotiation with a partner, leading to the improvement of many, many lives.",have access,"Ab September werden Menschen mit hohem HIV-Risiko über diese vom NHS finanzierte Studie in England Zugang zu einem neuen, ermächtigenden Instrument haben, das wirklich individuell kontrolliert wird und nicht Gegenstand von Verhandlungen mit einem Partner ist, was zur Verbesserung vieler, vieler Leben führt.","Von September an werden Menschen mit hohem HIV-Risiko Zugang zu diesem NHS-finanzierten Versuch in England haben, um ein neues Instrument zu entwickeln, das wirklich individuell kontrolliert wird und nicht mit einer Verhandlung mit einem Partner unterliegt, was zur Verbesserung vieler, vieler Leben führt.",-0.138306606190414,18,online-Z
I have great confidence that my team exhibits these qualities.,have confidence,"Ich habe großes Vertrauen, dass meine Mannschaft diese Qualitäten zeigt.","Ich habe großes Vertrauen, dass meine Mannschaft diese Qualitäten zeigt.",1.15874542645557,18,online-Z
