src,mt,ref,score,year,system
"Compared to the figure for 1993, the Gini coefficient, which is the standard measure of inequality in income distribution, fell by 15 points.","По сравнению с числом на 1993, коэффициент Gini, который является стандартной мерой неравенства в распределении доходов, упал на 15 пунктов.","По сравнению с показателем 1993 года коэффициент Джини, являющийся стандартным показателем неравенства распределения доходов, опустился на 15 пунктов.",0.913841156617617,2017,REFERENCE
The Russian Ministry of Foreign Affairs published a statement that names the second person suspected of organising subversive activities in Crimea.,"Российское Министерство иностранных дел издало заявление, которое называет второго человека подозреваемым в организации подрывной деятельности в Крыму.","МИД России опубликовал заявление, в котором назвал имя второго подозреваемого в организации диверсии в Крыму.",0.912408666615237,2017,REFERENCE
"Pavel Rumyantsev also believes that, because there is demand for scheduled flights to Turkey, charters will also be in demand, but there is no sense in expecting a buying frenzy.","Павел Румянцев также полагает, что, потому что есть спрос на обычные рейсы в Турцию, чартеры будут также пользоваться спросом, но нет никакого смысла в ожидании безумства покупки.","Павел Румянцев тоже считает, что, поскольку на регулярные рейсы в Турцию спрос есть, чартеры тоже будут востребованы, но ажиотажа ждать не стоит.",0.913841156617617,2017,REFERENCE
Residents had been evacuated to two churches but both are now flooding.,"Жители были эвакуированы в две церкви, но оба теперь затопляют.","Жители были эвакуированы в две церкви, но они обе сейчас затопляются.",0.180894088229599,2017,REFERENCE
"On Thursday, Trump's special counsel, Michael Cohen, told CNN he would not allow Trump to release them until the audits are complete.","В четверг специальный адвокат Трампа, Майкл Коэн, сказал CNN, что не позволит Трампу освобождать их, пока аудиты не будут завершены.","В четверг специальный советник Трампа Майкл Коэн сказал CNN, что не позволит Трампу выпустить их до окончания проверок.",0.0570259846378777,2017,REFERENCE
"In stark contrast, Donald Trump is hiding behind fake excuses and backtracking on his previous promises to release his tax returns.",В разительном контрасте Дональд Трамп скрывается позади поддельных оправданий и возвращается от своих предыдущих обещаний выпустить его налоговые декларации.,"В полную противоположность им, Дональд Трамп скрывается за поддельными оправданиями и нарушает свои прошлые обещания обнародовать свои налоговые декларации.",1.29570702055509,2017,REFERENCE
"This, once again, confirms that there are many problems within the military-industrial complex (MIC), and the government does not want to attract the public's attention to them.","Это, еще раз, подтверждает, что есть много проблем в военно-промышленном комплексе (MIC), и правительство не хочет привлекать внимание общественности им.","Это лишний раз подтверждает, что у оборонно-промышленного комплекса (ОПК) существует множество проблем и государство не желает привлекать к ним повышенное внимание со стороны общества.",1.25441765269118,2017,REFERENCE
The President of Turkey just finished very successful visits to Russia and African countries.,Президент Турции только что закончил очень успешные посещения России и африканских стран.,Сейчас прошли очень удачные визиты президента Турции в Россию и страны Африки.,1.05563488339482,2017,REFERENCE
Kommersant's sources consider it highly unlikely the government will adjust the terms.,"Источники Коммерсантъ рассматривают его очень вряд ли, правительство приспособит условия.","Собеседники ""Ъ"" считают маловероятным, что в правительстве скорректируют условия.",1.17183891696337,2017,REFERENCE
The total damages amounted to 84 thousand roubles.,Полные убытки составили 84 тысячи рублей.,Общая сумма ущерба составила 84 тысячи рублей.,0.912408666615237,2017,REFERENCE
It adds that the code was now added.,"Это добавляет, что кодекс был теперь добавлен.","Она добавляет, что код теперь добавили.",0.635077134732575,2017,REFERENCE
"Dettori sprays champagne after a double at Newmarket takes him to 3,000 wins","Dettori распыляет шампанское после того, как двойное в Ньюмаркете возьмет его к 3 000 побед","Деттори разбрызгивает шампанское, после того как дубль в Ньюмаркете приводит его к 3000 побед",1.0936113054787,2017,REFERENCE
"It also put his surrogates, who have strained to defend him during a tumultuous stretch, in the awkward position of having to explain remarks that he might not mean.","Это также поместило его суррогаты, кто напрягся, чтобы защитить его во время шумного протяжения в неловком положении необходимости объяснить замечания, что он не мог бы иметь в виду.","Оно также поставило его заместителей, которые старались защитить его во время периода волнений, в неловкое положение, так как им приходилось объяснять высказывания, которые он, вероятно, не имел в виду.",1.21312828482727,2017,REFERENCE
"Commenting on the plan to increase the retirement age by six months each year, proposed by the head of the Centre for Strategic Research, Alexei Kudrin, the deputy prime minister announced that the cabinet is not considering this subject.","Комментируя план увеличивать пенсионный возраст на шесть месяцев каждый год, предложенный главой Центра Стратегического Исследования, Алексея Кудрина, заместитель премьер-министра объявил, что кабинет не рассматривает этот предмет.","Комментируя предложенную главой Центра стратегических разработок Алексеем Кудриным схему повышения пенсионного возраста на полгода каждый год, вице-премьер сообщила, что в кабмине эту тему не рассматривают.",0.635077134732575,2017,REFERENCE
"There are NATO countries that cooperate with foreign states in the area of defence, that import missiles’, Çavuşoğlu stated in an interview with Anadolu Agency.","Есть страны-члены НАТО, которые сотрудничают с иностранными государствами в области защиты, тот импорт ракеты, Çavuşoğlu, указанный в интервью Агентству Anadolu.","Есть страны НАТО, сотрудничающие с иностранными государствами в оборонной сфере, - ввозят ракеты"", - заявил Чавушоглу в интервью агентству Anadolu.",1.05563488339482,2017,REFERENCE
"The inside text is, generally speaking, reassuring.","Внутренний текст, вообще говоря, заверяет.",Текст внутри в общем-то обнадеживающий.,1.29570702055509,2017,REFERENCE
He is a Class 1 Active State Advisor to the Russian Federation (this rank was assigned by a Decree of the President of the Russian Federation on 22 January 2008),"Он - Класс 1 Активный государственный Советник в Российской Федерации (этот разряд был назначен Декретом президента Российской Федерации 22 января 2008),",Действительный государственный советник РФ 1 класса (классный чин присвоен Указом Президента РФ от 22 января 2008 г.),0.552498399004761,2017,REFERENCE
"Mosul, Iraq's second-largest city, remains under the control of the Islamic State.","Мосул, второй по величине город Ирака, остается под контролем Исламского государства.","Мосул, второй по величине город Ирака, остается под контролем Исламского государства.",0.969372557251527,2017,REFERENCE
"For example, this one: ‘the infection is accompanied by fever and subsequent recovery.","Например, этот: ‘инфекция сопровождается лихорадкой и последующим восстановлением.","Например, такой: ""Инфицирование сопровождается лихорадкой и последующим излечением.",0.969372557251527,2017,REFERENCE
"Last month, protesters in Gondar, an Amhara town, attacked businesses owned by Tigrayans, and anti-Tigrayan hatred is becoming more common in social media.","В прошлом месяце протестующие в Гондаре, городе Амхара, напали на компании, принадлежавшие Tigrayans, и anti-Tigrayan ненависть больше распространена в социальных сетях.","В прошлом месяце протестующие в Гондаре, город в Амхаре, атаковали предприятия, принадлежащие Тыграй, и анти-Тыграйская ненависть в социальных сетях становится всеобъемлющей.",0.969372557251527,2017,REFERENCE
A UN Special Commission is investigating the possible use of toxic gas in rebel-held areas of the Syrian city of Aleppo.,"Специальная комиссия ООН исследует возможное применение токсичного газа в районах, удерживаемых повстанцами, сирийского города Алеппо.",Специальная комиссия ООН расследует возможное применение токсичного газа в удерживаемых повстанцами районах сирийского города Алеппо.,0.969372557251527,2017,REFERENCE
Efforts to eliminate malaria have reduced the number of annual cases by 97% over the past ten years.,Усилия уничтожить малярию сократили количество ежегодных случаев на 97% за прошлые десять лет.,Усилия по уничтожению малярии сократили числе ежегодных случаев заболевания на 97% за последние десять лет.,0.934903930767695,2017,REFERENCE
"Meat, for years the center of the American meal, became a sparingly apportioned luxury.","Мясо, в течение многих лет центр американской еды, стало экономно распределенной роскошью.","Мясо, в течение многих лет бывшее основой американской еды, стало экономно распределяемой роскошью.",0.176594148123407,2017,REFERENCE
"Cardiogram, an app for the Apple Watch that tracks 35,000 users, told the Washington Post recently that within two days of the game launching, the number of people it tracked who did 30 minutes of exercise each day jumped from 45 per cent to 53 per cent.","Кардиограмма, приложение для Часов Apple, которые следят за 35 000 пользователей, сказала Washington Post недавно, что в течение двух дней после запуска игры, числа людей это отследило, кто сделал 30 минут осуществления, каждый день спрыгивал с 45 процентов к 53 процентам.","Cardiogram, приложение для Apple Watch, которое отслеживает 35 000 пользователей, недавно сообщило Washington Post, что в течение двух дней с момента запуска игры, количество людей, им отслеживаемых, которые ежедневно выполняли 30-минутные упражнения, подскочило с 45 процентов до 53 процентов.",0.865966677800033,2017,REFERENCE
"In 2016, one of Russian Copper Company's largest social projects in Karabash involved capital repairs to, or, in reality, the almost complete overhaul of Childcare Facility No. 9, which serves 95 pupils.","В 2016 один из самых больших социальных проектов Русской медной компании в Karabash включил капитальные ремонты к, или, в действительности, почти полный пересмотр Детского сада № 9, который обслуживает 95 учеников.","В 2016 году одним из самых крупных социальных проектов Русской медной компании в Карабаше стал капитальный ремонт, а по сути - почти полная перестройка детского сада N9 на 95 воспитанников.",0.900435304283864,2017,REFERENCE
"The shutout was the first of the tournament for the United States goalie, Jackie Briggs, who had allowed one goal in each of the first three victories.","Безусловная победа была первой из турнира для вратаря Соединенных Штатов, Джеки Бриггс, которая позволила одну цель в каждой из первых трех побед.","Победа ""всухую"" была первой на турнире для вратаря США Джекки Бриггс, которая пропускала по одному голу в каждой из первых трех побед.",0.865966677800033,2017,REFERENCE
Director of Community Legal Centres Queensland James Farrell said the latest National Association of Community Legal Centres Census Report found thousands of people were already being turned away each year.,"Директор Сообщества Юридические Центры, Квинсленд, Джеймс Фаррелл сказал последнюю Национальную ассоциацию Сообщества Юридический Отчет о переписи Центров, нашел тысячи людей, уже отклонялся каждый год.","Директор Общественных юридических центров Квинсленда Джеймс Фаррелл сказал, что согласно отчёту последней переписи Национальной ассоциации Общественных юридических центров, уже тысячи людей в год получают отказ.",1.04717476109921,2017,REFERENCE
But in St. Petersburg came the official message that it's time to move on.,"Но в Санкт-Петербурге прибыл официальное сообщение, что пора идти дальше.","Но в Санкт-Петербурге поступил официальный сигнал, что пришло время двигаться дальше.",1.04717476109921,2017,REFERENCE
"However, A. Kokhan never transferred the funds to the power suppliers, but spent it on his precious self.","Однако А. Кохэн никогда не передавал фонды поставщикам электроэнергии, но тратил его на его драгоценное сам.","Однако энергетикам А. Кохан средства не перечислял, а тратил на себя, любимого.",1.04717476109921,2017,REFERENCE
"The head of the Federal Tax Service for the Republic of Crimea, Roman Nazdrachev, spoke about this at a press conference.","Глава Федеральной налоговой службы для Республики Крым, Романа Наздрачева, говорил об этом на пресс-конференции.",Об этом на пресс-конференции заявил руководитель Управления Федеральной налоговой службы по РК Роман Наздрачев.,1.04717476109921,2017,REFERENCE
"The company is going after ad blockers on desktop however, because mobile ad blockers are not effective in Facebook's mobile apps for the social network and Instagram, a spokesperson said.","Компания следует за блокировщиками рекламы на рабочем столе, однако, потому что мобильные блокировщики рекламы не эффективные при мобильных приложениях Facebook для социальной сети и Instagram, заявил докладчик.","Однако компания охотится за блокировщиками рекламы на настольной версии, так как мобильные блокировщики рекламы неэффективны в мобильных приложениях Facebook для социальной сети и Инстаграме, по словам представителя.",0.913841156617617,2017,REFERENCE
"In March, the representative of the Polish government for issues of gas and energy infrastructure, Piotr Naimski, stated that, in six years time, his country could opt out of deliveries of the ‘blue fuel’ from the East.","В марте представитель польского правительства для проблем газа и энергетической инфраструктуры, Петра Наймского, заявил, что через шесть лет его страна могла выбрать из поставок ‘синего топлива’ с Востока.","В марте уполномоченный правительства Польши по вопросам газовой и энергетической инфраструктуры Петр Наимский заявлял, что его страна через шесть лет может отказаться от поставок голубого топлива с востока.",0.913841156617617,2017,REFERENCE
"In January 2014, in the heart of Bangkok, two explosions occurred at the Victory Monument, which was one of the main sites of the protest, and as a consequence, 28 people were injured and five of them were in critical condition.","В январе 2014, в самом центре Бангкока, два взрыва произошли в Памятнике Победы, который был одним из главных мест протеста, и как следствие, 28 человек были ранены, и пять из них были в критическом состоянии.","В январе 2014 года в центре Бангкока у монумента Победы, где проходила одна из основных акций протеста, произошли два взрыва, в результате которых пострадали 28 человек, пять из них находились в критическом состоянии.",0.869503202087076,2017,REFERENCE
Also shot were three men: two 29-year-olds and one 32-year old.,Также выстрел был тремя мужчинами: два 29-летних и один 32-летний.,Также стреляли в трех мужчин: двух 29-летних и одного 32-летнего.,0.912408666615237,2017,REFERENCE
The main reason for Namibia's success is that the government pays a lot of attention to education.,"Главная причина для успеха Намибии состоит в том, что правительство обращает большое внимание к образованию.","Главная причина успеха Намибии в том, что правительство уделяет большое внимание образованию.",0.912408666615237,2017,REFERENCE
Close supervision of property management companies has been instituted and they have all gone through the licensing process.,"Тщательное наблюдение компаний управления недвижимостью было установлено, и они все прошли процесс лицензирования.","За управляющими компаниями установлен пристальный надзор, и все они прошли через лицензирование.",0.913841156617617,2017,REFERENCE
Ban political campaigners and activists from handling completed postal votes and postal vote envelopes.,"Запретите политическим участникам кампании, и активисты обращаться закончили почтовые голоса и почтовые конверты голосования.",Отстранить политических участников кампаний и активистов от работы с заполненными заочными голосованиями и конвертами с почтовым голосованием.,0.912408666615237,2017,REFERENCE
I think the administration's most important task is to support your activity as head of state in terms of drafting laws and control over how your instructions are implemented.,"Я думаю, что самая важная задача администрации состоит в том, чтобы поддержать Вашу деятельность в качестве главы государства с точки зрения составления законов и контроля над тем, как осуществлены Ваши инструкции.","Я думаю, самая важная задача администрации — это поддерживать вашу деятельность как главы государства с точки зрения разработки проектов законов и контроля за тем, как выполняются ваши указания.",0.913841156617617,2017,REFERENCE
The biggest protests have been in Amhara and Oromo areas.,Самые большие протесты были в областях Amhara и Oromo.,Крупнейшие протесты прошли в районах Амхары и Оромо.,1.29570702055509,2017,REFERENCE
"Police say the triple killing doesn't appear to have been the result of a robbery because the attacker didn't take purses or $2,900 in the possession of one of the adult victims.","Полиция сообщает, что тройное убийство, кажется, не было результатом грабежа, потому что нападавший не взял кошельки или 2 900$ во владении одной из взрослых жертв.","Полиция заявляет, что тройное убийство, по всей видимости, не является результатом ограбления, так как злоумышленник не взял кошельки или 2 900 $, бывших в распоряжении у одной из взрослых жертв.",1.17183891696337,2017,REFERENCE
A fisherman caught a rare blue lobster off the coast of the Cape Cod peninsula (USA).,Рыбак поймал редкого синего омара недалеко от берегов полуострова Кейп-Код (США).,У берегов полуострова Кейп-Код (США) рыбак поймал редкого синего омара.,1.12920252185123,2017,REFERENCE
"Some alleged that the Kempinski hotel simply ""caved in"" to the alleged demands of Arabic customers.","Некоторые утверждали, что отель Kempinski просто «осел» предполагаемым требованиям арабских клиентов.","Некоторые утверждали, что отель Kempinski просто ""пошёл на поводу"" у предполагаемых требований арабских клиентов.",1.33699638841899,2017,REFERENCE
"Today, they produce clothing, shoes, accessories, jewellery, watches, and have also resumed production of perfumes.","Сегодня, они производят одежду, обувь, аксессуары, драгоценности, часы, и также возобновили производство духов.","В настоящее время производит одежду, обувь, аксессуары, украшения и часы, а также возобновила производство парфюмерии.",0.912408666615237,2017,REFERENCE
"On 11 August, a source in diplomatic circles told the news agency that the captives had been released.","11 августа источник в дипломатических кругах сказал информационному агентству, что пленники были освобождены.","11 августа источник в дипломатических кругах сообщил агентству, что пленники освобождены.",1.05563488339482,2017,REFERENCE
"Some were brought to a different country by their parents during childhood, leaving no choice.","Некоторые были приведены в другую страну их родителями во время детства, не оставив выбора.","Кого-то родители увезли в другую страну еще в детстве, не оставив выбора.",1.05563488339482,2017,REFERENCE
"The nomads didn’t have cities, but did have horses and weapons.","Кочевники не имели городов, но действительно имели лошадей и оружие.","У кочевников не было городов, зато были лошади и оружие.",1.33699638841899,2017,REFERENCE
That needs no explanation.,Этому не нужно никакое объяснение.,Объяснения здесь не нужны.,1.3782857562829,2017,REFERENCE
"The company does not release figures about diversity on its staff, noting its status as a private company.","Компания не освобождает числа о разнообразии в ее штате, отмечая ее статус как частная компания.","Компания не публикует информацию о представленности национальных меньшинств в своём штате, подчеркивая свой статус частной компании.",-0.273288958273378,2017,REFERENCE
