src,VPC_Candidate,mt,ref,score,year,system
"The market has a huge potential, there is a range of multinational carriers operating here, making money. When the large retail chains first came here, everybody rushed to shop there only to find out later that the quality does not necessarily reflect the price they are paying for the products.",find out,"Trh má obrovský potenciál, existuje celá řada nadnárodních nosičů, kteří zde operují, vydělávali peníze, když přišly velké maloobchodní řetězce, všichni tam spěchali nakupovat, jen proto, aby později zjistil, že kvalita nemusí nutně odrážet cena, kterou platí za produkty.","Trh má obrovský potenciál, krmí se tady obrovští nadnárodní přepravci, stejně jako obchodní řetězce, kde začali všichni nakupovat a postupně zjistili, že kvalita neodpovídá tomu, za co platí.",1.10297051090657,2017,REFERENCE
"'This sends out to those who feel that they can behave without recrimination, as well as those blighted by such behaviour,' she said.",sends out,"„To vyšle na ty, kteří mají pocit, že se mohou chovat bez odposlechů, a také ty, které takové chování postihují,“ řekla.","„Tohle je vzkaz všem těm, kteří si myslí, že se mohou chovat beztrestně, a těm, kteří by chtěli takové chování následovat,“ řekla.",1.21886427399489,2017,REFERENCE
"We've been losing out on so many world titles, so to win the Olympics again is just amazing.",losing out,"Jsme ztráceli se na tolika světových titulech, takže vyhrála olympiádu znovu, je to prostě úžasné.","Prohráli jsme v mnoha světových závodech, takže znovu vyhrát olympiádu je prostě úžasné.",1.04378814488435,2017,REFERENCE
"either by honest taxi drivers, who should really fight more to squeeze them out.",squeeze out,"Buď poctiví taxikáři, kteří by měli pořádně bojovat, aby je vytlačili.","A to jsou féroví taxikáři, kteří by se měli prát víc za to, aby je odtamtud vážně dostali pryč.",1.14807009222377,2017,REFERENCE
Dettori soaks up the cheers as he brings in Predilection after victory,soaks up,"Dettori pohlcuje potlesky, jak přináší predikce po vítězství","Dettori sbírá gratulace, když po vítězství přivádí Predilection",1.65432403601245,2017,REFERENCE
Syria Democratic Forces (SDF) were now sweeping the city after the departure of a remaining group of militants who had been holed up in the city.,holed up,"Demokratické síly Sýrie (SDŽ) nyní smetly město po odchodu zbylé skupiny ozbrojenců, kteří byli zalezlí v městě.","Syrské demokratické síly (SDF) nyní město pročesává po odchodu zbytku skupiny radikálů, kteří se ve městě ukrývali.",1.30373792355824,2017,REFERENCE
"The courier can see where there are jobs available, he or she can click on it and find out when the package is due for delivery, and then goes ahead and delivers the package.",find out,"Kurýr vidí, kde jsou k dispozici pracovní místa, dá se na něj kliknout a zjistit, kdy balíček je kvůli dodání, a pak pokračuje a dodává balíček.","Člověk vidí, kde po městě jsou zakázky, přijede k tomu, klikne a vidí, kdy to musí být doručeno a zásilku převeze.",1.88756831648402,2017,REFERENCE
"Based on the health complaint from a consumer after eating the Wild Smoked Salmon- pieces 100 g, with the use-by date of 22.11.2016, the Prague hygienists carried out inspections of the Albert stores at Václavské náměstí and Na Můstku.",carried out,"Na základě zdravotního podnětu od spotřebitele po požívání divočiny 100 g, s použitím - dne 22.11. 2016 pražští hygienici provedli inspekce obchodů na václavském náměstí a na Můstku.","Na základě podnětu spotřebitele na zdravotní potíže po konzumaci potraviny Losos divoký uzený - kousky 100 g, datum spotřeby 22.11.2016 provedli pražští hygienici kontrolu v prodejnách Albert na Václavském náměstí a Na Můstku.",1.88756831648402,2017,REFERENCE
"The acting head of the Democratic Party Donna Brazile on Thursday announced that she was setting up an Advisory Board for Cyber Security to ""prevent future attacks and to ensure first-class protection of the servers of the Democratic Party.""",setting up,"Úřadující šéf demokratické strany Donna Brazileová ve čtvrtek oznámila, že zřizuje komisi pro kybernetickou bezpečnost, která má „zabránit budoucím útokům a zajistit prvotřídní ochrany serverů demokratické strany.“","Úřadující šéfka Demokratické strany Donna Brazileová ve čtvrtek oznámila, že vytváří poradní sbor pro kybernetickou bezpečnost, který má ""zabránit budoucím útokům a zajistit prvotřídní ochranu serverů Demokratické strany"".",1.88756831648402,2017,REFERENCE
Changing it up: This user reckons that Nathan is an 'athletic version' of the Inception actor,Changing up,"Změna zákona: tento uživatel počítá s tím, že Nathan je 'sportovní verze' počátečního herce","A pro změnu: Uživatel si myslí, že Nathan se „atletickou verzí“ herce z filmu Počátek (Inception)",1.88756831648402,2017,REFERENCE
"Standing in the middle of the shop floor, she took a pair of knickers from the display, stripped off her own tights and pants and put them on.",stripped off,"Stál uprostřed prodejny, vzala si kalhotky z displeje, svlékla si vlastní punčocháče a kalhoty a nasadila si je.","Stála uprostřed obchodu, vzala z regálu kalhotky, svlékla si svoje vlastní punčocháče a kalhotky a nasadila si je.",1.88756831648402,2017,REFERENCE
"These days, Mr. Rosenthal still gets his regular order, but sometimes he'll switch things up with the bacon, egg and cheese on an everything bagel.",switch up,"V těchto dnech pan Rosenthal stále dostává svůj pravidelný řád, ale někdy vymění věci se slaninou, vajíčkem a sýrem na všechno bagety.","Pan Rosenthal si i nadále objednává to, co obvykle, ale občas si na svou housku se vším nechá dát slaninu, vejce a šunku.",1.52760951489706,2017,REFERENCE
"How did you prepare for the match, having found out the names of your opponents one hour before the match?",found out,"Jak jste se připravoval na zápas, zjistil jména soupeřů jednu hodinu před utkáním?","Jaká byla příprava na zápas, když jste zjistily jména soupeřek hodinu před zápasem?",1.30718878042318,2017,REFERENCE
"After the terrorist attacks, France is stepping up its fight against radical Islamists, and the government is calling on the Muslim minority to help.",stepping up,Po teroristických útocích Francie stupňuje svůj boj proti radikálním islamistům a vláda vyzývá k pomoci muslimské menšiny.,Po teroristických útocích stupňuje Francie boj proti radikálním islamistům a na pomoc volá vláda i místní muslimskou menšinu.,1.36838048092123,2017,REFERENCE
"Standing in the middle of the shop floor, she took a pair of knickers from the display, stripped off her own tights and pants and put them on.",stripped off,"Stál uprostřed prodejny, vzala si kalhotky z displeje, svlékla si vlastní punčocháče a kalhoty a nasadila si je.","Stála uprostřed obchodu, vzala z regálu kalhotky, svlékla si svoje vlastní punčocháče a kalhotky a nasadila si je.",1.14807009222377,2017,REFERENCE
The report released Thursday is to be followed up by more extensive findings as the investigation continues.,followed up,"Zpráva zveřejněná ve čtvrtek má následovat rozsáhlejší zjištění, jak pokračuje vyšetřování.",Po zprávě uveřejněné ve čtvrtek musí po dalším vyšetřování následovat podrobnější zkoumání.,1.14807009222377,2017,REFERENCE
"This is the result of checks carried out by the Czech Trade Inspectorate (CTI) in the second quarter,",carried out,"Je to výsledek kontrol, které provedla česká obchodní inspekce (ČOI) v druhém čtvrtletí,",Česká obchodní inspekce (ČOI) to zjistila při kontrolách ve druhém čtvrtletí.,1.24718023135349,2017,REFERENCE
"Which is not true at all -- of course you sign up for it,"" she said.",sign up,"Což není vůbec pravda - samozřejmě, že se za to podepíšete,“ řekla.","Což vůbec není pravda - jasně, že na to připravení jste,“ řekla.",1.28502285259323,2017,REFERENCE
"We spoke to Rhon Mizrachi, New York-based grandmaster of the Krav Maga Federation, to find out how to deal with gun-toting muggers at close range.",find out,"Mluvili jsme s Rhon Mizrachiem, newyorským dějištěm Krav Maga federace, abychom zjistili, jak se vypořádat s pašeráky zbraní zblízka.","Mluvili jsme s Rhonem Mizrachi, velmistrem federace Krav Magy sídlícím v New Yorku, abychom zjistili, jak si poradit s ozbrojenými lupiči na blízkou vzdálenost.",1.24718023135349,2017,REFERENCE
"""Shame on you,"" another post stated, pointing out that the hotel, located in the noble Kurfurstendamm street stands near a synagogue.",pointing out,"„Styďte se,“ prohlásil další post a zdůraznil, že hotel, který se nachází ve šlechtické Kurfurstendamm ulici stojí u synagogy.","„Hanba vám,“ uvádí se v jiném příspěvku, který poukazuje na to, že hotel, který se nachází v noblesní ulici Kurfurstendamm, stojí nedaleko synagogy.",1.52760951489706,2017,REFERENCE
Canadian broadcaster CBC has been forced to apologize after one of its commentators said a 14-year-old female Chinese swimmer 'went out like stink' and 'died like a pig' during a race.,went out,"Kanadská televize CBC byla nucena omluvit poté, co jeden z jeho komentátorů řekl, že čtrnáctiletý ženský plavec „vyšel jako smrdí“ a „zemřel jako prase“ během závodu.","Kanadská stanice CBC byla donucena omluvit se po té, co jeden z jejích komentátorů řekl, že se čtrnáctiletá čínská plavkyně během závodu „táhla jako smrad“ a „vybouchla“.",1.10297051090657,2017,REFERENCE
"Some 140,000 people have a heart attack in England every year, and a quarter of these go on to have another attack or a stroke.",go on,Zhruba 140 tisíc lidí má každý rok infarkt v Anglii a čtvrtina z nich se chystá na další útok nebo mrtvici.,V Anglii infarktem utrpí každý rok asi 140 000 lidí a čtvrtinu z nich postihne ještě další záchvat nebo srdeční mrtvice.,2.03764757352557,2017,REFERENCE
He will move us up in the rankings.,move up,Posune nás až do ranních hodin.,Posune nás nahoru.,1.36838048092123,2017,REFERENCE
WHO pointed out that could have been spreading among children undetected for two years.,pointed out,"Kdo poukázal na to, že se může šířit mezi děti odhalené už dva roky.","WHO upozornila, že je možné, že ačkoli se nemoc dva roky neobjevila, přesto se mezi dětmi šířila.",1.14807009222377,2017,REFERENCE
Carry out systematic checks on a person's nationality to ensure they are eligible to vote.,Carry out,"Provádět systematické kontroly osob státní příslušnosti k zajištění, že jsou způsobilí hlasovat.","Provádění systematických kontrol národnosti osob, aby se zajistilo, že mohou volit.",1.84614572425677,2017,REFERENCE
Twitter users did not hold back when the heard how insensitive Byron Macdonlad was being,hold back,"Uživatelé Twitteru se nedrželi zpátky, když slyšela, jak necitlivě Byron Macdonlad","Když se uživatelé Twitteru dozvěděli, jak necitlivý Byron MacDonald je, nedrželi se zpátky",1.49215381818193,2017,REFERENCE
Someone was watching over these guys today.,watching over,Na ty kluky někdo dohlížel.,Někdo shora nad těmi hochy držel ochrannou ruku.,2.03764757352557,2017,REFERENCE
"I hope we will get on on a personal level, and we can work well together.",get on,"Doufám, že se dostaneme na osobní úroveň a můžeme spolu dobře spolupracovat.","Snad si sedneme lidsky, aby nám to dohromady pasovalo.",1.35329201037834,2017,REFERENCE
"But instead of famous naked people, they're setting out to find the next generation of top models for their 2017 NU Muses calendar.",setting out,Místo slavných nahých lidí se vydávají na najdou další generaci top modelů pro svůj kalendář na rok 2017.,Ale namísto odhalených známých osobností se snaží pro svůj kalendář 2017 NU Muses najít další generaci top modelek.,1.57954487286017,2017,REFERENCE
"""She loves to take the arms and the legs off and they love to sit next to each other without the prosthetics on.""",take off,"„Miluje, sundá ruce a nohy a rádi si sednou vedle sebe bez protézy.“","Dodala, že její dcerka ráda panence sundává ruce a nohy a pak společně sedí bez protéz.",1.45754486931381,2017,REFERENCE
"Sir Eric, pictured, made several recommendations to clean up the voting system including bringing your ID to prove who you are",clean up,"Sir Eric si představil několik doporučení, aby očistil hlasovací systém, včetně vašeho průkazu, abyste dokázal, kdo jste.","Sir Eric, na snímku, dal několik doporučení, jak volební systém vyčistit, včetně předložení dokladu totožnosti",1.14807009222377,2017,REFERENCE
"Sir Eric, pictured, made several recommendations to clean up the voting system including bringing your ID to prove who you are",clean up,"Sir Eric si představil několik doporučení, aby očistil hlasovací systém, včetně vašeho průkazu, abyste dokázal, kdo jste.","Sir Eric, na snímku, dal několik doporučení, jak volební systém vyčistit, včetně předložení dokladu totožnosti",1.07337932789546,2017,REFERENCE
"""If you suffocate people and they don't have any other options but to protest, it breaks out,"" said Seyoum Teshome, a university lecturer in central Ethiopia.",breaks out,"„Když se člověk udusí a nemají jiné možnosti, ale protestovat, tak vypukne,“ řekl Seyoum Teshome, vysokoškolský učitel střední Etiopie.","„Když lidi dusíte a oni nemají jinou možnost než protestovat, dojde k prolomení,“ řekl Seyoum Teshome, který přednáší na univerzitě v centrální Etiopii.",1.36838048092123,2017,REFERENCE
"""We're like their social workers!"" pipes up a co-worker from a stack of records.",pipes up,"„Jsme jako jejich sociální pracovníci,“ vypísknou spolupracovníka ze zásobníku záznamů.",„Všichni jsme jako jejich sociální pracovníci!“ ozývá se spolupracovník od hromady gramofonových desek.,1.60858477966947,2017,REFERENCE
"Perhaps only at the beginning of the project, when we arrived at the construction site and were able for the first time to get to our floor only to find out that the views we envisaged will be blocked by surrounding buildings.",find out,"Snad jen na začátku projektu, když jsme přijeli na staveniště a mohli se poprvé dostat do našeho patra jen proto, abychom zjistili, že názory, které jsme předpokládali, budou zablokované okolní budovy.","Snad jen v úvodní fázi projektu, když jsme přišli na stavbu v okamžiku, kdy bylo poprvé možné vystoupat do výšky našeho podlaží, a zjistili, že výhledy, které jsme si plánovali, ve skutečnosti stíní okolní budovy.",1.14807009222377,2017,REFERENCE
"The perpetrators ended up in custody, said Marie Štrbáková, the spokeswoman of Olomouc police.",ended up,"Pachatelé skončili ve vazbě, uvedla policejní mluvčí Marie Štrbáková, mluvčí olomoucké policie.","Pachatelé skončili ve vazbě, informovala olomoucká policejní mluvčí Marie Štrbáková.",2.03764757352557,2017,REFERENCE
"The walls were left with gaping holes, floorboards were ripped up, rubbish was strewn over the floor and graffiti was daubed on the walls.",ripped up,"Stěny zůstaly s otevřenými dírkami, podlahy byly roztrhané, odpadky byly rozházené po podlaze a graffiti bylo hozeno na zdi.","Ve zdech byly díry, podlahová krytina byla potrhaná, všude na podlaze se válely odpadky a zdi byly počmárané.",1.27141664487674,2017,REFERENCE
"""I think we still might take them up on it,"" Mr. Rodriguez said.",take up,"„Myslím, že bychom na to ještě mohli sáhnout,“ řekl pan Rodriguez.","„Myslím, že bychom to stále mohli využít,“ řekl Rodriguez.",2.03764757352557,2017,REFERENCE
They only found out less than an hour before the match who they will be playing against.,found out,"Zjistili jen necelou hodinu před zápasem, proti kterému budou hrát.","Teprve necelou hodinu před zápasem se dozvěděly, proti komu nastoupí.",1.56152369385479,2017,REFERENCE
"The advantage is not only the extremely high salary by Czech standards (in Prague, IT specialists can make up to CZK 180,000), but also very attractive benefits.",make up,"Výhodou není nejen extrémně vysoký plat českých standardů (v Praze si it specialisté mohou vydělat až 18 tisíc korun), ale také velmi atraktivní benefity.","Výhodou totiž není jen na české poměry extrémně vysoký plat (v Praze si prací v IT vyděláte až 180 000 Kč), ale i extrémní výhody.",1.36144221868391,2017,REFERENCE
which is quite different where I grew up.,grew up,"Což je úplně jiné, kde jsem vyrůstal.","To je docela rozdíl oproti místu, kde jsem vyrůstala.",1.86676387056863,2017,REFERENCE
"Sir Eric said: ""Last year's court ruling in Tower Hamlets was a wake-up call.",wake up,Sir Eric řekl: „loňské rozhodnutí soudu v Tower Hamlets bylo budíčkem.,Sir Eric řekl: „Loňské rozhodnutí soudu v případu Tower Hamlets probuzením.,1.86676387056863,2017,REFERENCE
"""We have shut down twenty mosques since December and other will follow,"" said the Interior Minister Bernard Cazeneuve.",shut down,"„Uzavřeli jsme dvacet mešit od prosince a další budou následovat,“ řekl ministr vnitra Bernard Cazeneuve.","""Od prosince jsme jich zavřeli dvacet a další budou následovat,"" uvedl ministr vnitra Bernard Cazeneuve.",1.88756831648402,2017,REFERENCE
"Professor Carole Longson, director at the NICE health technology evaluation centre, said: ""Despite the availability of effective secondary prevention treatments, as many as a quarter of people who have had a heart attack go on to have another heart attack or stroke - often with devastating consequences.""",go on,"Profesorka Carole Longsonová, ředitelka v hodnotícím centrum, řekl: „navzdory dostupnosti účinné sekundárních léčebných postupů, stejně jako čtvrtina lidí, kteří měli infarkt, má další srdeční infarkt nebo mrtvici - často s ničivými následky.“","Profesor Carole Longsonová, ředitelka centra pro hodnocení technologií pro zdravotnictví NICE, řekla: „Navzdory dostupnosti účinné sekundární preventivní léčby existuje čtvrtina pacientů, kteří měli infarkt a které postihne další srdeční záchvat nebo mrtvice - často s devastujícími následky.“",1.88756831648402,2017,REFERENCE
She missed out on the 2008 Olympics when she did not make the cut for the final roster.,missed out,"Chyběla na olympiádě v roce 2008, kdy nezvládla porci pro konečného seznamu.","Olympiáda v 2008 jí unikla, protože se nedostala na finální soupisku.",1.88756831648402,2017,REFERENCE
I didn't sign up for this.,sign up,Tohle není nic pro mě.,Na tohle nejsem připravená.,1.14807009222377,2017,REFERENCE
Commentator Byron MacDonald thought his mic was turned off when he started to dispense some of his own opinions at the end of the women's 4x200m freestyle relay final.,turned off,"Komentátor Byron MacDonald se domníval, že jeho mikrofon je vypnutý, když začal vydávat své vlastní názory na konci života žen 4 x 200 m freestyle.","Komentátor Byron MacDonald se domníval, že jeho mikrofon byl vypnutý, když na konci finále štafety žen na 4x200 metrů volným stylem začal chrlit vlastní názory.",1.24718023135349,2017,REFERENCE
"We spoke to Rhon Mizrachi, New York-based grandmaster of the Krav Maga Federation, to find out how to deal with gun-toting muggers at close range.",find out,"Mluvili jsme s Rhon Mizrachiem, newyorským dějištěm Krav Maga federace, abychom zjistili, jak se vypořádat s pašeráky zbraní zblízka.","Mluvili jsme s Rhonem Mizrachi, velmistrem federace Krav Magy sídlícím v New Yorku, abychom zjistili, jak si poradit s ozbrojenými lupiči na blízkou vzdálenost.",1.50044542034027,2017,REFERENCE
"Elizabeth demonstrates the sign language Edmund made up for ""please sing to me.""",made up,"Elizabeth demonstruje znakový jazyk, který Edmund tvořil „prosím zpívej.“","Elizabeth předvádí znakovou řeč, pomocí které Edmund říká „prosím, zpívej mi“.",1.6430404964931,2017,REFERENCE
"The Pope wanted to use this meeting to draw attention to human trafficking and to call for stepping up the fight against it, said the Pope's spokesman.",stepping up,"Papež chtěl tohoto setkání využít k tomu, aby upozornil na obchodování s lidmi a vyzval k posílení boje proti němu, řekl papežův mluvčí.","Návštěvou chtěl František upoutat pozornost k obchodování s lidmi a vyzvat k zesílení boje proti němu, uvedl papežův mluvčí.",1.57954487286017,2017,REFERENCE
"She grew up in Blue Bell, Pa., first picked up a field hockey stick when she was 3 (her twin older sisters played the sport at Drexel) and joined the national team when she was 16, becoming its youngest player ever.",grew up,"Vyrůstala v modrém zvonku, poprvé posbírala polní hokejku, když jí bylo 3 (její dvojče starší sestry hrály sport na Drexelovi) a přidala se k národnímu týmu, když jí byla 16 let, stala se nejmladším hráčem všech dob.","Vyrostla v Blue Bell, v Pensylvánii, a hokejku na pozemní hokej vzala poprvé do ruky, když jí byly 3 roky (její starší sestry dvojčata hrála v Drexelu) a do národního týmu vstoupila, když jí bylo 16 a stala se jeho nejmladší hráčkou vůbec.",1.65432403601245,2017,REFERENCE
The novelty will wear off and use will subside in due course.,wear off,Novinka bude nosit a používat se bude v řádném termínu.,Novinka se okouká a zájem o ni začne v určitém okamžiku opadat.,1.36838048092123,2017,REFERENCE
"""It's either that they had no diverse representation of people of color on their staff to the point where they're able to make decisions like this,"" Ms. Zhu, who is Chinese-American, said, ""or they do have some people of color who are working there, but they're not on positions where they feel safe or comfortable to speak up.""",speak up,"„Je to buď tak, že neměli rozmanité zastoupení lidí barev na svých zaměstnanců na místo, kde jsou schopni dělat taková rozhodnutí,“ řekla slečna ZČU, která je čínsko - americká, nebo mají pár lidí, kteří tam pracují, ale nejsou na místech, kde se cítí v bezpečí, nebo se pohodlně domluvili.“","„Je to buď tak, že nemají mezi zaměstnanci žádnou diverzitu a barevné lidi v okamžiku, kdy se o těchhle věcech rozhoduje,“ řekla Zhuová, která má čínsko-americký původ, „nebo tam barevní lidé pracují, ale ne na pozicích, aby se cítili bezpečně nebo příjemně, aby promluvili.“",1.36838048092123,2017,REFERENCE
"The cover revelation was followed by a bizarre (or simply Keeping Up with the Kardashians-esque?), scripted reality video that featured the entire Kardashian-Jenner family (bar troublemakers Rob and Caitlyn, and joined by everyone's favourite showbiz uncle, Keeping Up producer Ryan Seacrest) forgetting about their sister's cover, only to end with the classic twist: they were all planning a surprise party.",Keeping Up,"Odhalení odhalení sledovalo bizarní (nebo prostě keeping up with the Kardashians - esque?), skripty reality video, které představilo celou rodinu Kardashian - Jenner (bar, a připojil se k tomu všichni showbyznysu strejdy, keeping up producent Ryan Seacrest), zapomíná na jejich sesterskou zástěru, jen proto, aby skončit klasickým zvratem: všechno plánovali večírek překvapení.","Odhalení titulní stránky následovalo bizarní (nebo jednoduše pokračování humoresky v podání Kardashianových?) zinscenované video, ve kterém byla celá rodina Kardashianových-Jennerových (baroví výtržníci Rob a Caitly a spolu s nimi všemi oblíbený strýček ze šoubyznysu, producent Keeping Up Ryan Seacrest). Na obálku své sestry zapomněli, jenom aby scéna mohla skončit klasickým obratem: připravují tajnou párty.",1.88756831648402,2017,REFERENCE
Twitter users did not hold back when the heard how insensitive Byron Macdonlad was being,hold back,"Uživatelé Twitteru se nedrželi zpátky, když slyšela, jak necitlivě Byron Macdonlad","Když se uživatelé Twitteru dozvěděli, jak necitlivý Byron MacDonald je, nedrželi se zpátky",1.88756831648402,2017,REFERENCE
"She is beautiful, smart, funny and never gives up.",gives up,"Je krásná, chytrá, vtipná a nikdy se nevzdává.","Je krásná, chytrá, vtipná a nikdy se nevzdává.",1.88756831648402,2017,REFERENCE
"We spoke to each other there a couple of times, and we also hung out together after matches, so we had a chance to get to know each other.",hung out,"Mluvili jsme spolu už párkrát, a také jsme trávili spolu po zápasech, takže jsme měli možnost se poznat.","A párkrát jsme se tam spolu bavili, občas jsme spolu seděli večer po zápasech, takže už se známe i kamarádsky.",2.03764757352557,2017,REFERENCE
That's how it starts off.,starts off,Takhle začíná.,Takhle to začalo.,2.03764757352557,2017,REFERENCE
"""A lot of the stuff I get is late 60s, early 70s, things that came out when I was 11 or 12, things I was probably a bit too young to get,"" he says.",came out,"„Spousta věcí, které dostávám, je po šedesátce, začátkem 70. let, věci, které vyšly, když mi bylo 11 nebo 12, věci jsem byl asi trochu moc mladý, abych se dostal,“ říká.","„Hodně z toho, co si kupuji, je z konce 60. let a z počátku 70. let. Jsou to věci, které by vydávané, když mi bylo 11 nebo 12. Tehdy jsem byl moc malý a nemohl si je pořídit,“ říká.",1.28502285259323,2017,REFERENCE
"Today was a good day, the conditions were great, the wind had calmed down.",calmed down,"Dnešek byl dobrý den, podmínky byly skvělé, vítr se uklidnil.","Dneska dobrý, podmínky byly super, vítr se zklidnil.",2.03764757352557,2017,REFERENCE
I didn't sign up for this.,sign up,Tohle není nic pro mě.,Na tohle nejsem připravená.,1.86676387056863,2017,REFERENCE
"He mocked the ""poor, pathetic"" television pundits who try to figure him out and said, ""They can't!""",figure out,"Posmíval se „špatným ubohým“ televizním expertům, kteří se ho snaží vyřešit a řekli: „nemůžou!“","Vysmál se „ubohým, patetickým“ televizním učencům, kteří se jej pokouší pochopit, a řekl: „To nedokáží!“",1.45062881552454,2017,REFERENCE
There are a lot of things to weigh up because this property will probably be known by the not-so-nice element of Cornwall.,weigh up,"Je spousta věcí, které si váží, protože tento majetek bude pravděpodobně známý nepříliš hezkým prvek Cornwallu.","Je třeba zvážit řadu okolností, protože tahle nemovitost vejde nejspíš do povědomí jako „ne až tak pěkná část“ Cornwallu.",1.84614572425677,2017,REFERENCE
"Mr Putin lashed out, accusing Ankara of stabbing Moscow in the back.",lashed out,"Pan Putin zasáhl, obviní Ankaru z pobodání Moskvy v zádech.","Putin rozdával rány okolo sebe a Ankaru obvinil z toho, že Moskvě vrazila nůž do zad.",1.52760951489706,2017,REFERENCE
"A generation who played the game when younger have joined the craze, jumping off the couch for the search.",jumping off,"Generace, která hrála hru, když mladší z nich se přidala k módě, skočí z gauče na hledání.","Mánie zachvátila generaci, která v mladším věku hru hrála, zvedá ji ze sedaček a žene ven hledat Pokémony.",1.14807009222377,2017,REFERENCE
"He mocked the ""poor, pathetic"" television pundits who try to figure him out and said, ""They can't!""",figure out,"Posmíval se „špatným ubohým“ televizním expertům, kteří se ho snaží vyřešit a řekli: „nemůžou!“","Vysmál se „ubohým, patetickým“ televizním učencům, kteří se jej pokouší pochopit, a řekl: „To nedokáží!“",1.88756831648402,2017,REFERENCE
