src,VPC_Candidate,mt,ref,score,year,system
The IOC intends to set up a disciplinary committee to handle the case.,set up,"Das IOC will einen Disziplinarausschuß einrichten, um den Fall zu behandeln.",Das IOC will eine Disziplinarkommission zu dem Fall einrichten.,1.12727142153235,2017,REFERENCE
"'This sends out to those who feel that they can behave without recrimination, as well as those blighted by such behaviour,' she said.",sends out,"""Das ist an jene gerichtet, die das Gefühl haben, dass sie sich ohne Abwehr verhalten können, ebenso wie jene, die durch ein solches Verhalten befleckt werden"", sagte sie.","""Dies geht an diejenigen, die sich denken, dass sie sich ohne Selbstvorwürfe benehmen können sowie an diejenigen, die von so einem Verhalten geschädigt wurden,"" sagte sie.",1.37707956533788,2017,REFERENCE
"The company announced that Gerhard Hausruckinger, who is currently a member of the board of directors, will take over the management of the board on 1 September.",take over,"Das Unternehmen kündigte an, dass Gerhard Hausruckinger, der derzeit Vorstandsmitglied ist, am 1. September die Geschäftsführung übernehmen wird.","Die Führung im Vorstand übernehme bereits zum 1. September das bisherige Vorstandsmitglied Gerhard Hausruckinger, teilte das Unternehmen mit.",1.06281053932284,2017,REFERENCE
"In addition to a fixed abode, internships, apprenticeships, school places, ""one-euro"" traineeship jobs and temporary jobs need to be found or set up for refugees and migrants.",set up,"Neben einem festen Abschied, Praktika, Lehrstellen, Schulplätzen, ""One-Euro"" -Praktikum-Jobs und befristeten Arbeitsstellen müssen Flüchtlinge und Migranten eingesetzt werden.","Neben einer festen Bleibe sind es Praktikumsplätze, Ausbildungsstellen, Schulplätze, Ein-Euro-Jobs und Aushilfstätigkeiten für Flüchtlinge und Migranten, die gefundnen oder eingerichtet werden müssen.",1.06281053932284,2017,REFERENCE
The IOC intends to set up a disciplinary committee to handle the case.,set up,"Das IOC will einen Disziplinarausschuß einrichten, um den Fall zu behandeln.",Das IOC will eine Disziplinarkommission zu dem Fall einrichten.,1.18692188805932,2017,REFERENCE
"Current chairman, Breitbrunn's mayoress Gertrud Bühl (FW), looks back to when Ruper Göller was brought on as a water officer in 1985, and was promoted to Managing Director of the Association as soon as 1988.",brought on,"Der amtierende Vorsitzende, Breitbrunn mayoress Gertrud Bühl (FW), blickt zurück, als Ruper Göller 1985 als Wasserbeauftragte mitgebracht wurde, und wurde bereits 1988 zum Geschäftsführer des Vereins befördert.","Die aktuelle Vorsitzende, Breitbrunns Bürgermeisterin Gertrud Bühl (FW), erinnerte daran, dass Rupert Göller 1985 als Wasserwart eingestellt und schon 1988 zum Geschäftsführer des Zweckverbandes ernannt wurde.",1.40949953018436,2017,REFERENCE
"And he may not be done for some time - Dettori has previously said he would like to carry on competing until the age of 50, at least.",carry on,"Und er mag für einige Zeit nicht getan werden - Dettori hat vorher gesagt, er würde im Wettbewerb bis zum Alter von 50, zumindest.","Und er ist noch lange nicht am Ende - Dettori hat früher einmal gesagt, dass er bei Wettbewerben bis zu seinem mindestens 50.ten Lebensjahr weitermachen will.",1.40949953018436,2017,REFERENCE
"This is rather less magical than it sounds: the seats in the back can be flipped up like cinema seats to reveal additional loading space, measuring 1.24 m from floor to ceiling.",flipped up,"Das ist etwas weniger magisch als es klingt: Die Sitze im Rücken können wie Kinositze aufflicken, um zusätzliche Ladeflächen aufzudecken, messen 1,24 m vom Boden bis zur Decke.","Das ist weniger magisch, als es klingt: Die Sitzflächen der Rückbank lassen sich wie Kinosessel hochklappen und bieten dadurch Stauraum, der vom Boden bis zur Decken 1,24 m hoch ist.",1.18692188805932,2017,REFERENCE
"These are the findings of a representative poll carried out by INSA, a polling institute, on behalf of ""Bild"" newspaper.",carried out,"Dies sind die Ergebnisse einer repräsentativen Umfrage von INSA, einem Wahlinstitut, im Namen der ""Bild"" -Zeitung.","Dies ergaben repräsentative Umfragen des Meinungsforschungsinstituts INSA für die ""Bild""-Zeitung (Freitag).",1.40949953018436,2017,REFERENCE
"Nokia, Motorola and Blackberry, who used to dominate the market, lost out.",lost out,"Nokia, Motorola und Blackberry, die den Markt dominieren, verloren.","Nokia, Motorola und Blackberry, die den Markt beherrschten, hatten das Nachsehen.",1.16851268433334,2017,REFERENCE
"To make it even worse, she sized up how she looked in them, peeled them off and put them back on the shelf.",sized up,"Um es noch schlimmer zu machen, so groß wie sie es in ihnen sah, lösten sie ab und legten sie auf das Regal zurück.","Um die Situation zu verschlimmern, musterte sie, wie sie darin aussah, zog sie aus und legte sie wieder zurück ins Regal.",1.46996820332227,2017,REFERENCE
"In a nutshell, players on smartphones go out looking for Pokémons, which are tracked with a GPS and, once found, can be 'photographed' (via a screenshot on your phone) or 'captured'.",go out,"Kurz gesagt: Spieler auf Smartphones suchen nach Pokémons, die mit einem GPS verfolgt werden und einmal gefunden werden können (über einen Screenshot auf Ihrem Handy) oder 'gefangen'.","Kurz gesagt gehen die Spieler mit ihren Smartphones nach draußen und suchen nach Pokémons, die mit einem GPS nachverfolgt werden und, sobald sie einmal gefunden wurden, ""fotografiert"" (über einen Screenshot auf dem Handy) oder ""gefangen genommen"" werden können.",1.38478199035282,2017,REFERENCE
"Instead of toning things down for a general election audience, Mr. Trump has taken an even more caustic tone in recent days as his poll numbers have continued to tumble.",toning down,"Anstatt die Dinge für ein allgemeines Wahlpublikum abzubauen, hat Herr Trump in den letzten Tagen noch einmal mehr klantische Töne eingenommen, da seine Wahlzahlen an Tumoren fortgesetzt wurden.","Anstatt den Ton für die Präsidentschaftswahlen zu entschärfen, hat Mr. Trump einen noch ätzenderen Ton angenommen, da seine Umfragewerte weiter zurückgegangen sind.",1.38478199035282,2017,REFERENCE
"'I'd hate to get home with a new pair of knickers and find another woman had put them on and taken them off again, and they hadn't been washed.'",put on,"""Ich würde es hassen, mit einem neuen Knickner zu Hause zu kommen und eine andere Frau zu finden, die sie wieder aufgenommen hatte und sie nicht gewaschen haben.","""Ich würde es hassen, mit einem neuen Paar Unterhosen nach Hause zu gehen und herauszufinden, dass eine andere Frau sie anhatte und wieder auszog und sie nicht gewaschen wurden.""",1.31592111393706,2017,REFERENCE
"It may be the case that they hunt down sleeping animals, or patrol on the ocean floor and look out for corpses that have sunk downwards from higher levels of water.",hunt down,"Es kann der Fall sein, dass sie schlafende Tiere jagen, oder patrouillieren auf dem Meeresboden und sehen sich für Korpsen aus, die sich von einem höheren Wassergehalt abkühlen lassen.","Möglicherweise jagen sie schlafende Tiere oder patrouillieren am Grund des Eismeeres und suchen Kadaver, die aus höheren Wasserschichten nach unten torkeln.",1.14801144278375,2017,REFERENCE
"After Verb closed, she said, she gave up drinking coffee for a while.",gave up,"Nachdem Verb geschlossen wurde, sagte sie, sie gebe Kaffee für eine Weile.","Nachdem das Verb geschlossen hatte, gab sie eine Weile das Kaffeetrinken auf, sagte sie.",1.24475737737332,2017,REFERENCE
"It will be exciting to see how Neuling AfD carves things up, and whether a coalition can be formed with what's left at the end.",carves up,"Es wird spannend sein zu sehen, wie Neuling AfD die Dinge aufbereitet, und ob eine Koalition mit der linken Seite gebildet werden kann.","Spannend wird, wie stark Neuling AfD abschneidet und was am Ende Koalitionstaugliches übrig bleibt.",1.27826994710041,2017,REFERENCE
"The make-up of this team, rounded out by Aly Raisman, who is Jewish, and Madison Kocian, who is Catholic, is making everyone proud.",rounded out,"Die Einrichtung dieses Teams, abgerundet von Aly Raisman, ist Jüdischen, und Madison Kocian, der Karlsburg ist, macht alle stolz.","Die Struktur dieser Mannschaft, die Aly Raisman, die Jüdin ist und Madison Kocian, die Katholikin ist, abrunden, macht jeden stolz.",1.12500429027107,2017,REFERENCE
"""We all need to learn to put our phones down from time to time,"" said Janina Kugel, Siemens HR Director.",put down,"""Wir müssen alle lernen, um unsere Telefone von Zeit zu Zeit zu setzen"", sagte Janina Kugel, Siemens HR Director.","""Wir müssen alle lernen, das Smartphone auch mal wegzulegen"", sagte gerade Janina Kugel, im Siemens-Vorstand für Personal zuständig.",1.10910099750817,2017,REFERENCE
Mr Hartman has headed up GfK since 2011.,headed up,Herr Hartman hat die GfK seit 2011 geleitet.,Herr Hartmann ist seit 2011 an der GfK-Spitze.,1.31592111393706,2017,REFERENCE
"Then again, the hackers know that, and do all they can to build up a good reputation.",build up,"Dann wissen die Hacker das, und tun alles, um einen guten Ruf aufzubauen.","Die Hacker wiederum wissen das und versuchen alles, um eine gute Reputation aufzubauen.",1.40949953018436,2017,REFERENCE
"Too excited, went out like stink, died like a pig.",went out,"Zu begeistert, ging aus wie stink, starb wie ein Schwein.","Zu aufgeregt, ging ab wie Mief, starb wie ein Schwein.",1.12500429027107,2017,REFERENCE
It has retreated from them since it nearly collapsed eight years ago and had to be bailed out.,bailed out,"Sie hat sich von ihnen zurückgezogen, seit sie vor acht Jahren fast zusammengebrochen und gerettet werden musste.","Die Bank hat sich seitdem distanziert, als sie vor acht Jahren fast kollabierte und gerettet werden musste.",1.18692188805932,2017,REFERENCE
We got up because it was so quiet here - we're not used to that!,got up,"Wir haben es geschafft, weil es so ruhig war - wir werden nicht dazu benutzt!","Wir standen auf, weil es hier so ruhig war - das sind wir nicht gewohnt!",1.10910099750817,2017,REFERENCE
"Fiji started magnificently, bouncing off GB tackles for fun.",bouncing off,Die Fidschi-Inseln haben sich in hervorragender Weise mit dem Spiel auf den Spaß gemacht.,Fiji begann wundervoll und ließ die Angriffe GBs aus Spass abprallen.,1.34930179720262,2017,REFERENCE
"She grew up in Blue Bell, Pa., first picked up a field hockey stick when she was 3 (her twin older sisters played the sport at Drexel) and joined the national team when she was 16, becoming its youngest player ever.",grew up,"Sie wuchs in Blue Bell, Pa an, zunächst einen Feldhockey-Stick, als sie 3 war (sie spielte den Sport bei Drexel) und wechselte bei der Nationalmannschaft, als sie 16 war, zu ihrem Jüngsten.","Sie wuchs in Blue Bell, Pennsylvania auf, und hatte das erste Mal mit drei Jahren einen Hockeyschläger in Händen (ihre beiden älteren Schwestern spielten den Sport an der Drexel Universität), mit 16 Jahren wurde sie Nationalspielerin der USA, die jüngste in der Geschichte des Teams.",1.37707956533788,2017,REFERENCE
"Professor Carole Longson, director at the NICE health technology evaluation centre, said: ""Despite the availability of effective secondary prevention treatments, as many as a quarter of people who have had a heart attack go on to have another heart attack or stroke - often with devastating consequences.""",go on,"Professor Carole Longson, Leiter des Gesundheitstechnologieberichts NICE, sagte: ""Trotz der Verfügbarkeit wirksamer sekundärer Präventionsmaßnahmen, wie viele Menschen, die einen Herzinfarkt gehabt haben, gehen auf einen anderen Herzinfarkt oder Schlaganfall - oft mit verheerenden Folgen"".","Professor Carole Longson, Direktorin des NICE Gesundheitstechnologieevaluierungszentrums sagte: ""Trotz der Verfügbarkeit von Sekundärprävention haben ein Viertel aller Personen, die einen Herzinfarkt erlitten haben, einen weiteren Herzinfarkt oder einen Schlaganfall - oft mit desaströsen Folgen.""",1.24475737737332,2017,REFERENCE
"The cover revelation was followed by a bizarre (or simply Keeping Up with the Kardashians-esque?), scripted reality video that featured the entire Kardashian-Jenner family (bar troublemakers Rob and Caitlyn, and joined by everyone's favourite showbiz uncle, Keeping Up producer Ryan Seacrest) forgetting about their sister's cover, only to end with the classic twist: they were all planning a surprise party.",Keeping Up,"Die Cover-Offenbarung folgte ein bizarres (oder einfach Keeping Up mit dem Kardashians-esque?), schrill Reality-Video, das die gesamte Kardashian-Jenner-Familie (Bar-Störmacher Rob und Caitlyn, und trat von jedem favorisierten Showbiz-Onkel, Keeping Up Producer Ryan Seacrest) zu vergessen über ihre Schwester 's Cover, nur zu Ende mit dem Klassiker: Sie alle planen eine Überraschungspartei.","Der Enthüllung des Covers folgte ein bizarres (oder einfach Keeping Up with the Kardashians ähnliches?), geskriptetes Reality-Video, das die gesamte Kardashian-Jenner Familie zeigt (mit Ausnahme der Problemfälle Rob und Caitlyn sowie in Anwesenheit des allseits beliebtesten Showbiz-Onkels und Produzenten von Keeping Up Ryan Seacrest), wie sie das Cover ihrer Schwester vergessen und das mit einer klassischen Wendung endet: sie haben alle eine Überraschungsparty geplant.",1.27826994710041,2017,REFERENCE
Police are appealing for witnesses after a woman was run over by several vehicles on a motorway in the early hours of Thursday in an apparent act of suicide.,run over,Polizisten rufen nach einer Frau nach einer Frau auf einer Autobahn in den Anfangszeiten am Donnerstag in einem scheinbaren Akt von Selbstmord ein.,"Die Polizei ruft Zeugen auf, nachdem eine Frau in den frühen Morgenstunden am Donnerstag bei einem vermutlichen Selbstmord von mehreren Fahrzeugen auf einer Autobahn überfahren wurde.",1.24475737737332,2017,REFERENCE
"Alcoa said the decision to close out the contracts ""does not affect Alcoa's ... ability to operate the smelter or secure electricity supply to the smelter.""",close out,"Alcoa sagte die Entscheidung, die Verträge zu schließen ""nicht auf Alcoa 's...","Alcoa sagte, dass die Entscheidung, die Verträge auszubuchen, die""Fähigkeit Alcoas... die Schmelzerei zu betreiben oder die Stromversorgung an die Schmelzerei zu gewährleisten"" nicht beeinträchtige.",1.34930179720262,2017,REFERENCE
This is given out to popularise swimming in underrepresented countries.,given out,Dies wird in unterrepräsenten Ländern genutzt.,"Dies wird verteilt, um Schwimmen in unterrepräsentierten Ländern bekannter zu machen.",1.42181814949572,2017,REFERENCE
"These days, Mr. Rosenthal still gets his regular order, but sometimes he'll switch things up with the bacon, egg and cheese on an everything bagel.",switch up,"Diese Tage, Herr Rosenthal bekommt seine regelmäßige Bestellung, aber manchmal wird er mit dem Speck, Ei und Käse auf einem alles Bagel wechseln.","Heutzutage bekommt Rosenthal immer noch seine übliche Bestellung, aber manchmal wechselt er sein Everything-Bagel mit Speck, Ei und Käse ab.",1.24475737737332,2017,REFERENCE
"His reason for acquiring such a vast number of albums and singles is partly a result of his disposable income: he is now able to buy records he couldn't afford when they originally came out, and to repurchase items he sold when he was young and skint.",came out,"Sein Grund für den Erwerb einer derart riesigen Zahl von Alben und Singles ist zum Teil ein Ergebnis seines verfügbaren Einkommens: Er kann jetzt Aufzeichnungen kaufen, die er sich nicht leisten konnte, als sie ursprünglich kamen, und um Gegenstände zu kaufen, die er verkauft, als er jung und skint war.","Der Grund, warum er eine solch beträchtliche Anzahl an Alben und Singles besitzt, ist das Ergebnis seines verfügbaren Einkommens: er ist jetzt in der Lage, Platten zu kaufen, die er sich nicht leisten konnte, als sie erschienen und erneut Gegenstände zu kaufen, die er verkaufte, als er jung und pleite war.",1.34930179720262,2017,REFERENCE
"The 22-year-old victim had been drinking and had passed out on the road, the court heard.",passed out,"Der 22-Jährige hatte sich zum Trinken und hatte am Straßenrand vorbeigefahren, das Gericht hörte.","Das 22-jährige Opfer hatte getrunken und ist auf der Straße bewusstlos geworden, vernahm das Gericht.",1.34930179720262,2017,REFERENCE
"They explain to their victims via chat how to pay using Bitcoin, set up freely-accessible support websites, or decrypt sample files for free.",set up,"Sie erklären ihre Opfer über Chats, wie sie mit Bitcoin bezahlen, frei zugängliche Unterstützungs-Websites einrichten oder die Stichproben kostenlos entschlüsseln.","Sie erklären ihren Opfern per Chat, wie sie per Bitcoin zahlen können, richten frei zugängliche Support-Websites ein oder entschlüsseln umsonst Beispiel-Dateien.",1.34930179720262,2017,REFERENCE
"This is why the commune's homes need to be beefed up, as it is so neatly put.",beefed up,"Aus diesem Grund müssen die Wohnungen der Gemeinde befischt werden, da sie so sauber sind.","Daher müssen gemeindliche Wohnungen ertüchtigt werden, wie es so schön heißt.",1.37707956533788,2017,REFERENCE
"If you suffer from these issues, you're in good company: According to the Robert Koch Institute, around a quarter of adults suffer from sleep disorders, and more than ten percent find that they often or always wake up not feeling refreshed.",wake up,"Wenn Sie unter diesen Fragen leiden, sind Sie in gutem Unternehmen: Laut Robert Koch-Institut leiden etwa ein Viertel der Erwachsenen unter Schlafstörungen, und mehr als zehn Prozent finden, dass sie oft oder immer wieder aufwachen.",Immerhin ist man mit solchen Problemen in guter Gesellschaft: Laut dem Robert Koch-Institut hat etwa ein Viertel der Erwachsenen Schlafstörungen und mehr als zehn Prozent empfinden ihren Schlaf häufig oder dauerhaft als nicht erholsam.,1.27826994710041,2017,REFERENCE
We got up because it was so quiet here - we're not used to that!,got up,"Wir haben es geschafft, weil es so ruhig war - wir werden nicht dazu benutzt!","Wir standen auf, weil es hier so ruhig war - das sind wir nicht gewohnt!",1.37707956533788,2017,REFERENCE
"""I think we still might take them up on it,"" Mr. Rodriguez said.",take up,"""Ich denke, dass wir sie immer noch auf sie nehmen können"", sagte Rodriguez.","""Ich denke, wir werden noch auf ihr Angebot eingehen,"" sagte Rodriguez.",1.24165133560936,2017,REFERENCE
"Gerdes announced that the company wanted to increase the size of its fleet of electric cars considerably, and that its long-term aim was to switch over completely to these environmentally friendly vehicles.",switch over,"Gerdes gab bekannt, dass die Firma die Größe ihrer Flotte von Elektroautos beträchtlich erhöhen wollte und dass ihr langfristiges Ziel darin bestand, diese umweltfreundliche Fahrzeuge vollständig zu nutzen.","Gerdes hatte angekündigt, der Konzern wolle seine Flotte von Elektroautos deutlich vergrößern und peile langfristig eine komplette Umstellung auf die umweltfreundlichen Fahrzeuge an.",0.979734698812601,2017,REFERENCE
This sentiment has boiled up again with the news of Jenner's Vogue cover appearance.,boiled up,Diese Stimmung hat sich mit der Nachricht von Jenners Vogue-Cover-Auftritt noch einmal gekocht.,"Diese Gefühle kochten wieder hoch, als die Nachricht mit dem Erscheinen Jenners auf dem Vogue Cover herauskam.",1.18692188805932,2017,REFERENCE
"After the morning session on the fourth day of the pilgrimage in the impressive cloisters of St. Peter, they started off on the final stage to Freiburg.",started off,Nach der Morgensitzung am vierten Tag der Pilgerfahrt in den beeindruckenden Kreuzfahrtschulen St. Peter starteten sie auf der Endstufe nach Freiburg.,Nach dem Morgenimpuls am vierten Pilgertag in der imposanten Klosterkirche von St. Peter ging es auf die Schlussetappe nach Freiburg.,1.34930179720262,2017,REFERENCE
"With 5 percent, the FPD could hope to return, but the Pirates, by contrast, would miss out - unlike in 2011.",miss out,"Mit 5 Prozent könnte die FPD hoffen, wieder zurückzukehren, aber die Pirates würden im Gegensatz zu 2011 im Gegensatz zu 2011 fehlen.","Mit 5 Prozent könnte die FDP auf eine Rückkehr hoffen, die Piraten würden dagegen im Gegensatz zu 2011 den Einzug verpassen.",1.16851268433334,2017,REFERENCE
"Also overnight in Rio, the news about Danekowa's positive test leaked out, and the 33-year-old went on the offensive herself.",leaked out,"Auch über Nacht in Rio, die Nachricht über Danekowa 's positiven Test leuchtete, und der 33-Jährige ging auf die Offensive selbst.","Ebenfalls in der Nacht von Rio sickerte die Nachricht über die positive Probe bei Danekowa durch, die 33-Jährige ging damit selbst in die Offensive.",1.37707956533788,2017,REFERENCE
"In a nutshell, players on smartphones go out looking for Pokémons, which are tracked with a GPS and, once found, can be 'photographed' (via a screenshot on your phone) or 'captured'.",go out,"Kurz gesagt: Spieler auf Smartphones suchen nach Pokémons, die mit einem GPS verfolgt werden und einmal gefunden werden können (über einen Screenshot auf Ihrem Handy) oder 'gefangen'.","Kurz gesagt gehen die Spieler mit ihren Smartphones nach draußen und suchen nach Pokémons, die mit einem GPS nachverfolgt werden und, sobald sie einmal gefunden wurden, ""fotografiert"" (über einen Screenshot auf dem Handy) oder ""gefangen genommen"" werden können.",1.34930179720262,2017,REFERENCE
40 percent of the victims willingly paid up the ransom demanded by the perpetrators so that they were able to use their systems and data that had been affected by the attack.,paid up,"40 Prozent der Opfer zahlten bereitwillig das von den Tätern geforderte Lösegeld, so dass sie ihre Systeme und Daten nutzen konnten, die vom Angriff betroffen waren.","40 Prozent der Opfer zahlten bereitwillig die von den Tätern geforderten Lösegelder, um die angegriffenen Systeme und Daten wieder nutzen zu können.",1.12500429027107,2017,REFERENCE
Mr Ivanov took up the post in December 2011.,took up,Herr Ivanov nahm den Posten im Dezember 2011 auf.,Ivanov nahm den Posten im Dezember 2011 an.,1.10910099750817,2017,REFERENCE
"The 22-year-old victim had been drinking and had passed out on the road, the court heard.",passed out,"Der 22-Jährige hatte sich zum Trinken und hatte am Straßenrand vorbeigefahren, das Gericht hörte.","Das 22-jährige Opfer hatte getrunken und ist auf der Straße bewusstlos geworden, vernahm das Gericht.",1.28191560319977,2017,REFERENCE
We got up because it was so quiet here - we're not used to that!,got up,"Wir haben es geschafft, weil es so ruhig war - wir werden nicht dazu benutzt!","Wir standen auf, weil es hier so ruhig war - das sind wir nicht gewohnt!",1.28191560319977,2017,REFERENCE
"And he may not be done for some time - Dettori has previously said he would like to carry on competing until the age of 50, at least.",carry on,"Und er mag für einige Zeit nicht getan werden - Dettori hat vorher gesagt, er würde im Wettbewerb bis zum Alter von 50, zumindest.","Und er ist noch lange nicht am Ende - Dettori hat früher einmal gesagt, dass er bei Wettbewerben bis zu seinem mindestens 50.ten Lebensjahr weitermachen will.",1.28191560319977,2017,REFERENCE
"This is why the commune's homes need to be beefed up, as it is so neatly put.",beefed up,"Aus diesem Grund müssen die Wohnungen der Gemeinde befischt werden, da sie so sauber sind.","Daher müssen gemeindliche Wohnungen ertüchtigt werden, wie es so schön heißt.",1.47720793355067,2017,REFERENCE
"She grew up in Blue Bell, Pa., first picked up a field hockey stick when she was 3 (her twin older sisters played the sport at Drexel) and joined the national team when she was 16, becoming its youngest player ever.",grew up,"Sie wuchs in Blue Bell, Pa an, zunächst einen Feldhockey-Stick, als sie 3 war (sie spielte den Sport bei Drexel) und wechselte bei der Nationalmannschaft, als sie 16 war, zu ihrem Jüngsten.","Sie wuchs in Blue Bell, Pennsylvania auf, und hatte das erste Mal mit drei Jahren einen Hockeyschläger in Händen (ihre beiden älteren Schwestern spielten den Sport an der Drexel Universität), mit 16 Jahren wurde sie Nationalspielerin der USA, die jüngste in der Geschichte des Teams.",1.28191560319977,2017,REFERENCE
