src,VID_Candidate,mt,ref,score,year,system
"They think you're sad and will be pleased because they got to you.""",get to [pron],"Sie denken, du bist traurig und wirst dich freuen, weil sie dich erreicht haben „.","Sie denken, dass du traurig bist und werden sich freuen, weil sie dich erwischt haben.""""",-0.162789551152869,2019,HUMAN
"I remember thinking, what are they going to put on my tombstone?",put on [pron] tombstone,"Ich erinnere mich, dass ich dachte, was werden sie auf meinen Grabstein setzen?","Ich erinnere mich, darüber nachgedacht zu haben, was sie auf meinen Grabstein schreiben würden.",0.588105891662688,2019,HUMAN
"On Sunday, though, there is nobody to help you out of your hole.",help out of [pron] hole,"Am Sonntag allerdings gibt es niemanden, der einem aus seinem Loch hilft.","Am Sonntag gibt es aber niemanden, der dir aus deinem Loch hilft.",0.595923944072965,2019,HUMAN
"Instead, he noted, the U.S. is continuing sanctions aimed at keeping up pressure.",keep up,"Stattdessen setze die USA ihre Sanktionen fort, um den Druck aufrecht zu erhalten.","Stattdessen, so stellte er fest, setzen die USA die Sanktionen fort, um den Druck aufrecht zu erhalten.",0.71726070831804,2019,HUMAN
Tough talk 'and then we fell in love',fall in love,Hartes Gerede „und dann haben wir uns verliebt“,"Tough Talk, und dann haben wir uns verliebt.",-0.281026522330924,2019,HUMAN
"Warren replied that it's time ""for women to go to Washington to fix our broken government, and that includes a woman at the top.""",go to washington,"Warren antwortete, es sei an der Zeit, „dass Frauen nach Washington gehen, um unsere kaputte Regierung zu reparieren, und dazu gehört auch eine Frau an der Spitze“.","Warren antwortete, dass es an der Zeit sei, dass Frauen nach Washington gingen, um unsere kaputte Regierung in Ordnung zu bringen, und dazu gehört auch eine Frau an der Spitze.",0.473553673043421,2019,HUMAN
"The company calls it ""personal empowerment through data.""",call it,Das Unternehmen nennt es „persönliche Stärkung durch Daten“.,Das Unternehmen nennt es „Personen befähigen durch Daten.“,0.111508648011824,2019,HUMAN
"""It's time for women to go to Washington and fix our broken government and that includes a woman at the top,"" she said, according to The Hill.",go to washington,"„Es ist Zeit für Frauen, nach Washington zu gehen und unsere kaputte Regierung zu reparieren, und dazu gehört auch eine Frau an der Spitze“, sagte sie laut The Hill.","""Es ist Zeit für Frauen, nach Washington zu gehen und unsere kaputte Regierung zu reparieren, und das schließt eine Frau an der Spitze ein"", sagte sie, laut The Hill.",0.64095878863378,2019,HUMAN
"Troops fired on a peaceful demonstration at the plaza on Oct. 2, 1968, killing as many as 300 people at a time when leftist student movements were taking root throughout Latin America.",take root,"Truppen feuerten am 2. Oktober 1968 auf eine friedliche Demonstration auf dem Platz und töteten bis zu 300 Menschen zu einer Zeit, als linke Studentenbewegungen in ganz Lateinamerika Fuß fassten.",Truppen hatten am 2. Oktober 1968 eine friedliche Demonstration linker Studentengruppen mit Waffengewalt beendet. Dabei wurden um die 300 Menschen getötet.,0.321502969817037,2019,HUMAN
"The number of North Korean defectors to South Korea has fallen since Kim Jong-un came to power seven years ago, a South Korean lawmaker has said.",come to power,"Die Zahl der nordkoreanischen Überläufer nach Südkorea ist gesunken, seit Kim Jong-un vor sieben Jahren an die Macht kam, sagte ein südkoreanischer Abgeordneter.","Die Zahl der nordkoreanischen Überläufer nach Südkorea ist gesunken, seit Kim Jong-un vor sieben Jahren an die Macht kam, sagte ein südkoreanischer Abgeordneter.",0.62915360775161,2019,HUMAN
Bring in your financial advisor: Your advisor can also help you come up with a way to pay for those expenses.,come up,"Bringen Sie Ihren Finanzberater mit: Ihr Berater kann Ihnen auch helfen, einen Weg zu finden, um diese Ausgaben zu bezahlen.","Ziehen Sie Ihren Finanzberater hinzu: Ihr Berater kann Ihnen auch helfen, eine Möglichkeit zu finden, diese Ausgaben zu bezahlen.",0.675088528075194,2019,HUMAN
"The expert who played the carillon in July called it something else: ""A cultural treasure"" and ""an irreplaceable historical instrument.""",call it,"Der Experte, der das Glockenspiel im Juli spielte, nannte es etwas anderes: „Ein kultureller Schatz“ und „ein unersetzliches historisches Instrument“.","Der Experte, der im Juli das Glockenspiel spielte, nannte es noch etwas anderes: ""Ein Kulturschatz"" und ""ein unersetzliches historisches Instrument"".",0.669916330877136,2019,HUMAN
"It was a third Elite League defeat of the season for Adam Keefe's men, who had come from behind to beat Dundee 2-1 in Belfast on Friday night.",come from behind,"Für die Männer von Adam Keefe, die am Freitagabend in Belfast Dundee mit 2: 1 geschlagen hatten, war es die dritte Saisonniederlage in der Elite League.","Es war die dritte Niederlage der Saison in der Elite League für das Team von Adam Keefe, das Dundee am Freitagabend nach einer Aufholjagd 2:1 besiegte.",-0.212555351155038,2019,HUMAN
"'At the end of it one girl came up to me and said: 'Why am I only being told this now, in my senior year?'",come up,"„Am Ende kam ein Mädchen auf mich zu und sagte:“ Warum wird mir das erst jetzt, in meinem Abschlussjahr, erzählt? „","Am Ende kam ein Mädchen zu mir und sagte: ""Warum wird mir das erst jetzt, in meinem Abschlussjahr, gesagt?",0.436488479172484,2019,HUMAN
"While Ri reprised familiar North Korean complaints about Washington's resistance to a ""phased"" approach to denuclearization under which North Korea would be rewarded as it took gradual steps, his statement appeared significant in that it did not reject unilateral denuclearization out of hand as Pyongyang has done in the past.",reject out of hand,"Während Ri bekannte nordkoreanische Beschwerden über Washingtons Widerstand gegen einen „stufenweisen“ Ansatz zur Denuklearisierung wiederholte, bei dem Nordkorea für seine schrittweisen Schritte belohnt würde, erschien seine Erklärung insofern bedeutsam, als sie eine einseitige Denuklearisierung nicht von vornherein ablehnte, wie es Pjöngjang in der Vergangenheit getan hat.","Während Ri die bekannten nordkoreanischen Beschwerden über den Widerstand Washingtons gegen einen „schrittweisen“ Ansatz zur Entnuklearisierung, bei dem Nordkorea mit allmählichen Schritten belohnt würde, wieder aufgriff, schien seine Erklärung insofern bedeutsam, als sie eine einseitige Entnuklearisierung nicht komplett ablehnte, wie es Pjöngjang in der Vergangenheit getan hat.",-1.04654298805697,2019,HUMAN
I still go through that in terms of the stresses and pressure of the job but management just feels right.,go through [pron],"Ich erlebe das immer noch in Bezug auf den Stress und den Druck des Jobs, aber das Management fühlt sich einfach richtig an.","Stress und Druck erlebe ich immer noch, aber im Management fühle ich mich zuhause.",0.598678563233555,2019,HUMAN
"""It was just trying to get into that position, to get on the ball and players like Shaq always play it forward as much as possible, so I just tried to create myself as much time as possible,"" Sturridge told LiverpoolFC.com.",play it,"„Es war nur der Versuch, in diese Position zu kommen, auf den Ball zu kommen und Spieler wie Shaq spielen ihn immer so weit wie möglich nach vorne, also habe ich einfach versucht, mir so viel Zeit wie möglich zu schaffen“, sagte Sturridge gegenüber LiverpoolFC.com.","""Ich habe nur versucht, in diese Position zu kommen, um an den Ball zu kommen und Spieler wie Shaq spielen immer so weit wie möglich nach vorne, so dass ich nur versucht habe, mir so viel Zeit wie möglich zu verschaffen“, sagte Sturridge LiverpoolFC.com.",0.985122296145528,2019,HUMAN
"While World Vision's staff from Donggala have made it safely to Palu city, where employees are sheltering in tarpaulin shelters set up in the courtyard of their office, they passed scenes of devastation on the way, Mr. Doseba said.",make it,"Während die Mitarbeiter von World Vision aus Donggala es sicher in die Stadt Palu geschafft haben, wo die Mitarbeiter in Planenunterkünften im Hof ihres Büros Schutz suchen, passierten sie unterwegs Szenen der Verwüstung, sagte Herr Doseba.","Während die Mitarbeiter von World Vision aus Donggala es sicher in die Stadt Palu geschafft haben, wo die Mitarbeiter in Planenunterkünften, die im Hof ihres Büros eingerichtet wurden, wurden sie unterwegs Zeuge von Szenen der Verwüstung, sagte Doseba.",0.603233848714802,2019,HUMAN
"But the Cromwell Society described Mr Crick's suggestion as ""folly"" and ""attempting to rewrite history.""",rewrite history,"Doch die Cromwell-Gesellschaft bezeichnete Cricks Vorschlag als „Torheit“ und „Versuch, die Geschichte umzuschreiben“.","Die Cromwell Society beschrieb jedoch Mr. Cricks Vorschlag als „Torheit"" und als ein „Versuch, die Geschichte neu zu schreiben.""",0.232170443869011,2019,HUMAN
A black congregation that had been worshiping nearby took title to the building.,take to the building,"Eine schwarze Gemeinde, die in der Nähe Gottesdienst gefeiert hatte, nahm das Gebäude in Besitz.","Eine schwarze Gemeinde, die in der Nähe eine Religion ausübten, erwarb das Gebäude.",0.669916330877136,2019,HUMAN
"""Nad was calling regularly to say it was really bad, that she wasn't expected to make it,"" said Mrs Ednan-Laperouse.",make it,"„Nad rief regelmäßig an, um zu sagen, dass es wirklich schlimm war, dass man nicht erwartet hatte, dass sie es schafft“, sagte Frau Ednan-Laperouse.","""Nad hat regelmäßig angerufen, um zu sagen, dass es wirklich übel war, dass sie es wahrscheinlich nicht schafft"", sagte Frau Ednan-Laperouse.",0.417657165944061,2019,HUMAN
"Climo stretched the Ayr lead with a penalty, before, right on half-time, he scored then converted a solo try to make it 17-5 to Ayr at the break.",make it,"Climo baute die Ayr-Führung mit einem Penalty aus, bevor er direkt zur Halbzeit einen Alleingang zum 17: 5 für Ayr zur Pause verwandelte.","Climo streckte die Führung von Ayr mit einem Strafstoß vor, ehe er direkt zur Halbzeit einen Treffer erzielte und dann einen Soloversuch machte, mit dem ihm in die 17:5 Pausenführung für Ayr gelang.",0.358634971808573,2019,HUMAN
"In front of parliament in Skopje, Vladimir Kavardarkov, 54, was preparing a small stage and pulling up chairs in front of tents set up by those who will boycott the referendum.",pull up,"Vor dem Parlament in Skopje bereitete Vladimir Kavardarkov, 54, eine kleine Bühne vor und zog Stühle vor Zelten hoch, die von denjenigen aufgestellt worden waren, die das Referendum boykottieren werden.","Vor dem Parlament in Skopje hat Wladimir Kavardarkow, 54, eine kleine Bühne vorbereitet und Stühle vor die Zelte, die von denjenigen aufgestellt wurden, die das Referendum boykottieren werden, gestellt.",-0.433753891029572,2019,HUMAN
"""It is not an easy task to get it there, but I would probably only view myself as being successful here if I can get the club back there.""",get it,"„Es ist keine leichte Aufgabe, es dorthin zu schaffen, aber ich würde mich hier wahrscheinlich nur dann als erfolgreich sehen, wenn ich den Verein dorthin zurückholen kann“.","„Es dorthin zu schaffen, ist keine leichte Aufgabe, aber ich würde mich wahrscheinlich nur dann als erfolgreich ansehen, wenn ich den Club wieder dorthin zurückbringen kann.""",0.598678563233555,2019,HUMAN
"But despite his colleagues fleeing for their lives, 21-year-old Anthonius Gunawan Agung refused to leave his post in the wildly swaying control tower at Mutiara Sis Al Jufri Airport Palu airport.",flee for [pron] life,"Doch trotz der Flucht seiner Kollegen um ihr Leben weigerte sich der 21-jährige Anthonius Gunawan Agung, seinen Posten im wild schwankenden Kontrollturm des Mutiara Sis Al Jufri Airport Palu zu verlassen.","Seine Kollegen liefen um ihr Leben, aber der 21-jährige Anthonius Gunawan Agung weigerte sich, seinen Posten im extrem schwankenden Kontrollturm am Flughafen Mutiara Sis Al Jufri Airport Palu zu verlassen.",0.413992332133019,2019,HUMAN
"Elisabeth Ferrell, Scottish officer for the Bat Conservation Trust, has encouraged the public to pitch in to help.",pitch in,"Elisabeth Ferrell, schottische Beamtin für den Bat Conservation Trust, hat die Öffentlichkeit ermutigt, sich einzuschalten, um zu helfen.","Elisabeth Ferrell, schottische Mitarbeiterin der Bat Conservation Trust, hat die Öffentlichkeit dazu ermutigt, zu helfen.",0.739360730471168,2019,HUMAN
"Lewis said the report would act ""as a line in the sand"" for the force, adding: ""Improvements have already been made and I take full responsibility for driving through the changes that are so obviously needed. In the five months I've been here I have met some exceptional police officers and staff, at all levels, and have seen lives saved and vulnerable people protected by the efforts and determination of frontline officers.""",act as a line in the sand,"Lewis sagte, der Bericht werde ""als Eine Linie im Sand"" für die Truppe fungieren und fügte hinzu: ""Verbesserungen wurden bereits vorgenommen, und ich übernehme die volle Verantwortung dafür, die Veränderungen, die so offensichtlich notwendig sind, durchzufahren. In den fünf Monaten, in denen ich hier war, habe ich einige außergewöhnliche Polizeibeamte und Mitarbeiter auf allen Ebenen getroffen und Leben gerettet und schutzbedürftige Menschen gesehen, die durch die Bemühungen und die Entschlossenheit der Frontoffiziere geschützt wurden.""","Der Bericht werde für die Truppe eine „rote Linie“ darstellen, sagte Lewis und fügte hinzu: „Verbesserungen wurden bereits vorgenommen, und ich übernehme die volle Verantwortung dafür, die so offensichtlich notwendigen Veränderungen durchzusetzen. In den fünf Monaten, die ich hier bin, habe ich einige außergewöhnliche Polizeibeamte und Mitarbeiter auf allen Ebenen kennen gelernt und gesehen, wie durch den Einsatz und die Entschlossenheit der Beamten an der Front Menschenleben gerettet und hilfsbedürftige Menschen geschützt werden.“",0.426303293658475,2020,HUMAN-A
"Responding to a tweet suggesting installing the Labour leader or another temporary prime minister, she said: ""Agree with this.",agree with [pron],"Als Reaktion auf einen Tweet, in dem sie vorschlug, den Labour-Chef oder einen anderen vorübergehenden Premierminister zu installieren, sagte sie: ""Stimmen Sie dem zu.","Sie antwortete auf einen Tweet, in dem eine Person vorschlug, den Vorsitzenden der Labour-Partei oder einen anderen Politiker vorübergehend zum Premierminister zu ernennen: „Stimme dem zu.",0.409381523502441,2020,HUMAN-A
"Security video, which has never been released, showed Alford stopped in the drive-thru when a second car pulled up behind him. Three suspects were then seen getting out of that car. One of them walked up to the driver's side, and shot Alford. The four people in Alford's car jumped out and ran. The suspects were then seen getting back into their car and driving away.",pull up,"Ein Sicherheitsvideo, das nie veröffentlicht wurde, zeigte Alford im Drive-Thru, als ein zweites Auto hinter ihm herfuhr. Drei Verdächtige wurden dann dabei beobachtet, wie sie aus dem Auto stiegen. Einer von ihnen ging auf die Fahrerseite und erschoss Alford. Die vier Personen in Alfords Auto sprangen heraus und rannten. Die Verdächtigen wurden dann gesehen, wie sie wieder in ihr Auto stiegen und wegfuhren.","Sicherheitsaufnahmen, die nie veröffentlicht wurden, zeigen, dass Alford im Drive-in angehalten hat, als ein zweites Auto hinter ihm heranfuhr. Danach konnten drei Verdächtige beobachtet werden, wie sie aus dem Auto ausstiegen. Einer von ihnen ging zu der Fahrerseite und erschoss Alford. Die vier Personen in Alfords Auto sprangen heraus und liefen weg. Die Verdächtigen wurden danach beobachtet, wie sie zurück in ihr Auto stiegen und wegfuhren.",0.285777261801146,2020,HUMAN-A
"'We both have sons, and we were bearing in mind that we are not just role models for girls but boys - and not just our sons, but generally in public too.'",bear in mind,"""Wir haben beide Söhne, und wir haben bedenken, dass wir nicht nur Vorbilder für Mädchen, sondern auch für Jungen sind - und nicht nur unsere Söhne, sondern generell auch in der Öffentlichkeit.""","„Wir haben beide Söhne, und wir denken dabei stets daran, dass wir nicht nur für Mädchen, sondern auch für Jungen ein Vorbild sind - und nicht nur für unsere eigenen Söhne, sondern auch in der Öffentlichkeit.“",0.905476939220165,2020,HUMAN-A
"Lawmakers last month updated the nation's oldest law governing police use of deadly force, making it now among the country's most comprehensive when combined with additional training.",make it,"Die Gesetzgeber haben im vergangenen Monat das älteste Gesetz des Landes aktualisiert, das den Einsatz tödlicher Gewalt durch die Polizei regelt, was es jetzt zu einem der umfassendsten des Landes macht, wenn es mit zusätzlicher Ausbildung kombiniert wird.","Gesetzgeber haben letzten Monat das älteste Gesetz des Landes aktualisiert, welches das Anwenden von tödlicher Gewalt durch Polizisten regelt, sodass es nun in Verbindung mit zusätzlichem Training zu den umfassendsten Gesetzen des Landes gehört.",0.855643359477151,2020,HUMAN-A
"""I wish I could trade places with you son, I wish I could trade places with you,"" Guy Alford, the victim's father, said.",trade with [pron] son,"""Ich wünschte, ich könnte Plätze mit dir Sohn tauschen, ich wünschte, ich könnte Plätze mit dir tauschen"", sagte Guy Alford, der Vater des Opfers.","„Ich wünschte, ich könnte mir dir tauschen, mein Sohn, ich wünschte, ich könnte mit dir tauschen“, sagte der Vater des Opfers, Guy Alford.",-0.0123199596678185,2020,HUMAN-A
"""While we already have among the strictest regimes on those products, if the evidence shows that further action is needed... we will not hesitate to take it.""",take it,"""Während wir bereits unter den strengsten Regelungen für diese Produkte haben, wenn die Beweise zeigen, dass weitere Maßnahmen erforderlich sind... wir werden nicht zögern, es zu nehmen.""","„Zwar verfügen wir bereits über eine der strengsten Regelungen für diese Produkte, doch wenn die Fakten zeigen, dass weitere Maßnahmen erforderlich sind ... werden wir nicht zögern, diese einzuleiten.“",1.07949419250453,2020,HUMAN-A
"""I think he took it as best as you could expect,"" said Doug Durham, one of Haskell's defense attorneys, according to the station. ""He was aware that this was a strong possibility.""",take it,"""Ich denke, er hat es so gut genommen, wie man es erwarten konnte"", sagte Doug Durham, einer von Haskells Verteidigern, laut dem Sender. ""Er war sich bewusst, dass dies eine starke Möglichkeit war.""","„Ich glaube, er hat es so gut wie menschenmöglich aufgenommen“, erklärte Doug Durham, einer von Haskells Strafverteidigern, laut dem Sender. „Er war sich bewusst, dass dies sehr wahrscheinlich war.“",0.396977150455861,2020,HUMAN-A
"It's unclear just how deeply such collective action may take root this fall, but it certainly would be fitting if the general strike returned to the Northwest in 2019. And from there we can only hope that its spirit will spread even further, into the heart of Midwestern farming, Southern manufacturing, Texan oil fields, Appalachian coal mines, Northeastern construction, the Silicon Valley tech giants, and everywhere in between. Lord knows that something's gotta give.",take root,"Es ist unklar, wie tief solche kollektiven Aktionen in diesem Herbst Wurzeln schlagen können, aber es wäre sicherlich angebracht, wenn der Generalstreik 2019 in den Nordwesten zurückkehren würde. Und von dort aus können wir nur hoffen, dass sich sein Geist noch weiter ausbreitet, in das Herz der Landwirtschaft im Mittleren Westen, in die südliche Produktion, in texanischen Ölfeldern, in den Kohlebergwerken Appalachen, im Nordosten, im Silicon Valley, und überall dazwischen. Der Herr weiß, dass etwas geben muss.","Die Tragweite solcher kollektiven Maßnahmen bis in diesen Herbst bleibt unklar, dennoch wäre sicherlich wünschenswert, den Generalstreik 2019 neuerlich in den Nordwesten zurückkehren zu sehen. Danach ist zu hoffen, dass er sich von dort aus noch weiter ausbreitet, bis in das Herz der Landwirtschaft im Mittleren Westen, in die Produktion im Süden, auf die texanischen Ölfelder, in die Kohleminen in den Appalachen, zu den Baugiganten des Nordostens, die Technologieriesen des Silicon Valley und alle anderen dazwischen. Gott weiß, dass wir handeln müssen.",0.617103852913723,2020,HUMAN-A
"In the United States, much of the attention in the third quarter has focused on a deal that failed to come to fruition - the planned IPO of WeWork parent We Company.",come to fruition,"In den Vereinigten Staaten konzentrierte sich ein Großteil der Aufmerksamkeit im dritten Quartal auf einen Deal, der nicht zustande kam - den geplanten Börsengang der WeWork-Mutter We Company.","In den USA konzentrierte sich ein Großteil der Aufmerksamkeit im dritten Quartal auf einen Deal, der nicht zustande kam - den geplanten Börsengang von We Company, der Muttergesellschaft von WeWork.",0.695633836131352,2020,HUMAN-A
"""It's clear we are going to completely break up this group,"" Duque said in a statement from the United States, where he traveled for the United Nations General Assembly this week.",break up,"""Es ist klar, dass wir diese Gruppe vollständig auflösen werden"", sagte Duque in einer Erklärung der Vereinigten Staaten, wohin er diese Woche zur Generalversammlung der Vereinten Nationen reiste.","„Klar ist, dass wir diese Gruppierung komplett auflösen werden“, sagte Duque in einem Statement in den Vereinigten Staaten, wo er aufgrund der Generalversammlung der Vereinten Nationen diese Woche hingereist ist.",0.349028196003285,2020,HUMAN-A
JAL and other airlines have yet to come up with way of anticipating seat reservations by serial snorers and passengers who fully recline their seats during in-flight meals.,come up,"JAL und andere Fluggesellschaften müssen sich noch einfallen lassen, um Sitzplatzreservierungen durch Serienschnorer und Passagiere, die ihre Sitze während der Mahlzeiten während des Fluges vollständig zurücklehnen, zu antizipieren.","Bei der JAL und anderen Fluggesellschaften gibt es jedoch noch keine Möglichkeit, Sitzplatzreservierungen durch notorische Schnarcher und Passagiere, die ihre Sitze während der Mahlzeiten an Bord vollständig zurücklehnen, vorherzusehen.",0.566973564293599,2020,HUMAN-A
"Lewis said the report would act ""as a line in the sand"" for the force, adding: ""Improvements have already been made and I take full responsibility for driving through the changes that are so obviously needed. In the five months I've been here I have met some exceptional police officers and staff, at all levels, and have seen lives saved and vulnerable people protected by the efforts and determination of frontline officers.""",act as a line in the sand,"Lewis sagte, der Bericht würde ""als Linie im Sand"" für die Truppe fungieren und fügte hinzu: ""Es wurden bereits Verbesserungen vorgenommen, und ich übernehme die volle Verantwortung dafür, die Änderungen durchzuarbeiten, die so offensichtlich notwendig sind. In den fünf Monaten, in denen ich war Hier habe ich einige außergewöhnliche Polizisten und Mitarbeiter auf allen Ebenen getroffen und gesehen, wie Leben gerettet und schutzbedürftige Menschen durch die Bemühungen und die Entschlossenheit von Frontoffizieren geschützt wurden. ""","Der Bericht werde für die Truppe eine „rote Linie“ darstellen, sagte Lewis und fügte hinzu: „Verbesserungen wurden bereits vorgenommen, und ich übernehme die volle Verantwortung dafür, die so offensichtlich notwendigen Veränderungen durchzusetzen. In den fünf Monaten, die ich hier bin, habe ich einige außergewöhnliche Polizeibeamte und Mitarbeiter auf allen Ebenen kennen gelernt und gesehen, wie durch den Einsatz und die Entschlossenheit der Beamten an der Front Menschenleben gerettet und hilfsbedürftige Menschen geschützt werden.“",0.628993789390841,2020,HUMAN-B
"""I thought about asking, and I thought about even using audio footage - that we have to come up with something - and in the end I didn't ask, and I just thought, 'I'm going to respect her new life and not put her in the position of having to ask'.",come up,"""Ich habe darüber nachgedacht zu fragen, und ich habe darüber nachgedacht, sogar Audiomaterial zu verwenden - dass wir uns etwas einfallen lassen müssen - und am Ende habe ich nicht gefragt, und ich dachte nur: 'Ich werde ihr neues Leben respektieren und sie nicht in die Lage versetzen zu fragen '.","„Ich habe darüber nachgedacht, sie zu fragen und dachte sogar darüber nach, Audioaufnahmen zu verwenden – dass wir uns etwas einfallen lassen müssen – aber letztendlich habe ich sie nicht gefragt und habe mir nur gedacht, ich werde ihr neues Leben respektieren und sie nicht in die Lage versetzen, Fragen zu müssen.",0.732185470318698,2020,HUMAN-B
