src,LVC_Candidate,mt,ref,score,year,system
"He went there with me, and I told him that I received an anonymous letter accusing him of having an affair with my wife, and that I was inclined to believe it.",have affair,"Šel tam se mnou a řekl mu, že jsem obdržel anonymní dopis, který ho obviňuje, že měl poměr s mou ženou, a že jsem se přiklonil k tomu.","Šel tam se mnou a já mu řekl, že jsem dostal anonym, že se schází s mou ženou a že tomu všechno nasvědčuje.",1.14807009222377,2017,REFERENCE
Police will need to get a court order if they wanted to track the movements of a concrete individual.,get order,"Policie bude muset získat soudní příkaz, pokud by chtěli sledovat pohyb konkrétního jedince.",Policie bude navíc v případě potřeby sledování konkrétní osoby potřebovat soudní příkaz.,1.42239331721917,2017,REFERENCE
"Mind you, that's a given for Moscow which has its own deep-seated fear of regime change.",have fear,"Vadí mi, že je to dané pro Moskvu, která má vlastní hluboký strach ze změny režimu.","Musíte pochopit, že pro Moskvu, která má hluboko zakořeněný strach ze změny režimu, je to dané.",1.43019178614265,2017,REFERENCE
"Skeldon, 47, whose name was on the tenancy, was given an antisocial behaviour order in June.",give order,"Skeldon, 47, jehož jméno byl na nájmu, byl vydán příkaz asociálního chování v červnu.","Skeldonové (47), jejíž jméno bylo uvedeno na nájemní smlouvě, byl v červnu udělen trest za antisociální chování.",1.21886427399489,2017,REFERENCE
"Just when I was ready to return to preparation in Příbram last year, I started having problems with my heart.",have problem,"Právě v době, kdy jsem byl připravený vrátit se do přípravy v Příbrami, jsem začal mít problémy se srdcem.","Akorát když jsem se chtěl loni hned vrátit do přípravy Příbrami, objevily se ještě problémy se srdcem.",1.14807009222377,2017,REFERENCE
"Sir Eric, pictured, made several recommendations to clean up the voting system including bringing your ID to prove who you are",make recommendation,"Sir Eric si představil několik doporučení, aby očistil hlasovací systém, včetně vašeho průkazu, abyste dokázal, kdo jste.","Sir Eric, na snímku, dal několik doporučení, jak volební systém vyčistit, včetně předložení dokladu totožnosti",1.14807009222377,2017,REFERENCE
"Sir Eric, pictured, made several recommendations to clean up the voting system including bringing your ID to prove who you are",make recommendation,"Sir Eric si představil několik doporučení, aby očistil hlasovací systém, včetně vašeho průkazu, abyste dokázal, kdo jste.","Sir Eric, na snímku, dal několik doporučení, jak volební systém vyčistit, včetně předložení dokladu totožnosti",1.07337932789546,2017,REFERENCE
"But if I may make a modest case for my particular favorite, let me call attention to the discreet charm of the trampoline.",make case,"Pokud ale mohu být skromný případ pro mého konkrétního favorita, dovolte mi, abych upozornil na nenápadný půvab trampolíny.","Ale pokud mohu jmenovat svého mimořádného favorita, dovolte mi upozornit na nenápadné kouzlo trampolíny.",1.30718878042318,2017,REFERENCE
"They have orders to shoot indiscriminately, the Daily Telegraph quoted the lawyer of the family of the dead girl, Tasnime Akunjee.",have order,"Mají rozkaz střílet nevybíravě, the Daily Telegraph právničku rodiny mrtvé dívky, Tasnime Akunjee.","Mají rozkaz bez rozmyslu střílet, cituje The Telegraph právníka rodiny zesnulé dívky Tasnima Akunjeeho.",1.14807009222377,2017,REFERENCE
"GB made wholesale changes at half-time and they plugged the Fijian dam...for all of four minutes, which by first-half standards was good, until Josua Tuisova went over after some brilliant Fijian interplay.",make change,"Gb provedl velké změny v poločase a ucpali přehradu... za všechny čtyři minuty, což bylo prvních půtek dobré, až do doby, kdy Jožka Tuisova.","Britové po poločase udělali hromadné změny a nápor Fidžanů zastavili... na celé dlouhé čtyři minuty, což v porovnání s prvním poločasem bylo dobré, dokud po brilantní mezihře Fidži Josua Tuisova nepronikl dál.",2.03764757352557,2017,REFERENCE
Did you leave everything to the experts or did you have a say in the final look of the interior?,have say,"Nechali jste všechno odborníkům, nebo jste měl v závěrečném pohledu na vnitro?","Nechali jste vše na odbornících, nebo jste sami zasahovali do konečné podoby interiéru?",1.07337932789546,2017,REFERENCE
She missed out on the 2008 Olympics when she did not make the cut for the final roster.,make cut,"Chyběla na olympiádě v roce 2008, kdy nezvládla porci pro konečného seznamu.","Olympiáda v 2008 jí unikla, protože se nedostala na finální soupisku.",1.88756831648402,2017,REFERENCE
Another option would be for French pilgrims heading to Mecca to pay a contribution of ten to twenty euros (an equivalent of 270 - 540 Czech crowns).,pay contribution,"Další možností by byla, kdyby francouzští poutníci do Mekky zaplatit příspěvek deset až dvacet eur (ekvivalent 270 - 540 českých korun).","Příspěvek deset až dvacet eur (270 až 540 korun) by pak mohli platit francouzští poutníci, kteří se vydají do Mekky.",1.84614572425677,2017,REFERENCE
"If necessary, those registered can be traced by the administrative authority, which alone will be able to access it; even we will not have access to the data, which are protected from misuse.",have access,"Pokud je to nezbytné, je sledována správním orgánem, který bude samostatně přístupný; i nebudeme mít přístup k údajům, které jsou chráněny před zneužitím.","Zaregistrovaní jsou v případě potřeby dohledatelní správním orgánem, který jako jediný bude mít možnost do ní nahlédnout, ani my sami nejsme schopni je vidět, data jsou proti zneužití chráněná.",1.86676387056863,2017,REFERENCE
"We spoke to each other there a couple of times, and we also hung out together after matches, so we had a chance to get to know each other.",have chance,"Mluvili jsme spolu už párkrát, a také jsme trávili spolu po zápasech, takže jsme měli možnost se poznat.","A párkrát jsme se tam spolu bavili, občas jsme spolu seděli večer po zápasech, takže už se známe i kamarádsky.",2.03764757352557,2017,REFERENCE
"I did some research on the internet to see what kind of player he is, and I saw some videos.",do research,"Pátral jsem na internetu, abych zjistil, jaký je to hráč a viděl jsem nějaká videa.","Hned jsem zjišťoval, co to je za hráče, našel jsem si na internetu, jak hraje, viděl jsem nějaká videa.",1.88756831648402,2017,REFERENCE
It will have two main tasks - to ensure that mosques are funded from domestic sources and to monitor imams.,have task,"Bude mít dva hlavní úkoly - zajistit, aby mešity byly financovány z domácích zdrojů a sleduje imámy.",Bude mít dva hlavní úkoly - zajistit financování mešit z domácích zdrojů a také dohlížet na imámy.,1.88756831648402,2017,REFERENCE
"According to his lawyer, Petr Toman, a potential objection may have a chance to succeed.",have chance,Podle jeho advokáta Petra Tomana případná námitka může mít šanci uspět.,Podle jeho advokáta Petra Tomana by ale případná námitka měla šanci na úspěch.,1.88756831648402,2017,REFERENCE
"We keep going together for walks and shopping, and everyone thinks we have a happy marriage.",have marriage,"Pořád spolu chodíme na procházky a nákup a všichni se domnívají, že máme šťastné manželství.","My spolu přitom chodíme na procházky a na nákup a všichni si myslí, jaké máme šťastné manželství.",2.03764757352557,2017,REFERENCE
"Moreover, the Inveraray Jail has a reputation as one of Scotland’s most haunted locations.",have reputation,Navíc Inveraray vězení má pověst jedné z nejstrašidelnějších míst.,"Mimoto je věznice Inveraray jednou z nejznámějších skotských lokalit, kde údajně straší.",1.52760951489706,2017,REFERENCE
Another option would be for French pilgrims heading to Mecca to pay a contribution of ten to twenty euros (an equivalent of 270 - 540 Czech crowns).,pay contribution,"Další možností by byla, kdyby francouzští poutníci do Mekky zaplatit příspěvek deset až dvacet eur (ekvivalent 270 - 540 českých korun).","Příspěvek deset až dvacet eur (270 až 540 korun) by pak mohli platit francouzští poutníci, kteří se vydají do Mekky.",2.03764757352557,2017,REFERENCE
"Gay tourists have access to special maps of Prague with a complete list of all gay and gay-friendly bars, clubs, coffee houses and restaurants in the form of mobile applications, etc.",have access,"Homosexuální turisté mají přístup do speciálních map Prahy s úplným seznamem všech veselých a přátelských gaye barů, klubů, kaváren a restaurací v podobě mobilních aplikací, atd.","Gay turistům jsou na podporu jejich cestování k dispozici speciální mapy Prahy s kompletním seznamem pražských gay a gay-friendly barů, klubů, kaváren a restaurací v podobě mobilních aplikací atd.",2.03764757352557,2017,REFERENCE
"Gay tourists have access to special maps of Prague with a complete list of all gay and gay-friendly bars, clubs, coffee houses and restaurants in the form of mobile applications, etc.",have access,"Homosexuální turisté mají přístup do speciálních map Prahy s úplným seznamem všech veselých a přátelských gaye barů, klubů, kaváren a restaurací v podobě mobilních aplikací, atd.","Gay turistům jsou na podporu jejich cestování k dispozici speciální mapy Prahy s kompletním seznamem pražských gay a gay-friendly barů, klubů, kaváren a restaurací v podobě mobilních aplikací atd.",1.50044542034027,2017,REFERENCE
"According to the Reuters agency, the material on monitoring the Russian hacks was encoded and only a small group of experts had access to it.",have access,Podle agentury reuters byl materiál na sledování ruských hacků zakódován a jen malá skupina odborníků měla přístup k němu.,"Materiál o sledování ruské stopy byl zakódován a přístup k němu měla jen malá skupina expertů, napsal Reuters.",1.88756831648402,2017,REFERENCE
"In general, this seaweed is considered to have miraculous powers.",have power,"Obecně platí, že tato mořská řasa je považována za zázračné schopnosti.",A vůbec má tahle řasa účinky téměř zázračné.,1.50044542034027,2017,REFERENCE
"In addition, players will have to do damage to their enemies.",do damage,Navíc hráči budou muset poškodit své nepřátele.,Někdy přitom navíc bude nutné likvidovat i nepřátele.,1.84614572425677,2017,REFERENCE
"Two jockeys have reached the milestone in jump racing - champion jockey Richard Johnson and retired 20-time champion Sir Anthony McCoy, who had more than 4,300 victories in a record-breaking career.",have victory,"Dva žokejové dosáhli milníku ve skoku závodního - šampiona Richarda Johnsona a vysloužilého dvacetiletého šampiona sira Anthonyho McCoye, který měl za sebou více než rekordmanskou kariéru.","Dva žokejové tohoto milníku dosáhli v překážkových dostizích - šampion žokej Richard Johnson a 20násobný šampion na penzi Sir Anthony McCoy, které během své kariéry lámající rekordy dovedl do cíle více než 4 300 vítězů.",1.84614572425677,2017,REFERENCE
If he does not then junior doctors are clear that they are prepared to take further industrial action.,take action,"Pokud se mu to pak nepovede, není jasné, že jsou připraveni přijmout další průmyslovou akci.","Pokud k tomu nedojde, pak jsou mladí lékaři připraveni provést další kroky.",1.86209687844838,2017,REFERENCE
"Glover has a wedding to attend next month, her own to television adventurer Steve Backshall.",have wedding,"Glover má svatbu příští měsíc, její vlastní televizní dobrodruh Steve Backshall.","Gloverová se příští týden vdává, jejím nastávajícím je televizní dobrodruh Steva Backshall.",1.50044542034027,2017,REFERENCE
People who have already have one attack are at a higher risk of having another.,have attack,"Lidé, kteří už mají jeden útok, jsou vystaveni vyššímu riziku, že budou mít další.","Lidé, kteří již infarkt prodělali, jsou vystaveni vyššímu riziku dalšího záchvatu.",1.6430404964931,2017,REFERENCE
"People leaving violent relationships, people with unmanageable and crippling debts, families going through separation, workers who are unfairly sacked - all of these people have problems with legal dimensions, and this report shows that they're not able to get the help they need.",have problem,"Lidé, kteří opouštějí násilné vztahy lidí s nezvladatelnými a ochromujícími dluhy, rodiny prochází oddělením, pracovníci, kteří jsou nespravedliví - všichni tito lidé mají problémy s právními rozměry a tato zpráva ukazuje, že nejsou schopni zajistit pomoc, kterou potřebují.","Lidé, kteří unikli ze vztahů s násilníkem, lidé s nadměrnými a ochromujícími dluhy, rodiny procházející odloučením, pracovníci, kteří jsou nespravedlivě propuštěni - všichni tito lidé mají problémy s právními rozměry a tato zpráva ukazuje, že nemají šanci získat pomoc, kterou potřebují.",1.84784654366952,2017,REFERENCE
"Fellow commentator, Scott Russel, had to make an apology on MacDonald's behalf",make apology,"Kolega komentátor, Scott Russel, musel být na MacDonaldovi omluvu",Spolukomentátor Scott Russel se musel omluvit jménem MacDonalda,1.14807009222377,2017,REFERENCE
But the visit also had additional political value for Moscow.,have value,Návštěva ale měla i další politickou hodnotu Moskvy.,Návštěva ale měla pro Moskvu další politickou hodnotu.,1.04378814488435,2017,REFERENCE
"We will hold a number of full-day meetings over the next few weeks, starting early next week, to take a fresh look at the issues.",take look,"Budeme řadu celorepublikových setkání příštích týdnů, od začátku příštího týdne, abychom se znovu podívali na problematiku.","Počínaje příštím týdnem budeme mít v průběhu nadcházejících několika týdnů řadu celodenních setkání, kde se na problémy pokusíme podívat z nových úhlů.",1.88756831648402,2017,REFERENCE
Police will need to get a court order if they wanted to track the movements of a concrete individual.,get order,"Policie bude muset získat soudní příkaz, pokud by chtěli sledovat pohyb konkrétního jedince.",Policie bude navíc v případě potřeby sledování konkrétní osoby potřebovat soudní příkaz.,1.14807009222377,2017,REFERENCE
"If necessary, those registered can be traced by the administrative authority, which alone will be able to access it; even we will not have access to the data, which are protected from misuse.",have access,"Pokud je to nezbytné, je sledována správním orgánem, který bude samostatně přístupný; i nebudeme mít přístup k údajům, které jsou chráněny před zneužitím.","Zaregistrovaní jsou v případě potřeby dohledatelní správním orgánem, který jako jediný bude mít možnost do ní nahlédnout, ani my sami nejsme schopni je vidět, data jsou proti zneužití chráněná.",2.03764757352557,2017,REFERENCE
"Last year at a summer tournament in Dřevěnice, I could not move at all, and I had no idea that I had a blood clot.",have idea,"Loni na letním turnaji v Přerově jsem se vůbec nemohl hýbat a netušil jsem, že mám krevní sraženinu.","Minulý rok na letním turnaji v Dřevěnicích jsem nevěděl, že embolii mám, a už jsem se tam nemohl vůbec hýbat.",0.679737925714034,2017,REFERENCE
"Last year at a summer tournament in Dřevěnice, I could not move at all, and I had no idea that I had a blood clot.",have idea,"Loni na letním turnaji v Přerově jsem se vůbec nemohl hýbat a netušil jsem, že mám krevní sraženinu.","Minulý rok na letním turnaji v Dřevěnicích jsem nevěděl, že embolii mám, a už jsem se tam nemohl vůbec hýbat.",2.03764757352557,2017,REFERENCE
"Skeldon, 47, whose name was on the tenancy, was given an antisocial behaviour order in June.",give order,"Skeldon, 47, jehož jméno byl na nájmu, byl vydán příkaz asociálního chování v červnu.","Skeldonové (47), jejíž jméno bylo uvedeno na nájemní smlouvě, byl v červnu udělen trest za antisociální chování.",1.07337932789546,2017,REFERENCE
"The former Mayor, Pavel Bém, took a test ride disguised as an Italian tourist, and the driver immediately overcharged him by two hundred Czech crowns.",take ride,Bývalý primátor Pavel Bém si zkušební jízdu maskovaný jako italský turista a řidič ho okamžitě překonal o dvě stě korun.,Někdejší primátor Pavel Bém v tomtéž roce vyrazil na kontrolní jízdu v převlečení za italského turistu a hned na první pokus jej řidič ošidil o dvě stovky.,1.21018024911348,2017,REFERENCE
"The evidence shows that ticagrelor, in combination with aspirin, is effective at reducing the risk of further heart attacks and strokes in people who have already had a heart attack.",have attack,"Z důkazů vyplývá, že Tiso, v kombinaci s aspirinem, je účinný při snižování rizika dalších infarktů a mrtvic u lidí, kteří už měli infarkt.","Je prokázáno, že Ticagrelor v kombinaci s aspirinem je účinný ve snižování nebezpečí dalších srdečních záchvatů a mrtvice u lidí, které již infarkt postihl.",1.93630287673781,2017,REFERENCE
"She made a long run with the ball down the left side of the field, then curled into the middle and whipped the ball into the goal to give the Americans a 2-0 lead.",make run,"Udělala dlouhý běh s míčem po levé straně hřiště, pak se stočila do středu a švihla míč do branky, aby Američanům dala náskok 2: 0.","Unikla po levé straně hracího pole, pak se prokličkovala do středu a vstřelila míček do branky, aby dostala Američanky do vedení 2:0.",1.14807009222377,2017,REFERENCE
Did you leave everything to the experts or did you have a say in the final look of the interior?,have say,"Nechali jste všechno odborníkům, nebo jste měl v závěrečném pohledu na vnitro?","Nechali jste vše na odbornících, nebo jste sami zasahovali do konečné podoby interiéru?",1.50044542034027,2017,REFERENCE
People who have already have one attack are at a higher risk of having another.,have attack,"Lidé, kteří už mají jeden útok, jsou vystaveni vyššímu riziku, že budou mít další.","Lidé, kteří již infarkt prodělali, jsou vystaveni vyššímu riziku dalšího záchvatu.",1.88756831648402,2017,REFERENCE
Only my daughter thought that this may have an impact on everyone in the family.,have impact,"Jen moje dcera si myslela, že to může mít dopad na všechny v rodině.","Že to v rodině na všechny dopadne, něco tušila jen dcera.",1.14807009222377,2017,REFERENCE
"According to his lawyer, Petr Toman, a potential objection may have a chance to succeed.",have chance,Podle jeho advokáta Petra Tomana případná námitka může mít šanci uspět.,Podle jeho advokáta Petra Tomana by ale případná námitka měla šanci na úspěch.,2.03764757352557,2017,REFERENCE
"The company offered an explanation: The lens was meant as homage to anime characters, not as a caricature of Asian people.",offer explanation,"Společnost nabízela vysvětlení: objektiv byl určen jako pocta anime postavy, nikoliv jako karikatura asijských lidí.","Společnost nabídla vysvětlení: Filtr byl zamýšlen jako projev účty postavám animé, ne jako karikatura Asiatů.",1.52760951489706,2017,REFERENCE
"He had a dispute with commissaires yesterday ahead of the qualification ride, when officials summoned him to measure his height.",have dispute,"Ten měl včera spor s kominíky před kvalifikačními jízdami, kdy úředníci přivolali, aby změřil jeho výšku.","Včera před kvalifikačním závodem debatoval s komisaři, když jej rozhodčí vyzvali ke změření výšky.",1.88756831648402,2017,REFERENCE
"An open, industrial loft in DTLA gets a cozy makeover",get makeover,"Otevřený, průmyslový loft v DTLA získává útulnou úpravu.",Otevřený průmyslový loft v DTLA se dočká útulné přestavby.,1.88756831648402,2017,REFERENCE
"It is not just an act of hoarding by hobbyists, either - it has emotional significance: older vinyl buyers are slightly more likely to keep their feelings to themselves (56% versus 53%) and enjoy being alone (69% versus 66%).",have significance,"Nejde jen o akt hromadění hobbymarketů, buďto má emoční význam: starší vinylové kupce jsou o něco vyšší, aby své city k sobě (56% versus 53%) a užívají si být sami (69%).","Nejde vlastně ani o hromadění nadšeného fanouška - celé to má emocionální rozměr: starší lidé, kteří si kupují gramofonové desky, si pravděpodobněji chtějí uchovat své pocity (56 % versus 53 %) a jsou rádi sami (69 % versus 66 %).",1.04378814488435,2017,REFERENCE
"Fellow commentator, Scott Russel, had to make an apology on MacDonald's behalf",make apology,"Kolega komentátor, Scott Russel, musel být na MacDonaldovi omluvu",Spolukomentátor Scott Russel se musel omluvit jménem MacDonalda,1.24718023135349,2017,REFERENCE
"The company offered an explanation: The lens was meant as homage to anime characters, not as a caricature of Asian people.",offer explanation,"Společnost nabízela vysvětlení: objektiv byl určen jako pocta anime postavy, nikoliv jako karikatura asijských lidí.","Společnost nabídla vysvětlení: Filtr byl zamýšlen jako projev účty postavám animé, ne jako karikatura Asiatů.",1.40114889473418,2017,REFERENCE
"Some 140,000 people have a heart attack in England every year, and a quarter of these go on to have another attack or a stroke.",have attack,Zhruba 140 tisíc lidí má každý rok infarkt v Anglii a čtvrtina z nich se chystá na další útok nebo mrtvici.,V Anglii infarktem utrpí každý rok asi 140 000 lidí a čtvrtinu z nich postihne ještě další záchvat nebo srdeční mrtvice.,1.45754486931381,2017,REFERENCE
"It is not just an act of hoarding by hobbyists, either - it has emotional significance: older vinyl buyers are slightly more likely to keep their feelings to themselves (56% versus 53%) and enjoy being alone (69% versus 66%).",have significance,"Nejde jen o akt hromadění hobbymarketů, buďto má emoční význam: starší vinylové kupce jsou o něco vyšší, aby své city k sobě (56% versus 53%) a užívají si být sami (69%).","Nejde vlastně ani o hromadění nadšeného fanouška - celé to má emocionální rozměr: starší lidé, kteří si kupují gramofonové desky, si pravděpodobněji chtějí uchovat své pocity (56 % versus 53 %) a jsou rádi sami (69 % versus 66 %).",1.36144221868391,2017,REFERENCE
"When I competed at the Universiade in Korea, I had no idea that there was something wrong with my blood.",have idea,"Když jsem soutěžil na univerziádě v Koreji, netušil jsem, že je něco v nepořádku s mou krví.","Protože když jsem byl na univerziádě v Koreji, nevěděl jsem, že mám nějaké problémy s krví.",1.52836497046097,2017,REFERENCE
People who have already have one attack are at a higher risk of having another.,have attack,"Lidé, kteří už mají jeden útok, jsou vystaveni vyššímu riziku, že budou mít další.","Lidé, kteří již infarkt prodělali, jsou vystaveni vyššímu riziku dalšího záchvatu.",1.10297051090657,2017,REFERENCE
"It had a reputation of being an underdog, but every season is different.",have reputation,"Mělo pověst, že je to podraz, ale každá sezona je jiná.","Mělo pověst otloukánka, ale každá sezona je jiná.",1.84614572425677,2017,REFERENCE
"During the tour, tourists have the opportunity to have the warder lock them up in a cell, mainly as a photo op but also to experience for themselves what it is like to be behind bars.",have opportunity,"Během prohlídky mají turisté možnost mít zaklínače zamknout v cele, hlavně jako fotomontáž, ale také aby sami zažili, jaké to je být za mřížemi.","V rámci prohlídky se mohou turisté nechat zavřít do jedné z cel, většinou kvůli fotografii na památku, nebo aby si navodili pocit, který za mřížemi prožívají vězni.",1.88756831648402,2017,REFERENCE
"I did some research on the internet to see what kind of player he is, and I saw some videos.",do research,"Pátral jsem na internetu, abych zjistil, jaký je to hráč a viděl jsem nějaká videa.","Hned jsem zjišťoval, co to je za hráče, našel jsem si na internetu, jak hraje, viděl jsem nějaká videa.",1.65432403601245,2017,REFERENCE
"They tend to be a bit more religious than I am, so we sometimes have fierce discussions about Islam, because we see Islam quite differently.",have discussion,"Bývají trochu zbožnější, než já, a tak se někdy bouřlivě diskutují o islámu, protože islám vnímáme úplně jinak.","Jsou trochu víc nábožensky založení než já, takže máme někdy docela divoké diskuse o islámu, protože ho každý vnímáme trochu jinak.",1.83482346190204,2017,REFERENCE
"Russian companies are resuming existing ties with Iran, while new firms are ready to get access to the market.",get access,"Ruské společnosti pokračují stávající vztahy s Íránem, zatímco nové firmy jsou připraveny získat přístup na trh.","Ruské společnosti obnovují existující vazby s Íránem, zatímco nové firmy jsou připraveny na trh vstoupit.",1.14807009222377,2017,REFERENCE
If he does not then junior doctors are clear that they are prepared to take further industrial action.,take action,"Pokud se mu to pak nepovede, není jasné, že jsou připraveni přijmout další průmyslovou akci.","Pokud k tomu nedojde, pak jsou mladí lékaři připraveni provést další kroky.",1.24718023135349,2017,REFERENCE
I never had anybody having a problem with me because of me being a Muslim.,have problem,"Nikdy jsem neměl žádný problém s tím, že jsem muslim.","Ale že by měl někdo problém s tím, že jsem muslimka, to se mi ještě nestalo.",1.07337932789546,2017,REFERENCE
"Sultana was 17 years old and, according to her family, died just as she was making plans to flee the war-torn country and return to Britain.",make plan,"Sultanovi byl 17 let a podle její rodiny zemřel právě v chvíli, kdy se chystala uprchnout z válkou zmítané země a vrátit se do Británie.","Sultaně bylo 17 let a podle její rodiny zemřela právě ve chvíli, kdy se připravovala na útěk z válkou sužované země a na návrat do Británie.",1.52760951489706,2017,REFERENCE
Moelfre RNLI lifeboat station raised the alarm at 13:20 BST on Friday after a crew saw the incident unfold in Moelfre Bay.,raise alarm,"Záchranná stanice Moelfre RNLI vyvolala poplach v 13: 20 BST v pátek poté, co posádka viděla incident v zátoce Bay.","Stanice záchranných člunů Moelfre RNLI vyhlásila poplach v pátek ve 13:20 britského letního času poté, co posádka incident v zátoce Moelfre viděla.",1.52760951489706,2017,REFERENCE
"I did some research on the internet to see what kind of player he is, and I saw some videos.",do research,"Pátral jsem na internetu, abych zjistil, jaký je to hráč a viděl jsem nějaká videa.","Hned jsem zjišťoval, co to je za hráče, našel jsem si na internetu, jak hraje, viděl jsem nějaká videa.",1.36144221868391,2017,REFERENCE
