src,LVC_Candidate,mt,ref,score,year,system
Scherer said that he had already had conversations with Lord Mayor Julian Osswald and Director of Tourism Michael Krause.,have conversation,"Scherer sagte, dass er bereits Gespräche mit Oberbürgermeister Julian Osswald und Tourismusdirektor Michael Krause geführt habe.","Gespräche mit OB Julian Osswald und Tourismusdirektor Michael Krause habe er schon geführt, so Scherer.",0.706857265714831,2018,REFERENCE
"Not least because of the growing number of applications for asylum, County Commissioner Thomas Hendele and District Director Martin Richter have a problem: they have too few staff.",have problem,Nicht zuletzt wegen der wachsenden Zahl von Asylanträgen haben Kreisbeigeordneter Thomas Hendele und Bezirksdirektor Martin Richter ein Problem: Sie haben zu wenig Personal.,Nicht zuletzt durch die steigende Zahl von Asylbewerbern haben Landrat Thomas Hendele und Kreisdirektor Martin Richter ein Problem: Sie haben zu wenig Personal.,0.91617446736381,2018,REFERENCE
Even if the French troops finally retreated with the Treaty of Lunéville from 9th February 1801: it was the current neighbours who had the idea to create a comprehensive map of Bavaria.,have idea,"Auch wenn die französischen Truppen ab dem 9. Februar 1801 endlich wieder mit dem Vertrag von Lunéville umgingen: Es waren die jetzigen Nachbarn, die die Idee hatten, eine umfassende Landkarte Bayerns zu erstellen.","Auch wenn die französischen Truppen mit dem Frieden von Lunéville vom 9. Februar 1801 schließlich abzogen: Es waren die heutigen Nachbarn, die die Idee einer flächendeckenden Bayern-Karte kreierten.",1.0018436520826,2018,REFERENCE
"On the other hand, he also comes across as a choleric type and perfectionist, who would often turn to violence if one of the Domspatzen didn't give a top musical performance.",give performance,"Andererseits kommt er auch als cholerischer Typ und Perfektionist daher, der sich oft der Gewalt zuwenden würde, wenn einer der Domspatzen keine Top-musikalische Leistung abgibt.","Zum anderen erscheint er auch als Choleriker und Perfektionist, der des Öfteren handgreiflich wurde, wenn ein Domspatz musikalisch keine Top-Leistung brachte.",1.08435886627473,2018,REFERENCE
"The CDU was then the strongest power ahead of the SPD, but SPD and Greens had a wafer-thin majority of one vote in the State Parliament.",have majority,"Die CDU war dann stärkste Kraft vor der SPD, SPD und Grüne hatten aber eine wafer-dünne Mehrheit von einer Stimme im Landesparlament.","Die CDU war damals vor der SPD stärkste Kraft, SPD und Grüne hatten im Landtag aber eine hauchdünne Mehrheit von einer Stimme.",0.969976331054912,2018,REFERENCE
"Three weeks later, Jokowi gave an impassioned speech in Jayapura, where he expressed sympathies with the victims' families and vowed to address the historic abuses in Papua.",give speech,"Drei Wochen später hielt Jokowi eine leidenschaftliche Rede in Jayapura, wo er Sympathien mit den Familien der Opfer bekundete und sich gegen die historischen Missstände in Papua aussprach.","Drei Wochen hielt Jokowi in Jayapura eine leidenschaftliche Rede, in der er Sympathien für die Familien der Opfer äußerte und schwor, die historischen Missstände in Papua anzugehen.",1.10765574872185,2018,REFERENCE
They are designed to make age assessment during the asylum process more accurate after the Swedish Migration Agency (Migrationsverket) was criticized for failings in assessing the correct age of some refugees claiming to be underage.,make assessment,"Sie sollen die Altersbeurteilung während des Asylverfahrens genauer machen, nachdem die schwedische Migrationsbehörde (Migrationsverket) wegen Versäumnissen bei der Bewertung des korrekten Alters einiger Flüchtlinge, die sich für minderjährig halten, kritisiert wurde.","Sie sollen während des Asylverfahrens die Einschätzung des Alters genauer machen, nachdem die schwedische Migrationsbehörde (Migrationsverket) wegen Fehlern bei der Beurteilung des korrekten Alters einiger Flüchtlinge kritisiert wurde, die minderjährig waren.",0.91617446736381,2018,REFERENCE
"New low blow for Martin Schulz – Hanover, we have a problem",have problem,"Neuer Tiefschlag für Martin Schulz - Hannover, wir haben ein Problem","Neuer Tiefschlag für Martin Schulz - Hannover, wir haben ein Problem",1.03341758613978,2018,REFERENCE
I have great confidence that my team exhibits these qualities.,have confidence,"Ich habe großes Vertrauen, dass meine Mannschaft diese Qualitäten ausstellt.","Ich habe großes Vertrauen, dass meine Mannschaft diese Qualitäten zeigt.",1.15874542645557,2018,REFERENCE
I have great confidence that my team exhibits these qualities.,have confidence,"Ich habe großes Vertrauen, dass meine Mannschaft diese Qualitäten ausstellt.","Ich habe großes Vertrauen, dass meine Mannschaft diese Qualitäten zeigt.",1.05186436118885,2018,REFERENCE
I have great confidence that my team exhibits these qualities.,have confidence,"Ich habe großes Vertrauen, dass meine Mannschaft diese Qualitäten ausstellt.","Ich habe großes Vertrauen, dass meine Mannschaft diese Qualitäten zeigt.",0.933709949165319,2018,REFERENCE
"They have no agency or back-story, nothing to suggest independence or anything that may disrupt the fantasy of total servitude.",have agency,"Sie haben keine Agentur oder Back-Story, nichts, um Unabhängigkeit zu suggerieren oder alles, was die Fantasie der totalen Knechtschaft stören könnte.","Sie haben keine Vermittlung oder eine Hintergrundgeschichte, nichts, was auf Unabhängigkeit oder irgendetwas hindeutet, was die Phantasie totaler Unterwerfung stören könnte.",0.835924265732297,2018,REFERENCE
"Pietzschmann will come to Empfingen again himself and get an idea of the location, he promised.",get idea,"Pietzschmann werde wieder selbst nach Empfingen kommen und eine Vorstellung vom Standort bekommen, versprach er.","Pietzschmann werde selbst nochmals nach Empfingen kommen und sich ein Bild von der Lage machen, versprach sie.",1.15809257083419,2018,REFERENCE
"In order to keep costs to a minimum for organisers, the requirements in matters of training courts etc. are being simplified and the players will not have to give so many official media appointments ahead of the Davis Cup.",give appointment,"Um die Kosten für die Veranstalter auf ein Minimum zu halten, werden die Anforderungen in Sachen Trainingsgerichte etc. vereinfacht und die Spieler müssen vor dem Davis Cup nicht so viele offizielle Medientermine abgeben.","Um die Kosten für die Veranstalter zu verringern, werden die Anforderungen in Sachen Trainingsplätze usw. erleichtert und die Spieler werden vor dem Davis Cup weniger offizielle Medien-Termine absolvieren müssen.",1.10765574872185,2018,REFERENCE
And many people aren't weird or offensive until the free market gives them the permission to be so.,give permission,"Und viele Menschen sind nicht seltsam oder offensiv, bis der freie Markt ihnen die Erlaubnis dazu gibt.","Und viele Leute sind nicht seltsam oder beleidigend, bis ihnen der freie Markt hierzu die Erlaubnis gibt.",1.04242609861049,2018,REFERENCE
"There was an active exchange between the public prosecutor's offices in Konstanz and Palermo, and the investigators from Rottweil CID had almost daily contact with their colleagues in Sicily.",have contact,"Es gab einen aktiven Austausch zwischen den Staatsanwaltschaften in Konstanz und Palermo, und die Ermittler aus Rottweil CID hatten fast täglich Kontakt zu ihren Kollegen auf Sizilien.",Zwischen den Staatsanwaltschaften in Konstanz und Palermo bestand ein reger Austausch und die Ermittler der Kripo Rottweil hatten nahezu täglichen Kontakt mit ihren Kollegen auf Sizilien.,1.07682433499492,2018,REFERENCE
"On the other hand, he also comes across as a choleric type and perfectionist, who would often turn to violence if one of the Domspatzen didn't give a top musical performance.",give performance,"Andererseits kommt er auch als cholerischer Typ und Perfektionist daher, der sich oft der Gewalt zuwenden würde, wenn einer der Domspatzen keine Top-musikalische Leistung abgibt.","Zum anderen erscheint er auch als Choleriker und Perfektionist, der des Öfteren handgreiflich wurde, wenn ein Domspatz musikalisch keine Top-Leistung brachte.",0.933709949165319,2018,REFERENCE
"Last summer, Viersen city council gave the green light for the purchase of three wind turbines in the Linnich wind park near Aachen, as well as a share in a wind energy plant in Übachpalenberg in the district of Heinsberg.",give light,Im vergangenen Sommer gab der Stadtrat Viersen grünes Licht für den Kauf von drei Windkraftanlagen im Windpark Linnich bei Aachen sowie einen Anteil an einer Windenergieanlage in Übachpalenberg im Kreis Heinsberg.,Im vergangenen Sommer gab Viersens Stadtrat grünes Licht für den Kauf von drei Windkraftanlagen im Windpark Linnich bei Aachen sowie einer Beteiligung an einer Windenergieanlage in Übach-Palenberg im Kreis Heinsberg.,0.933709949165319,2018,REFERENCE
"The documents claim that Ronaldo confirmed the pair had sex, but that it was consensual.",have sex,"In den Dokumenten wird behauptet, Ronaldo habe bestätigt, dass das Paar Sex hatte, es sei aber einvernehmlich gewesen.","Die Dokumente behaupten, dass Ronaldo bestätigte, dass das Paar Sex hatte, aber es war einvernehmlich.",0.848301171173115,2019,HUMAN
"Now in its seventh year, the Global Citizen Festival will see tens of thousands of people flock to Central Park's Great Lawn to not only enjoy acts such as Janet Jackson, Cardi B and Shawn Mendes, but also to raise awareness for the event's true goal of ending extreme poverty by 2030.",raise awareness,"Jetzt im siebten Jahr wird das Global Citizen Festival Zehntausende von Menschen auf den Großen Rasen des Central Parks strömen sehen, um nicht nur Acts wie Janet Jackson, Cardi B und Shawn Mendes zu genießen, sondern auch, um das Bewusstsein für das wahre Ziel der Veranstaltung zu schärfen, die extreme Armut bis 2030 zu beenden.","Zum diesjährigen siebten Global Citizen Festival werden Zehntausende Menschen auf dem Great Lawn im Central Park zusammenströmen, um nicht nur Stars wie Janet Jackson, Cardi B und Shawn Mendes zu erleben, sondern auch um auf das wahre Ziel der Veranstaltung aufmerksam zu machen: die extreme Armut bis zum Jahr 2030 zu beenden.",0.714750440499686,2019,HUMAN
The group estimates the secured funds have so far made a direct impact on nearly 649 million people across the world.,make impact,"Die Gruppe schätzt, dass die gesicherten Fonds bisher direkte Auswirkungen auf fast 649 Millionen Menschen auf der ganzen Welt haben.","Die Gruppe schätzt, dass die bereitgestellten Mittel bisher einen direkten Einfluss auf fast 649 Millionen Menschen auf der ganzen Welt hatten.",0.701445349439643,2019,HUMAN
"Thus, it's expected to make landfall in Mexico at tropical storm strength in the afternoon or evening on Monday.",make landfall,"Es wird daher erwartet, dass er am Montag in Mexiko mit tropischer Sturmstärke am Nachmittag oder Abend auf Land treffen wird.","Demnach ist zu erwarten, dass Rosa am Montagnachmittag oder -abend in Mexiko auf Land treffen wird mit der Stärke eines tropischen Sturms.",0.543975795485866,2019,HUMAN
Warren plans to take a 'hard look' at running for president,take look,Warren plant einen „harten Blick“ auf Kandidatur für das Präsidentenamt,"Warren plant einen ""ernsten Blick"" auf eine Präsidentschaftskandidatur.",0.744685355013899,2019,HUMAN
Trump took a much more optimistic view in his rally speech.,take view,Trump äußerte sich in seiner Rede zur Kundgebung deutlich optimistischer.,Trump nahm in seiner Kundgebungsrede eine viel optimistischere Haltung ein.,0.71726070831804,2019,HUMAN
"Europe have played better as a team thus far and take a significant lead into the final day but this foursomes session also showed that Team USA has the stomach for the fight that some, especially Stateside, had been doubting.",take lead,"Europa hat bisher als Team besser gespielt und geht mit einem deutlichen Vorsprung in den letzten Tag, aber diese Vierer-Session hat auch gezeigt, dass Team USA den Magen für den Kampf hat, an dem einige, vor allem Stateside, gezweifelt hatten.","Europa hat als Team bisher besser gespielt und einen deutlichen Vorsprung in den letzten Tag übernommen, aber diese Foursome-Session hat auch gezeigt, dass das Team USA die Lust für den Kampf hat, woran einige, insbesondere Stateside, gezweifelt haben.",0.0952754189115095,2019,HUMAN
It's a difficult day because Valtteri did a fantastic job all weekend and was a real gentleman told let me by.,do job,"Es ist ein schwieriger Tag, weil Valtteri das ganze Wochenende einen fantastischen Job gemacht hat und ein echter Gentleman war, der mich vorbeiließ.","Es ist ein schwieriger Tag, denn Valtteri hat das ganze Wochenende einen fantastischen Job gemacht und war ein echter Gentleman, der mich vorbeiließ.",-0.802050922044421,2019,HUMAN
Olympic diver Tom Daley says he grew up feeling inferior to everyone because of his sexuality - but that gave him the motivation to become a success.,give motivation,"Olympia-Taucher Tom Daley sagt, er sei mit dem Gefühl aufgewachsen, aufgrund seiner Sexualität allen unterlegen zu sein – aber das habe ihn motiviert, erfolgreich zu werden.","Der olympische Taucher Tom Daley sagt, dass er mit dem Gefühl aufgewachsen ist, aufgrund seiner Sexualität allen unterlegen zu sein - aber das gab ihm die Motivation, ein Erfolg zu werden.",0.0936120291106185,2019,HUMAN
He was inspired to start the course after giving a talk on the impact sleep deprivation had on learning.,give talk,"Er wurde inspiriert, den Kurs zu beginnen, nachdem er einen Vortrag über die Auswirkungen von Schlafentzug auf das Lernen gehalten hatte.","Er wurde inspiriert, den Kurs zu starten, nachdem er einen Vortrag über die Auswirkungen von Schlafmangel auf das Lernen gehalten hatte.",0.135398609115345,2019,HUMAN
"Ensuring you have enough sleep, of a good quality, should be a student's 'secret weapon' to combat stress, exhaustion and anxiety, he said - even to avoid putting on weight, as sleep deprivation puts the brain into starvation mode, making them constantly hungry.",have sleep,"Genügend Schlaf von guter Qualität zu gewährleisten, sollte die „Geheimwaffe“ eines Schülers sein, um Stress, Erschöpfung und Angst zu bekämpfen, sagte er – sogar, um nicht zuzunehmen, da Schlafentzug das Gehirn in den Hungermodus versetzt und sie ständig hungrig macht.","Genügend Schlaf von guter Qualität zu haben, sollte die ""Geheimwaffe"" eines Studenten sein, um Stress, Erschöpfung und Angst zu bekämpfen, sagte er - auch um nicht zuzunehmen, da Schlafentzug das Gehirn in den Hungermodus versetzt und es ständig hungrig macht.",-0.843143468570358,2019,HUMAN
"Other UK car manufacturers have raised fears about leaving the EU without agreement on how cross-border trade will function, including Honda, BMW and Jaguar Land Rover.",raise fear,"Andere britische Autohersteller haben Befürchtungen geäußert, die EU ohne Einigung darüber zu verlassen, wie der grenzüberschreitende Handel funktionieren wird, darunter Honda, BMW und Jaguar Land Rover.","Andere britische Automobilhersteller haben Befürchtungen geäußert, die EU ohne Einigung über die Modalitäten des grenzüberschreitenden Handels zu verlassen, darunter Honda, BMW und Jaguar Land Rover.",0.157193797605315,2019,HUMAN
Europe will take a healthy advantage into the final day of the Ryder Cup after emerging from Saturday's fourballs and foursomes matches with a 10-6 lead over the United States.,take advantage,"Europa wird mit einem gesunden Vorsprung in den letzten Tag des Ryder Cups gehen, nachdem es aus den Vierer- und Viererspielen am Samstag mit einem 10: 6-Vorsprung vor den Vereinigten Staaten hervorging.","Europa wird einen soliden Vorteil am letzten Tag des Ryder Cup nutzen, nachdem es aus den Vierer- und Vierer-Spielen am Samstag mit einer 10-6 Führung über die Vereinigten Staaten hervorgegangen ist.",0.549080727425842,2019,HUMAN
"The U.S. offered more resistance in the foursomes, winning two matches, but they could not eat into the deficit.",offer resistance,"Die USA leisteten in den Vierern mehr Widerstand und gewannen zwei Spiele, konnten sich aber nicht in das Defizit fressen.","Die USA boten mehr Widerstand in den Vieren und gewannen zwei Spiele, aber sie konnten das Defizit nicht verdauen.",0.0797391265284609,2019,HUMAN
Trump's accusation that Beijing was trying to meddle in U.S. elections marked what U.S. officials told Reuters was a new phase in an escalating campaign by Washington to put pressure on China.,put pressure,"Trumps Vorwurf, Peking versuche, sich in US-Wahlen einzumischen, markierte laut US-Regierungsvertretern gegenüber Reuters eine neue Phase in einer eskalierenden Kampagne Washingtons, um Druck auf China auszuüben.","US-Amtsleute behaupten gegenüber Reuters, dass Trumps Vorwurf, Peking versuchte, sich in die US-Wahlen einzumischen, eine neue Phase in einer eskalierenden Kampagne von Washington sei, um Druck auf China auszuüben.",0.428656696911227,2019,HUMAN
There was time this morning when we put some heat on Europe.,put heat,"Es gab heute Morgen eine Zeit, in der wir Europa etwas aufgeheizt haben.",Heute morgen hatten wir Zeit Europa unter Druck zu setzten.,0.505773201769115,2019,HUMAN
And Nielsen usually has some trouble measuring people who watch in offices.,have trouble,"Und Nielsen hat normalerweise einige Probleme damit, Menschen zu messen, die in Büros zuschauen.","Und Nielsen hat in der Regel einige Probleme Menschen zu erfassen, die in Büros zuschauen.",0.508859753891191,2019,HUMAN
A knee injury prevented midfielder Graham Dorrans from making his first appearance of the season until the 2-2 draw with Villarreal but he believes Rangers can use that result as a springboard to greater things.,make appearance,"Eine Knieverletzung verhinderte, dass Mittelfeldspieler Graham Dorrans seinen ersten Auftritt der Saison bis zum 2: 2-Unentschieden gegen Villarreal hatte, aber er glaubt, dass die Rangers dieses Ergebnis als Sprungbrett für größere Dinge nutzen können.","Eine Knieverletzung verhinderte, dass Mittelfeldspieler Graham Dorrans seinen ersten Auftritt in der Saison bis zum 2: 2-Unentschieden gegen Villarreal machte, aber er glaubt, dass die Rangers dieses Ergebnis als Sprungbrett für größere Dinge nutzen können.",-0.193224239051826,2019,HUMAN
Celebrity stylist Luke Armitage told FEMAIL: 'I'm expecting to see large hats and beach bags arrive on the high street for next summer - as the designer has made such a huge impact it would be hard to ignore the demand for the oversized accessories.',make impact,"Der Promi-Stylist Luke Armitage sagte gegenüber FEMAIL: „Ich rechne damit, dass im nächsten Sommer große Hüte und Strandtaschen auf der Straße ankommen werden – da der Designer eine so große Wirkung erzielt hat, wäre es schwer, die Nachfrage nach den übergroßen Accessoires zu ignorieren“.","Der berühmte Stylist Luke Armitage sagte FEMAIL: ""Ich erwarte, dass im nächsten Sommer große Hüte und Strandtaschen in den Hauptstraßen zu sehen sein werden. Da der Designer einen so großen Einfluss hat, ist es schwer, die Nachfrage nach den überdimensionalen Accessoires zu ignorieren.""",0.148290656287871,2019,HUMAN
You would select a trusted person to make financial decisions for you and ensure your bills get paid if you're incapacitated.,make decision,"Sie würden eine vertrauenswürdige Person auswählen, um finanzielle Entscheidungen für Sie zu treffen und sicherzustellen, dass Ihre Rechnungen bezahlt werden, wenn Sie arbeitsunfähig sind.","Dazu können Sie eine vertrauenswürdige Person auswählen, die finanzielle Entscheidungen für Sie trifft und dafür sorgt, dass Ihre Rechnungen bezahlt werden, sollten Sie nicht dazu in der Lage sein.",0.721023448398778,2019,HUMAN
Solid allows users to choose where their data is stored and what people are allowed to have access to what information.,have access,"Solid ermöglicht es den Nutzern zu wählen, wo ihre Daten gespeichert werden und welche Personen Zugriff auf welche Informationen haben dürfen.","Mit Solid können Benutzer festlegen, wo ihre Daten gespeichert werden und welche Personen Zugriff auf welche Informationen haben dürfen.",0.980573680691385,2019,HUMAN
