src,LVC_Candidate,mt,ref,score,year,system
"Rokid is a developer of smart interactive robots, and is committed to robotics research. It products can control smart devices in the home, and has continuous autonomous learning and growth functions. It also features recognition, comprehension and feedback functions.",have function,Rokid是智能交互机器人的开发者，致力于机器人研究，它的产品可以控制家庭中的智能设备，并具有持续自主学习和增长功能，还具有识别、理解和反馈功能。,"Rokid是一家智能交互机器人研发商,致力于机器人领域研究，产品可操控家中智能设备，具有能持续自主学习和成长功能，还具备识别、听懂、反馈等功能。",1.12684944415455,2018,REFERENCE
Wang Huning said that General Secretary Xi Jinping made a keynote speech at the opening ceremony of the high-level dialog meeting and called on all political parties in the world to jointly play a leading role in building a community of a shared future for mankind,make speech,王沪宁说，习近平总书记在高级别对话会开幕式上发表主旨演讲，呼吁世界各国政党共同为构建人类命运共同体发挥引领作用,王沪宁表示，习近平总书记在高层对话会开幕式上发表主旨讲话，呼吁世界各国政党共同为构建人类命运共同体,1.0861797132289,2018,REFERENCE
"Seven countries (or 3%) are restricted markets (pale pink), 10 countries (or 4%) have defined Bitcoin as illegal (dark pink), and 130 countries (or 53) %) haven't given comments on digital currency (grey).",give comment,七个国家（或3%）是限制性市场（淡粉色），10个国家（或4%）已经将比特币定义为非法（深粉色），130个国家（或53）%）没有对数字货币（灰色）发表评论。,有7个国家（或占比3%）是受限市场（淡粉色），有10个国家（或占比4%）定义比特币为非法（深粉色），有130个国家（或占比53%）还没有更多的对待数字货币信息（灰色）。,1.01487688349871,2018,REFERENCE
"“Chinese caviar” not only made it to the first class cabin in Lufthansa, it also made an appearance at the Oscars’ dinner banquet, as well as the dinner banquet of the welcoming ceremony of the G20 Hangzhou Summit.",make appearance,“中国鱼子酱”不仅登上了汉莎航空的头等舱，还出席了奥斯卡晚宴和G20杭州峰会欢迎仪式的晚宴。,“中国鱼子酱”不仅登上德国汉莎航空头等舱，还亮相奥斯卡晚宴、出现在G20杭州峰会欢迎晚宴上。,1.019869960275,2018,REFERENCE
"In a feature phone era, the basic functions of a mobile phone would be making a call, sending short text messages, and simple memos. The difference in the functions among mobile phones is quite small.",make call,在功能电话时代，手机的基本功能是打电话、发短信和简单的备忘录，手机的功能差别很小。,在功能手机时代，手机的基本功能就是打电话、发短信、简单的备忘录，各种手机在功能上差距是不大的。,1.37563477699854,2018,REFERENCE
"paying group visits to and bringing the spirit of the 19th CPC National Congress into villages, communities, enterprises and schools.",pay visit,深入农村，深入社区，深入企业，深入学校，深入学习贯彻党的第19次全国代表大会精神。,三万六千多名党员干部，通过大走访的形式，把十九大精神带进了乡村、社区、 企业、学校。,1.65998875288924,2018,REFERENCE
"The Minister of Agriculture Han Changfu, under the entrust of the State Council, made a report on grassland ecological environment protection.",make report,农业部部长韩长赋在国务院委托下，就草原生态环境保护工作作了报告。,受国务院委托，农业部部长韩长赋作了关于草原生态环境保护工作情况的报告。,1.33644437065302,2018,REFERENCE
"Some experts believed that under the present circumstances, a new round of revitalization of the industries in Northeast China will not only concern the nation’s current economic recovery, it will also have an impact on the long-term growth and international competitiveness of China's manufacturing sector. Hence, there is an urgent call for adjustments and structural transformation to take place.",have impact,有专家认为，在当前形势下，东北地区新一轮产业振兴不仅关系到国家当前经济的复苏，也将对中国制造业的长期增长和国际竞争力产生影响，迫切需要进行调整和结构转型。,一些专家认为，当前形势下，东北工业新一轮振兴不仅关系到全国本轮经济复苏，还将对我国制造业长远发展和国际竞争力产生影响，因此亟待调整转型。,1.04987802103568,2018,REFERENCE
Self drive travel clubs make meager profits; complete industry chain is key,make profit,自驾游俱乐部利润微薄，产业链完整是关键,自驾游俱乐部盈利微薄，完整产业链是关键,1.1858846569915,2018,REFERENCE
"-- On January 14, 2014, Xi Jinping gave a keynote speech at the 3th plenary session of the 18th Central Commission for Discipline Inspection of the Communist Party of China",give speech,-- 2014年1月14日，习近平在中国共产党第18届中央纪律检查委员会第三次全体会议上的主旨演讲,——2014年1月14日，习近平在十八届中央纪委三次全会上发表重要讲话,1.01844658219123,2018,REFERENCE
"As we once came here and also took an oath, we were extremely motivated when we found President Xi also came here. It seemed to enhance the morale of the people. So, after discussing with each other, we decided to pay another visit so that we could review the procedure of making a vow here. I am so excited today.",take oath,我们曾经来到这里并宣誓，当我们发现习主席也来到这里的时候，我们非常激动，这似乎鼓舞了人们的士气，所以，经过双方的讨论，我们决定再次访问，以便我们能够回顾一下在这里宣誓的过程。,因为我们以前来过，也在这宣誓过，看了这个习主席来了以后也特别振奋，好像人一下很鼓舞很鼓舞人士气的，所以我们老两口商量今天一定要再去一趟，再重温一下我们当时在这宣誓的过程，所以今天来了以后心情很激动的。,1.33644437065302,2018,REFERENCE
"For our individual families, we must abandon the mindset of speculating on real estate and make purchase according to our own financial capacities. In this way, we can prevent our families from falling under huge financial burden. A reasonable assessment of one's own income and debt levels is essential for healthy growth of family wealth.",make purchase,对于个人家庭来说，必须摒弃投机房地产的思维方式，按照自己的财力去购房，这样才能避免家庭承受沉重的财政负担，合理评估自己的收入和债务水平对家庭财富的健康增长至关重要。,对于我们个人家庭来说，一定要放弃房地产投机思维，买房的时候量力而行，避免自己家庭陷入巨大的负担之中，只有合理的评估自己的收入和负债水平才是一个健康的家庭财富发展道路。,1.05084561912716,2018,REFERENCE
The last published accounts show that PSG made a profit of more than 10 million euros in 2015-16 on a turnover of 542.4 million euros.,make profit,最近公布的账目显示，PSG 2015年的利润超过1000万欧元，营业额为54240万欧元。,上次公布的账目显示，巴黎圣日尔曼足球俱乐部在 2015-16 年度的营业收入为 5.424 亿欧元，盈利超过 1000 万欧元。,0.932692187732895,2018,REFERENCE
"-- During December 25 and 26, 2017, Xi Jinping gave a keynote speech at the meeting of democratic life held by Political Bureau of the Central Committee of the CPC",give speech,-- 12月25日至2017年，习近平在中共中央政治局召开的民主生活会上发表主旨演讲,——2017年12月25日至26日，习近平在中央政治局召开的民主生活会上发表重要讲话,1.65998875288924,2018,REFERENCE
"Pelosi made the comments in an interview Saturday at the Texas Tribune Festival in Austin, Texas.",make comment,佩洛西周六在德克萨斯州奥斯汀举行的德克萨斯论坛报节上接受采访时发表了上述评论。,佩洛西在周六于德克萨斯州奥斯汀 (Austin) 举办的得克萨斯论坛 (Texas Tribune Festival ) 上接受采访时，这样评价道。,0.461529580126579,2019,HUMAN
Ri made no mention of plans for a second summit between Kim and Trump that the U.S. leader highlighted at the United Nations earlier in the week.,make mention,Ri 没有提到本周早些时候美国领导人在联合国强调的金正恩和特朗普举行第二次峰会的计划。,李没有提及本周早些时候美国领导人在联合国强调的金正恩和特朗普之间举行第二次峰会的计划。,0.668838223031177,2019,HUMAN
The wait is nearly over for fans looking to see LeBron James make his first start for the Los Angeles Lakers.,make start,对于希望看到勒布朗·詹姆斯成为洛杉矶湖人队第一次首发的球迷来说，等待已经接近尾声。,球迷们即将等来勒布朗·詹姆斯 (LeBron James) 在洛杉矶湖人队的首秀。,0.879526830811531,2019,HUMAN
"The Netherlands-based UN body has no power to award Chilean territory, and has stipulated that it will not determine the outcome of possible talks.",have power,总部设在荷兰的联合国机构无权授予智利领土，并规定它不会决定可能进行的会谈的结果。,这个总部设在荷兰的联合国机构，无权授予智利领土，而且已出台规定，不会确定可能的谈判结果。,0.379367719057802,2019,HUMAN
The group estimates the secured funds have so far made a direct impact on nearly 649 million people across the world.,make impact,该组织估计，到目前为止，有担保的资金已经对全世界近6.49亿人产生了直接影响。,该组织预计，到目前为止，筹得资金将对全球近 6.49 亿人口产生直接影响。,-0.247905106655474,2019,HUMAN
"A fire in 1939 left the building badly damaged, but as Father Johnson's parishioners made plans to rebuild, they commissioned the carillon.",make plan,1939年的一场火灾使这座建筑严重受损，但当约翰逊神父的教区居民制定重建计划时，他们委托了 carillon 。,1939 年的一场大火对建筑造成严重损毁，但是由于约翰逊教父的教区居民计划重建教堂，他们顺便委托制造了钟琴。,-0.027956351951381,2019,HUMAN
Celebrity stylist Luke Armitage told FEMAIL: 'I'm expecting to see large hats and beach bags arrive on the high street for next summer - as the designer has made such a huge impact it would be hard to ignore the demand for the oversized accessories.',make impact,名人造型师卢克·阿米蒂奇（ Luke Armitage ）告诉 FEMAIL ：“我期待着明年夏天看到大帽子和沙滩袋到达大街上——因为设计师已经产生了如此巨大的影响，很难忽视对超大配件的需求。”,名人造型师 Luke Armitage 对 FEMAIL 介绍称：“估计明年夏天，时尚大街便会出现各种大帽子和沙滩包，因为设计师制造出了声势浩大的影响，对超大配饰的需求不容忽视。”,-0.809586150103646,2019,HUMAN
A black congregation that had been worshiping nearby took title to the building.,take title,一个一直在附近做礼拜的黑人会众获得了这座建筑的所有权。,在附近做礼拜的一名黑人会众获得了这座建筑的所有权。,0.232370610382848,2019,HUMAN
"As well as being an abbreviation of his current professional name, West has previously said the word has religious significance for him.",have significance,除了是他目前职业名称的缩写之外，韦斯特此前曾说过这个词对他来说具有宗教意义。,除了作为维斯特现在的专业名称的缩写之外，他之前曾说过，这个词对他来说具有宗教意义。,0.482235721791697,2019,HUMAN
"Europe have played better as a team thus far and take a significant lead into the final day but this foursomes session also showed that Team USA has the stomach for the fight that some, especially Stateside, had been doubting.",take lead,到目前为止，欧洲作为一支球队表现得更好，并在最后一天取得了重要的领先优势，但这场四人的比赛也表明，美国队对一些人，特别是美国人一直怀疑的这场战斗有胃口。,到目前为止，欧洲球队表现更佳，并在最后一天取得了明显的领先优势，但这场四人一球赛也表明，人们，尤其是美国国内的人们，所怀疑的并不属实，美国队渴望战斗。,0.368106401594914,2019,HUMAN
"Now in its seventh year, the Global Citizen Festival will see tens of thousands of people flock to Central Park's Great Lawn to not only enjoy acts such as Janet Jackson, Cardi B and Shawn Mendes, but also to raise awareness for the event's true goal of ending extreme poverty by 2030.",raise awareness,现在已经进入第七个年头，全球公民节将看到数以万计的人涌向中央公园的大草坪，不仅享受珍妮特·杰克逊（ Janet Jackson ）、卡尔迪· B （ Cardi B ）和肖恩·门德斯（ Shawn Mendes ）等行为，还将提高人们对该活动到2030年结束极端贫困这一真正目标的认识。,今年，第 17 届全球公民音乐节将吸引成千上万民众涌入中央公园的大草坪，在欣赏珍妮·杰克逊 (Janet Jackson)、卡迪·B (Cardi B) 和肖恩·蒙德兹 (Shawn Mendes) 等人表演的同时，提高人们对本次活动真正目的的认识，即在 2030 年之前消除极端贫困。,0.651605359574825,2019,HUMAN
Olympic diver Tom Daley says he grew up feeling inferior to everyone because of his sexuality - but that gave him the motivation to become a success.,give motivation,奥运跳水运动员汤姆·戴利（ Tom Daley ）说，由于他的性取向，他长大后感觉不如每个人——但这给了他成为成功的,奥运会潜水员托马斯·戴利 (Tom Daley) 说，由于自己的性取向，他从小就感觉很自卑，但这也成为了他取得成功的动力。,0.130792695382185,2019,HUMAN
"We have a goal, and that is to try to win this trophy, and that's where the focus stays.",have goal,我们有一个目标，那就是努力赢得这个奖杯，这就是关注的焦点所在。,我们的目标就是努力赢得奖杯，而这也是我们关注的重点。,0.596220854164084,2019,HUMAN
And Nielsen usually has some trouble measuring people who watch in offices.,have trouble,而尼尔森通常很难测量那些在办公室里观看的人。,尼尔森公司在统计办公室观看节目人数方面，时常会遇到一些麻烦。,0.580543868092968,2019,HUMAN
"The FBI investigation into accusations against Judge Brett Kavanaugh has delayed a final vote on his nomination to the Supreme Court by at least a week, and raises the question of whether the bureau's findings could sway any Republican senators into pulling their support.",raise question,联邦调查局对布雷特·卡瓦诺（ Brett Kavanaugh ）法官指控的调查将他向最高法院提名的最终投票推迟了至少一周，并提出了一个问题，即该局的调查结果是否可能影响任何共和党参议员拉动他们的支持。,FBI 对布雷特·卡瓦诺 (Brett Kavanaugh) 法官的指控罪名进行调查，迫使美国最高法院大法官提名的最终投票推迟了至少一周，同时，让人们开始好奇，FBI 的调查结果是否会动摇共和党参议员对布雷特·卡瓦诺的支持。,0.388521984200808,2019,HUMAN
It's a difficult day because Valtteri did a fantastic job all weekend and was a real gentleman told let me by.,do job,这是艰难的一天，因为 Valtteri 整个周末都做了出色的工作，并且是一位真正的绅士告诉我让我通过。,汉密尔顿说道：“今天很难熬，因为瓦特利整个周末的表现都相当出色，他很绅士地将位置让给了我。,0.571719207669024,2019,HUMAN
"And that means bumbling Johnny English himself, now employed as a schoolmaster in some posh establishment, but giving off-the-record lessons in how to be an undercover operative: some nice gags here, as English offers a School of Rock-type academy of spying.",give lesson,这意味着他自己笨手笨脚的约翰尼英语，现在在一些豪华的机构担任校长，但却在如何成为一名卧底特工方面提供了创纪录的课程：这里有一些不错的噱头，因为英语提供了一所摇滚式的间谍学院。,唯一选择就是笨手笨脚的强尼·英格利士，现在他已改行，在一家豪华机构担任校长，但却在私下里教授如何成为一名卧底特工：这里的包袱很新奇，因为英格利士开设了一所摇滚校园型的间谍学院。,-0.902928069075971,2019,HUMAN
You would select a trusted person to make financial decisions for you and ensure your bills get paid if you're incapacitated.,make decision,你会选择一个值得信赖的人为你做财务决定，并确保你的账单在你丧失行为能力的情况下得到支付。,您可以选择一个值得信赖的人为您做出财务决策，并确保在您丧失能力时能够获得报酬。,0.492646711741104,2019,HUMAN
"In the end, it was their superior defence, as much as their better chance-taking, which carried the home side and coach Peter Murchie had every right to be pleased.",have right,最后，这是他们优越的防守，就像他们更好的机会一样，这承载了主队，教练彼得·穆尔奇完全有权利感到高兴。,最终，他们出色的防守以及超乎寻常的机会把握，令主队和教练彼得·默基 (Peter Murchie) 很是满意。,-0.352039070075495,2019,HUMAN
"Regardless of the career someone chooses, if they've learned a second language, they'll have a real advantage in the future having a life-long skill such as this.",have advantage,不管某人选择的职业是什么，如果他们学会了第二语言，他们将来会有真正的优势，拥有这样的终身技能。,无论你选择的职业是什么，如果学习了第二语言，掌握了这项受益终身的技能，未来一定会拥有真正的优势。,0.710561932173467,2019,HUMAN
Alfredo Morelos certainly felt he should have had a penalty on the quarter-hour mark as he and Steven Lawless collided but referee Steven Thomson waved away the Colombian's appeals.,have penalty,当阿尔弗雷多·莫雷洛斯（ Alfredo Morelos ）和史蒂文·劳尔斯（ Steven Lawless ）相撞时，阿尔弗雷多·莫雷洛斯（ Alfredo Morelos ）当然觉得他应该在四分之一小时的比赛中受到点球，但裁判史蒂文·汤姆森（ Steven Thom,比赛进行到一刻钟时，阿尔弗雷多·莫雷洛斯 (Alfredo Morelos) 与史蒂文·劳莱斯 (Steven Lawless ) 发生冲撞，莫雷洛斯满心认为自己会获得点球，但裁判史蒂文·汤姆森 (Steven Thomson) 拒绝了这位哥伦比亚球员的诉求。,0.267743805614336,2019,HUMAN
"The documents claim that Ronaldo confirmed the pair had sex, but that it was consensual.",have sex,这些文件声称罗纳尔多证实这对夫妇发生了性行为，但这是双方同意的。,文件指出罗纳尔多承认二人发生性关系，但是双方自愿的。,0.677415124331421,2019,HUMAN
"But we believe they have a right to know - just as you have a right to know the health effects of choosing to smoke cigarettes,' Prof Czeisler added.",have right,"但我们相信他们有权知道-就像你有权知道选择吸烟对健康的影响一样，"" Cz eisler 教授补充道。",但我们相信他们有权知道，就像你有权知道吸烟对健康有害一样'，Czeisler 教授补充道。,0.855414166926727,2019,HUMAN
"After a conversation with Coons and several senators afterwards, Flake made his decision.",make decision,之后，在与库恩斯和几位参议员交谈后，弗莱克做出了自己的决定。,在与库恩和几位参议员的对话后，弗拉克作出了决定。,0.580543868092968,2019,HUMAN
"Its been grueling work but made a full recovery, re-learned how to walk and today doing agility drills!",make recovery,它一直在艰苦的工作，但完全恢复了，重新学会了如何走路，今天做了敏捷的练习！,完全恢复、重新学习走路是一项艰巨的任务，但如今我已经能够完成敏捷性训练了！,0.0858533070117368,2019,HUMAN
Solid allows users to choose where their data is stored and what people are allowed to have access to what information.,have access,solid 允许用户选择他们的数据存储在哪里，以及允许人们访问什么信息。,Solid 允许用户选择将其数据存储在何处，以及允许哪些人访问哪些信息。,-0.16585432329425,2019,HUMAN
We've also invested in specially trained colleagues who will be on hand to offer advice.,offer advice,我们还投资了受过专门训练的同事，他们将随时提供建议。,我们还投资引入了受过特殊培训的同事，他们将在现场提供建议。,0.697511416473343,2019,HUMAN
"The U.S. offered more resistance in the foursomes, winning two matches, but they could not eat into the deficit.",offer resistance,美国在四人赛中提供了更多的阻力，赢得了两场比赛，但他们无法蚕食赤字。,美国队在四人两球赛中大举抵抗，赢得了两场比赛，但始终无法弥补落后境遇。,0.404343623398186,2019,HUMAN
Europe will take a healthy advantage into the final day of the Ryder Cup after emerging from Saturday's fourballs and foursomes matches with a 10-6 lead over the United States.,take advantage,在周六的四个球和四场比赛中以10-6领先于美国之后，欧洲将在莱德杯的最后一天取得健康的优势。,在周六的四人四球赛和四人两球赛中以 10-6 战胜美国队出线后，欧洲队将以绝对优势进入莱德杯决赛。,0.404343623398186,2019,HUMAN
"The Dane made his debut in the 1997 match at Valderrama, where a side captained by Seve Ballesteros held a five-point advantage over the Americans but only just got over the finishing line with their noses in front by the narrowest of margins, winning 14½-13½.",make debut,Dane 在1997年在 Valderrama 的比赛中首次亮相，由 Seve Ballesteros 担任队长的一方比美国人拥有5分的优势，但只是以最窄的优势越过了终点线，赢得了14.5-13.5的胜利。,戴恩于 1997 年瓦德拉玛 (Valderrama) 的比赛中首次亮相，当时，塞维·巴列斯特罗斯 (Seve Ballesteros) 担任队长的一方较美国队以五分优势领先，但最终只是 14½-13½ 以极其微弱优势的险胜。,0.65360584316912,2019,HUMAN
