src,LVC_Candidate,mt,ref,score,year,system
People who have already have one attack are at a higher risk of having another.,have attack,"У людей, которые имеют уже, есть одно нападение, в более высоком риске наличия другого.","Люди, которых уже настиг один приступ, подвергаются большему риску получить другой.",1.12920252185123,2017,REFERENCE
"At the end of May, it was reported that Gazprom does not plan, as of yet, to take any actions in connection with the intentions of the Polish side to withdraw from long-term contracts for the supply of gas from Russia after 2022, stated Alexander Medvedev, Deputy Chairman of the Board for the company.",take action,"В конце мая сообщалось, что Газпром не планирует, на данный момент, принять любые меры в связи с намерениями польской стороны уйти из долгосрочных контрактов для поставки газа из России после 2022, заявил Александр Медведев, Заместитель председателя Управления по компании.","В конце мая сообщалось, что ""Газпром"" пока не планирует предпринимать никаких действий в связи с намерениями польской стороны отказаться от долгосрочных контрактов на поставку газа из России после 2022 года, заявил заместитель председателя правления компании Александр Медведев.",1.33699638841899,2017,REFERENCE
"Still, despite the public display of reconciliation, the two still have major differences.",have difference,"Однако, несмотря на общественный показ согласования, у двух все еще есть существенные различия.","Все же, несмотря на публичный показ примирения, эти двое по-прежнему имеют существенные различия.",1.05563488339482,2017,REFERENCE
"He had a dispute with commissaires yesterday ahead of the qualification ride, when officials summoned him to measure his height.",have dispute,"У него был спор с комиссарами вчера перед поездкой квалификации, когда чиновники вызвали его, чтобы измерить его высоту.","У него была дискуссия с комиссарами вчера, накануне квалификационного заезда, когда чиновники потребовали от него измерить его вес.",0.969372557251527,2017,REFERENCE
"Sergei Kolesnov, CEO of the consulting firm, Pension Partner, notes that Gazfond Pension Savings has fewer outflows, so the accession will help to stabilise the base of the group's other funds.",have outflow,"Сергей Колеснов, генеральный директор консалтинговой фирмы, Pension Partner, отмечает, что у Пенсионных накоплений Газфонда есть меньше оттоков, таким образом, вступление поможет стабилизировать основу других фондов группы.","Как отмечает гендиректор консалтинговой компании ""Пенсионный партнер"" Сергей Околеснов, у ""Газфонда Пенсионные накопления"" меньше оттоков, присоединение позволит стабилизировать базу других фондов группы.",1.05563488339482,2017,REFERENCE
He calls for the Press to be given greater access to council papers and decisions taken by unofficial committees or working groups.,give access,"Он призывает, чтобы Пресса была предоставлена больший доступ к муниципальным документам и решениям, принятым неофициальными комитетами или рабочими группами.","Он призывает дать прессе больший доступ к документам местного совета и решениям, принятым неофициальными комитетами или рабочими группами.",1.12920252185123,2017,REFERENCE
"An open, industrial loft in DTLA gets a cozy makeover",get makeover,"Открытый, промышленный лофт в DTLA получает удобную перестройку","Открытый, промышленный лофт в DTLA получает уютный новый облик",0.96539207764383,2017,REFERENCE
He made no mention of the legal challenge filed against his prior position in a federal appeals court.,make mention,"Он не упомянул о судебном иске, поданном против его предыдущей должности в федеральном апелляционном суде.","Он не упомянул об иске против его предыдущей позиции, поданном в федеральный апелляционный суд.",1.06721672291576,2018,REFERENCE
Lazarus changed that meaning: in her poem the female figure is no longer abstract - she has a voice.,have voice,Лазарь изменила это значение: в ее стихотворении женская фигура уже не абстрактна - у нее есть голос.,"Лазарус изменила ее смысл: в ее стихотворении женская фигура более не абстрактна, у нее есть голос.",-0.0931463267745579,2018,REFERENCE
And that’s where we will make a decision.,make decision,И вот здесь мы примем решение.,Там и определимся.,1.50189631176557,2018,REFERENCE
Lazarus changed that meaning: in her poem the female figure is no longer abstract - she has a voice.,have voice,Лазарь изменила это значение: в ее стихотворении женская фигура уже не абстрактна - у нее есть голос.,"Лазарус изменила ее смысл: в ее стихотворении женская фигура более не абстрактна, у нее есть голос.",-0.578206751631427,2018,REFERENCE
And that’s where we will make a decision.,make decision,И вот здесь мы примем решение.,Там и определимся.,1.92224626721012,2018,REFERENCE
"Children under the age of 18, as well as the legally incapacitated, will be exempt from taking the solemn oath, it appears from a revised text of amendments to the proposed law “On Citizenship of the Russian Federation” (Izvestia has a copy at its disposal), which the committee will consider before the second reading at its meeting on July 11.",take oath,"Дети в возрасте до 18 лет, а также недееспособные лица будут освобождены от принятия торжественной присяги, следует из уточненного текста поправок к предложенному закону ""О гражданстве Российской Федерации"" (в распоряжении ""Известий"" есть копия), который комитет рассмотрит до второго чтения на своем заседании 11 июля.","От принесения торжественной клятвы будут освобождены дети до 18 лет, а также недееспособные, следует из доработанного текста поправок в законопроект ""О гражданстве РФ"" (есть в распоряжении ""Известий""), который комитет 11 июля рассмотрит перед вторым чтением на своем заседании.",1.41343601964509,2018,REFERENCE
It turned out later that this hooligan had no connection whatsoever with the airborne forces.,have connection,"Позже выяснилось, что этот хулиган никак не связан с воздушно-десантными войсками.","Как оказалось позднее, хулиган не имеет никакого отношения к ВДВ.",1.88992374637937,2018,REFERENCE
But the data are useless unless a company's custodians take action.,take action,"Но данные бесполезны до тех пор, пока хранители компании не примут меры.","Но данные бесполезны, пока попечители компании не примут меры.",1.32583477533067,2018,REFERENCE
"In Washington's time, the era of affordable postage had an impact much like the Internet.",have impact,"Во времена Вашингтона эпоха доступной почтовой связи оказала влияние, во многом похожее на интернет.","Во времена Вашингтона эра доступных почтовых расходов совершила примерно такой же переворот, как сегодня Интернет.",1.50189631176557,2018,REFERENCE
And what other economic interests does Russia have in Libya?,have interest,А какие еще экономические интересы у России в Ливии?,А еще какие у России экономические интересы в Ливии?,1.22272756213047,2018,REFERENCE
"The HRC also believes that the court chairperson shouldn’t have the right “to predetermine the results of a judge’s performance report, initiate disciplinary actions against them, or make decisions about the establishment of additional monetary payments”.",have right,"В СПЧ также считают, что председатель суда не должен иметь права ""предопределять результаты заключения судьи, возбуждать к ним дисциплинарные взыскания, принимать решения об установлении дополнительных денежных выплат"".","Также в СПЧ считают, что председатель не вправе ""предопределять результаты квалификационной аттестации судьи, инициировать его привлечение к дисциплинарной ответственности, принимать решения об установлении дополнительных материальных выплат"".",-0.817005693807111,2018,REFERENCE
"The IAAF Council report mentions that the ARAF has made significant progress in achieving the conditions set by the council for reinstating membership, but that these conditions still have not been entirely met.",make progress,"В докладе Совета IAAF отмечается, что araf добилась значительного прогресса в выполнении условий, установленных Советом для восстановления членства, но эти условия до сих пор не выполнены в полном объеме.","В докладе совета IAAF говорилось, что ВФЛА достигла существенного прогресса по достижению условий, установленных советом по восстановлению членства, но эти условия еще полностью не выполнены.",-0.978441920982813,2018,REFERENCE
"“The Ministry of Culture has taken over responsibility for this issue and we, in cooperation with the expert community, will develop a mechanism that will make it possible to earn two specializations, but that will not contravene existing legislation in the field of education”, Golubenko said.",take responsibility,"""Министерство культуры взяло на себя ответственность за этот вопрос, и мы совместно с экспертным сообществом разработаем механизм, который позволит заработать две специальности, но это не будет противоречить действующему законодательству в сфере образования"", - сказал Голубенко.","""Министерство культуры взяло этот вопрос на контроль, и мы вместе с экспертным сообществом разработаем механизм, который позволит осваивать две специальности, но в то же время не будет противоречить действующему законодательству в сфере образования"", - сказал Голубенко.",0.991076099913945,2018,REFERENCE
Rangers substitute Glenn Middleton had another late claim for a penalty as he tangled with Jacobs but again Thomson looked away.,have claim,"У игрока ""Рейнджерс"" Гленна Миддлтона была еще одна запоздалая претензия на пенальти, когда он запутался с Джейкобсом, но Томсон снова отвернулся.","Вышедший на замену в Рейнджерс Гленн Миддлтон также позднее претендовал на пенальти, когда он столкнулся с Джейкобсом, но Томсон снова проглядел.",0.078125842184321,2019,HUMAN
Gerrard made eight changes to the side which swept past Ayr into the Betfred Cup semi-finals.,make change,"Джеррард сделал восемь изменений в сторону, которая прошла мимо Эйра в полуфинале Кубка Betfred.","Джеррард сделал восемь замен в составе, который вышел в полуфинал Кубка Бетфреда, обыграв Эйр.",0.0475872178825,2019,HUMAN
Celebrity stylist Luke Armitage told FEMAIL: 'I'm expecting to see large hats and beach bags arrive on the high street for next summer - as the designer has made such a huge impact it would be hard to ignore the demand for the oversized accessories.',make impact,"Стилист знаменитостей Люк Армитаж сказал FEMAIL: ""Я ожидаю, что большие шляпы и пляжные сумки появятся на высокой улице следующим летом - поскольку дизайнер оказал такое огромное влияние, было бы трудно игнорировать спрос на слишком большие аксессуары"".","Стилист знаменитостей Люк Армитадж рассказал FEMAIL: ""Я жду, что большие шляпы и пляжные сумки появятся на главных улицах к следующему лету - так как дизайнер сделал такой огромный вклад, будет трудно игнорировать запросы на оверсайз-аксессуары"".",-0.008793735538529,2019,HUMAN
The group estimates the secured funds have so far made a direct impact on nearly 649 million people across the world.,make impact,"По оценкам группы, обеспеченные фонды до сих пор оказали непосредственное влияние почти на 649 миллионов человек по всему миру.","Группа считает, что выделенные средства также оказали непосредственное влияние на около 649 миллионов человек по всему миру.",0.652056086528341,2019,HUMAN
"Now in its seventh year, the Global Citizen Festival will see tens of thousands of people flock to Central Park's Great Lawn to not only enjoy acts such as Janet Jackson, Cardi B and Shawn Mendes, but also to raise awareness for the event's true goal of ending extreme poverty by 2030.",raise awareness,"Вот уже седьмой год фестиваль Global Citizen Festival собирает десятки тысяч людей на Большой лужайке Центрального парка не только для того, чтобы насладиться такими акциями, как Джанет Джексон, Карди Б и Шон Мендес, но и для того, чтобы повысить осведомленность об истинной цели мероприятия - покончить с крайней нищетой к 2030 году.","Уже седьмой год Фестиваль Global Citizen соберет десятки тысяч человек, которые набьются на Большую лужайку Центрального парка, чтобы не только насладиться артистами вроде Джанет Джексон, Карди Би и Шона Мендеса, но также повысить осведомленность людей о настоящей цели этого мероприятия - покончить с крайней нищетой к 2030 году.",0.516651105538041,2019,HUMAN
It's a difficult day because Valtteri did a fantastic job all weekend and was a real gentleman told let me by.,do job,"Это трудный день, потому что Валттери проделал фантастическую работу на протяжении всего уик-энда и был настоящим джентльменом.","Это тяжёлый день, потому что Валттери все выходные был фантастическим молодцом, и повёл себя, как настоящий джентльмен, пропустив меня.",-0.049136792035111,2019,HUMAN
Lopez Obrador has pledged to support young Mexicans by giving monthly subsidies to those who study and opening more free public universities.,give subsidy,"Лопес Обрадор пообещал поддерживать молодых мексиканцев, предоставляя ежемесячные субсидии тем, кто учится, и открывая больше бесплатных государственных университетов.","Лопес Обрадор поклялся поддерживать молодых мексиканцев, обеспечивая ежемесячными субсидиями учащихся и открывая больше государственных университетов.",0.798993313810148,2019,HUMAN
Alfredo Morelos certainly felt he should have had a penalty on the quarter-hour mark as he and Steven Lawless collided but referee Steven Thomson waved away the Colombian's appeals.,have penalty,"Альфредо Морелос, конечно, чувствовал, что должен был получить пенальти на отметке в четверть часа, когда он и Стивен Лоулесс столкнулись, но судья Стивен Томсон отмахнулся от апелляций колумбийца.","Альфредо Морелос, конечно, думал, что он должен был бить пенальти на отметке в четверть часа, когда он столкнулся со Стивеном Лоулессом, но судья Стивен Томсон отмахнулся от просьб колумбийца.",-0.252950975849707,2019,HUMAN
Cownie and Charles Corcoran combined to help Nielsen give Dundee the lead for the first time in the match late in the second period and he made sure of the win with his team's fifth halfway through the final period.,give lead,"Коуни и Чарльз Коркоран объединились, чтобы помочь Нильсену впервые отдать Данди преимущество в матче в конце второго периода, и он убедился в победе своей команды в пятой половине заключительного периода.","Кауни и Чарльз Коркоран объединились, чтобы помочь Нильсену впервые в этом матче обеспечить Данди преимущество в конце второго периода, и он же закрепил победу пятым голом своей команды в середине заключительного периода.",0.0313571577306505,2019,HUMAN
A knee injury prevented midfielder Graham Dorrans from making his first appearance of the season until the 2-2 draw with Villarreal but he believes Rangers can use that result as a springboard to greater things.,make appearance,"Травма колена помешала полузащитнику Грэму Доррансу дебютировать в сезоне до ничьей с ""Вильярреалом"" (2: 2), но он считает, что ""Рейнджерс"" может использовать этот результат в качестве трамплина для большего.","Травма колена помешала полузащитнику Грэхаму Доррансу впервые появиться на поле в этом сезоне до ничьей 2-2 с Вильяреалом, но он верит, что Рейнджерс могут использовать этот результат как трамплин для более великих дел.",0.786584149857534,2019,HUMAN
There was time this morning when we put some heat on Europe.,put heat,"Сегодня утром было время, когда мы дали немного тепла Европе.","Этим утром был период, когда мы заставили Европу немного попотеть.",0.553593310242523,2019,HUMAN
A black congregation that had been worshiping nearby took title to the building.,take title,"Черная община, которая молилась неподалеку, взяла на себя право собственности на здание.","Здание перешло к чёрному приходу, который молился по соседству.",0.557843882330786,2019,HUMAN
"A fire in 1939 left the building badly damaged, but as Father Johnson's parishioners made plans to rebuild, they commissioned the carillon.",make plan,"В результате пожара в 1939 году здание сильно пострадало, но, поскольку прихожане отца Джонсона строили планы по восстановлению, они заказали карильон.","Пожар 1939 года нанёс зданию серьёзные повреждения, но когда прихожане Отца Джонсона планировали ремонт, они заказали комплект колоколов.",0.669495802259984,2019,HUMAN
"In the end, it was their superior defence, as much as their better chance-taking, which carried the home side and coach Peter Murchie had every right to be pleased.",have right,"В конце концов, именно их превосходная оборона, равно как и лучшее использование шансов, принесли хозяевам победу, и тренер Питер Мурчи имел полное право быть довольным.","В конце концов, хозяевам принесло удачу преимущество в защите, а также умение лучше использовать предоставляющиеся возможности, и их тренер Питер Мерчи имеет полное право быть довольным.",-0.109327803897482,2019,HUMAN
"But we believe they have a right to know - just as you have a right to know the health effects of choosing to smoke cigarettes,' Prof Czeisler added.",have right,"Но мы считаем, что они имеют право знать - точно так же, как вы имеете право знать о последствиях для здоровья выбора курения сигарет "", - добавил профессор Чейслер.","Но мы считаем, что у них есть право знать - точно так же, как у вас есть право знать о влиянии вашего выбора курить сигареты на здоровье"", - добавил проф. Цейслер.",0.200246027121777,2019,HUMAN
"Pelosi made the comments in an interview Saturday at the Texas Tribune Festival in Austin, Texas.",make comment,"Пелоси сделала эти комментарии в интервью в субботу на фестивале Texas Tribune в Остине, штат Техас.","Пелоси высказала свои комментарии в субботнем интервью на Фестивале Техас Трибюн в Остине, Техас. Пелоси высказала свои комментарии в субботу в интервью на Фестивале Texas Tribune в Остине, Техас.",0.835711699472684,2019,HUMAN
Pyongyang has made no public comments.,make comment,Пхеньян не сделал никаких публичных комментариев.,Пхеньян воздержался от публичных комментариев. Пхеньян не сделал никаких публичных комментариев.,-0.806148212373606,2019,HUMAN
The wait is nearly over for fans looking to see LeBron James make his first start for the Los Angeles Lakers.,make start,"Ожидание почти закончилось для фанатов, ожидающих, что ЛеБрон Джеймс сделает свой первый старт за ""Лос-Анджелес Лейкерс"".","Ожидание фанатов, мечтающих увидеть Леброна Джеймса в его первой игре за Лос-Анджзелес Лейкерс, практически подошло к концу.",0.612193117758096,2019,HUMAN
Washington is wary of agreeing to the declaration without Pyongyang first making significant disarmament moves.,make move,"Вашингтон настороженно относится к тому, чтобы согласиться с декларацией без того, чтобы Пхеньян сначала сделал значительные шаги по разоружению.","Вашингтон опасается соглашаться с декларацией, если Пхеньян первым не сделает значимые шаги в сторону разоружения.",1.21288948591683,2019,HUMAN
"The FBI investigation into accusations against Judge Brett Kavanaugh has delayed a final vote on his nomination to the Supreme Court by at least a week, and raises the question of whether the bureau's findings could sway any Republican senators into pulling their support.",raise question,"Расследование ФБР обвинений в адрес судьи Бретта Кавано задержало окончательное голосование по его выдвижению в Верховный суд, по крайней мере, на неделю, и поднимает вопрос о том, могут ли выводы бюро повлиять на кого-либо из сенаторов-республиканцев, чтобы заручиться их поддержкой.","Расследование ФБР по обвинениям против судьи Бретта Кавано послужило поводом для задержки финального голосования по поводу его кандидатуры в Верховный суд по меньшей мере на неделю, и поднимает вопрос о том, смогут ли открытия бюро заставить сенаторов-республиканцев лишить его своей поддержки.",-0.458493338973392,2019,HUMAN
Olympic diver Tom Daley says he grew up feeling inferior to everyone because of his sexuality - but that gave him the motivation to become a success.,give motivation,"Олимпийский прыгун в воду Том Дэйли говорит, что он вырос, чувствуя себя ниже всех из-за своей сексуальности - но это дало ему мотивацию стать успешным.","Олимпийский прыгун в воду говорит, что он вырос с ощущением, что он ниже всех из-за своей сексуальности - но это дало его мотивацию стать успешным.",0.115967416687198,2019,HUMAN
"Other UK car manufacturers have raised fears about leaving the EU without agreement on how cross-border trade will function, including Honda, BMW and Jaguar Land Rover.",raise fear,"Другие британские автопроизводители, в том числе Honda, BMW и Jaguar Land Rover, выразили опасения по поводу выхода из ЕС без соглашения о том, как будет функционировать трансграничная торговля.","Другие британские производители автомобилей, в том числе Хонда, БМВ и Ягуар Лэнд Ровер, высказали опасения относительно выхода из ЕС без соглашения о том, как будет функционировать трансграничная торговля. Другие британские автопроизводители, в том числе Хонда, БМВ и Ягуар Ленд Ровер, высказали опасения относительно выхода из ЕС без соглашения о том, как будет функционировать трансграничная торговля.",-1.04401461006709,2019,HUMAN
Shifting to a four-day week has been endorsed by the Trades Union Congress as a way for workers to take advantage of the changing economy.,take advantage,Переход на четырехдневную рабочую неделю был одобрен Конгрессом профсоюзов как способ для работников воспользоваться преимуществами меняющейся экономики.,Переход на четырехдневную неделю был поддержан Британским конгрессом тред-юнионов как способ получить преимущества от экономических изменений для рабочих.,1.300866143399,2019,HUMAN
Ri made no mention of plans for a second summit between Kim and Trump that the U.S. leader highlighted at the United Nations earlier in the week.,make mention,"Ли не упомянул о планах проведения второго саммита между Кимом и Трампом, о которых американский лидер говорил в ООН в начале недели.","Ли не упомянул о планирующемся втором саммите между Кимом и Трампом, который американский лидер особо упомянул в своем выступлении в ООН ранее на этой неделе.",0.554310680365492,2019,HUMAN
And as with the other Johnny English films I couldn't help thinking: can't the British film industry give Rowan Atkinson a role that really does justice to his talent?,give role,"И, как и в случае с другими фильмами о Джонни Инглише, я не мог не задуматься: неужели британская киноиндустрия не может дать Роуэну Аткинсону роль, которая действительно воздает должное его таланту?","И, как и в случае с другими фильмами про Джонни Инглиша, я не могу не думать: неужели британская киноиндустрия не может дать Роуэну Аткинсону роль, действительно достойную его таланта?",0.741106836675782,2019,HUMAN
"Its been grueling work but made a full recovery, re-learned how to walk and today doing agility drills!",make recovery,"Его работа была изнурительной, но он полностью восстановился, заново научился ходить и сегодня делает упражнения на ловкость!","Это была тяжелая работа, но я полностью восстановился, вновь научился ходить и сейчас делаю упражнения на ловкость!",0.520540544982628,2019,HUMAN
"At any rate, the pop-eyed, rubber-faced incompetent Johnny English has had his licence to cock things up renewed for the second time - that name of his signalling more than anything else that he is a broad comic creation designed for non-English-speaking cinemagoing territories.",have licence,"Во всяком случае, поп-глазу, резиновому некомпетентному Джонни Инглишу во второй раз продлили лицензию - это имя больше всего сигнализирует о том, что он - широкое комическое творение, предназначенное для неанглоязычных кинематографических территорий.","В любом случае, некомпетентному Джонни Инглишу, лупоглазому и с резиновым лицом, во второй раз продлили лизензию на то, чтобы всё портить – и это его имя яснее, чем всё остальное, даёт нам понять, что он – откровенно комедийный персонаж, предназначенный для кинозрителей неанглоговорящих стран.",0.741106836675782,2019,HUMAN
He was inspired to start the course after giving a talk on the impact sleep deprivation had on learning.,give talk,"Он был вдохновлен начать курс после того, как выступил с докладом о влиянии лишения сна на процесс обучения.","Он вдохновился на начало курса после того, как прочитал докладо влиянии депривации сна на обучение.",0.501749852828446,2019,HUMAN
"Ensuring you have enough sleep, of a good quality, should be a student's 'secret weapon' to combat stress, exhaustion and anxiety, he said - even to avoid putting on weight, as sleep deprivation puts the brain into starvation mode, making them constantly hungry.",have sleep,"Обеспечение достаточного количества сна хорошего качества должно быть ""секретным оружием"" студента для борьбы со стрессом, истощением и тревогой, сказал он - даже для того, чтобы не прибавлять в весе, так как лишение сна переводит мозг в режим голодания, делая его постоянно голодным.","по его словам, уверенность в том, что у вас достаточно качественного сна должна быть ""секретным оружием"" студента в борьбе со стрессом, изнеможением и тревожностью, - даже чтобы избежать набора веса, так как депривация сна переводит мозг в режим голодания, что делает их постоянно голодными.",-0.553513537144894,2019,HUMAN
