src,VID_Candidate,mt,ref,score,year,system
"While World Vision's staff from Donggala have made it safely to Palu city, where employees are sheltering in tarpaulin shelters set up in the courtyard of their office, they passed scenes of devastation on the way, Mr. Doseba said.",make it,"В то время как сотрудники World Vision из Донгала благополучно добрались до города Палу, где сотрудники укрываются в брезентовых убежищах, установленных во дворе их офиса, по дороге они прошли через сцены разрушений, сказал г-н Досеба.","По словам г-на Досебы, тогда как сотрудники World Vision из Донгалы благополучно добрались до города Палу, где служащие укрываются в брезентовых убежищах, по пути они видели сцены разорения. Тогда как сотрудники World Vision из Донгалы благополучно добрались до города Палу, где служащие укрываются в брезентовых убежищах, по пути они видели сцены разорения, как сказал г-н Досеба.",-0.460240384301857,2019,HUMAN
"""It's time for women to go to Washington and fix our broken government and that includes a woman at the top,"" she said, according to The Hill.",go to washington,"""Настало время для женщин поехать в Вашингтон и исправить наше разбитое правительство, и это включает в себя женщину на вершине"", - сказала она, по данным The Hill.","«Пора женщинам отправиться в Вашингтон и навести порядок в нашем сломавшемся государстве, и это также относится к женщине на самой высшей позиции», - заявила она, как сообщает газета «The Hill».",-0.166994843675183,2019,HUMAN
"It was a third Elite League defeat of the season for Adam Keefe's men, who had come from behind to beat Dundee 2-1 in Belfast on Friday night.",come from behind,"Это было третье поражение в элитной лиге в сезоне для подопечных Адама Кифа, которые в пятницу вечером в Белфасте обыграли ""Данди"" со счетом 2: 1.","Это было третье поражение в этом сезоне Элитной лиги для парней Адама Кифа, которые обошли соперников и победили Данди со счетом 2-1 в Белфасте вечером пятницы.",0.0767771014462565,2019,HUMAN
"But the Cromwell Society described Mr Crick's suggestion as ""folly"" and ""attempting to rewrite history.""",rewrite history,"Но Общество Кромвеля охарактеризовало предложение г-на Крика как ""глупость"" и ""попытку переписать историю"".","Однако Общество Кромвеля назвало предложение г-на Крика ""глупостью"" и ""попыткой переписать историю"".",0.915141142947669,2019,HUMAN
"The expert who played the carillon in July called it something else: ""A cultural treasure"" and ""an irreplaceable historical instrument.""",call it,"Эксперт, который играл на карильоне в июле, назвал его чем-то другим: ""культурным сокровищем"" и ""незаменимым историческим инструментом"".","Мастер, игравший на колоколах в июле, назвал их иначе: «Культурное достояние» и «незаменимый исторический инструмент».",0.669495802259984,2019,HUMAN
Bring in your financial advisor: Your advisor can also help you come up with a way to pay for those expenses.,come up,Возьмите с собой своего финансового консультанта: ваш консультант также может помочь вам найти способ оплатить эти расходы.,Привлеките вашего финансового консультанта: ваш консультант также может помочь вам выбрать способ оплаты этих расходов.,0.804376232353842,2019,HUMAN
"The number of North Korean defectors to South Korea has fallen since Kim Jong-un came to power seven years ago, a South Korean lawmaker has said.",come to power,"Число северокорейских перебежчиков в Южную Корею сократилось с тех пор, как Ким Чен Ын пришел к власти семь лет назад, заявил южнокорейский законодатель.","По словам северокорейского законодателя, число северокорейских перебежчиков в Южную Корею сократилось с тех пор, как Ким Чен Ын пришел к власти семь лет назад. Число северокорейских перебежчиков в Южную Корею сократилось с тех пор, как Ким Чен Ын пришел к власти семь лет назад, сказал северокорейский законодатель.",-1.10478553029194,2019,HUMAN
"""It's just not about the committee vote or the final vote or whether Kavanaugh is put on the bench, it's also about the way Republicans have handled this and how they have treated her,"" Guy Cecil, director of Priorities USA, a group that helps to elect Democrats, pointed out to the news channel.",put on the bench,"""Дело не в голосовании в комитете, не в окончательном голосовании и не в том, посадили ли Кавано на скамью подсудимых, а в том, как республиканцы отнеслись к этому и как они к ней отнеслись"", - указал новостному каналу Гай Сесил, директор Priorities USA, группы, которая помогает избирать демократов.","""Здесь речь идет не только о голосовании комитета, или финальном голосовании, или о том, получит ли Кавано должность судьи, речь также о том, как республиканцы повели себя здесь и как они отнеслись к ней"", - обратил внимание новостного канала Гай Сесиль, директор Priorities USA, организации, которая помогает демократам на выборах.",0.316704204270932,2019,HUMAN
"They think you're sad and will be pleased because they got to you.""",get to [pron],"Они думают, что вам грустно, и будут рады, потому что они попали к вам "".","Они думают, что ты расстроена, и будут рады, что задели тебя».",0.738312087498561,2019,HUMAN
"'At the end of it one girl came up to me and said: 'Why am I only being told this now, in my senior year?'",come up,"""В конце одна девочка подошла ко мне и сказала:"" Почему мне говорят об этом только сейчас, в моем старшем классе? ""","""После его завершения одна девушка подошла ко мне и сказала: ""Почему мне рассказывают об этом только сейчас, на моем последнем году обучения?""",0.727877722108447,2019,HUMAN
A black congregation that had been worshiping nearby took title to the building.,take to the building,"Черная община, которая молилась неподалеку, взяла на себя право собственности на здание.","Здание перешло к чёрному приходу, который молился по соседству.",0.557843882330786,2019,HUMAN
"Somebody called it ""Snow White and the Seven Dwarfs.""""",call it,"Кто-то назвал его ""Белоснежка и семь гномов"" "".",Кто-то назвал эту ситуацию «Белоснежка и семь гномов»».,0.684244560401268,2019,HUMAN
"In front of parliament in Skopje, Vladimir Kavardarkov, 54, was preparing a small stage and pulling up chairs in front of tents set up by those who will boycott the referendum.",pull up,"Перед зданием парламента в Скопье 54-летний Владимир Кавардарков готовил небольшую сцену и поднимал стулья перед палатками, установленными теми, кто будет бойкотировать референдум.","Перед зданием парламента в Скопье 54-летний Владимир Кавардарков готовил небольшую сцену и расставлял стулья напротив палаток, установленных теми, кто будет бойкотировать референдум.",0.215673804922302,2019,HUMAN
"It is a righteous diatribe, months and years of fury spilling over, and she can't get it out without weeping.",get it,"Это праведная диатриба, месяцы и годы ярости проливаются на нее, и она не может выйти из нее без слез.","Это справедливая обличительная речь, месяцы и годы ярости переливаются через край – а она не может её произнести без рыданий.",0.35983939781751,2019,HUMAN
"The company calls it ""personal empowerment through data.""",call it,"Компания называет это ""расширением личных возможностей с помощью данных"".","В компании это называют ""персональным обеспечением прав и возможностей посредством данных"".",0.707025106294805,2019,HUMAN
"Elisabeth Ferrell, Scottish officer for the Bat Conservation Trust, has encouraged the public to pitch in to help.",pitch in,"Элизабет Феррелл, шотландский офицер Фонда охраны летучих мышей, призвала общественность принять участие в оказании помощи.","Элизабер Феррелл, шотландский чиновник из Фонда охраны летучих мышей, призвала общественность внести свой вклад в помощь.",0.619124080165486,2019,HUMAN
"I remember thinking, what are they going to put on my tombstone?",put on [pron] tombstone,"Помню, я подумал: что они собираются поставить на моем надгробии?","Я помню, как думала, что напишут на моей могиле.",0.792379614595854,2019,HUMAN
"With 77,000 views and hundreds of comments, the video has received mixed reactions from viewers, with many saying it makes light of the ""horrors"" of the dairy industry.",make light,"Ролик, набравший 77 тысяч просмотров и сотни комментариев, вызвал неоднозначную реакцию зрителей, многие из которых заявили, что он проливает свет на ""ужасы"" молочной отрасли.","Видео с 77000 просмотров и сотнями комментариев получило противоречивые отзывы от зрителей, причём многие говорили, что оно легкомысленно относится к «ужасам» молочной промышленности.",0.706230425341876,2019,HUMAN
"While Ri reprised familiar North Korean complaints about Washington's resistance to a ""phased"" approach to denuclearization under which North Korea would be rewarded as it took gradual steps, his statement appeared significant in that it did not reject unilateral denuclearization out of hand as Pyongyang has done in the past.",reject out of hand,"В то время как Ли ответил на знакомые северокорейские жалобы на сопротивление Вашингтона ""поэтапному"" подходу к денуклеаризации, в соответствии с которым Северная Корея будет вознаграждена по мере того, как она будет предпринимать постепенные шаги, его заявление выглядело значительным в том смысле, что оно не отвергает одностороннюю денуклеаризацию из рук вон плохо, как это делал Пхеньян в прошлом.","Хотя Ли повторил обычные жалобы Северной Кореи на отказ Вашингтона от ""пошагового"" подхода к денуклеаризации, который предполагает, что Северная Корея будет вознаграждаться за каждый свой шаг, его заявление вызвало резонанс, поскольку он не отверг сходу односторонний отказ от ядерного оружия, как это делал Пхеньян в прошлом.",0.687038377218087,2019,HUMAN
"Climo stretched the Ayr lead with a penalty, before, right on half-time, he scored then converted a solo try to make it 17-5 to Ayr at the break.",make it,"Климо растянул преимущество Айра с пенальти, до этого, прямо на половине тайма, он забил, а затем преобразовал сольную попытку, чтобы сделать его 17-5 к Айру в перерыве.","Климо увеличил преимущество ""Айр"" на пенальти, потом, ровно в середине игры, увеличил счет, а потом реализовал одиночную попытку и к перерыву довел счет до 17-5 в пользу ""Айр"".",-0.540692818668416,2019,HUMAN
"""It was just trying to get into that position, to get on the ball and players like Shaq always play it forward as much as possible, so I just tried to create myself as much time as possible,"" Sturridge told LiverpoolFC.com.",play it,"""Это была просто попытка попасть в эту позицию, попасть по мячу, а такие игроки, как Шак, всегда играют вперед как можно больше, поэтому я просто старался создать себе как можно больше времени"", - сказал Старридж LiverpoolFC.com.","""Это была просто попытка попасть на ту позицию, завладеть мячом, а игроки вроде Шака вчегда играют настолько впереди, насколько возможно можно, поэтому я просто пытался дать себе столько времени, сколько было возможно"", - рассказал Старридж LiverpoolFC.com.",0.0526241393987827,2019,HUMAN
The advert is a little mad but I took it for what it was.,take it,"Реклама немного сумасшедшая, но я принял ее такой, какой она была.","Реклама немного сумасшедшая, но её поняла.",0.628764550996172,2019,HUMAN
Mr Panos said buyers need to have a walkaway figure and come up with a plan B to avoid only looking and settling for one property.,come up,"Г-н Панос сказал, что покупатели должны иметь уходящую фигуру и придумать план B, чтобы не искать и не соглашаться только на одно имущество.","Господин Пэнос отметил, что покупателям нужно определиться с красной ценой, а также продумать запасной план, а не вкладывать все силы лишь в один дом.",0.559437681112189,2020,HUMAN
"A friend accompanying Haj on the swim who managed to make it safely to the Spanish enclave said the journey was ""extremely difficult.""",make it,"Друг, сопровождавший Хаджа на плавании, которому удалось благополучно добраться до испанского анклава, сказал, что путешествие было ""чрезвычайно трудным"".","Друг, который сопровождал Хаджа в заплыве и смог добраться до испанского анклава, сказал, что путь был “чрезвычайно трудный”.",0.790237984407958,2020,HUMAN
"During his tenure, Sloan had replaced managers, revamped sales practices and launched an apologetic ad campaign, but he was blamed for moving too slowly as other abuses came to light.",come to light,"Во время своего пребывания в должности Слоан сменил менеджеров, обновил практику продаж и запустил извиняющуюся рекламную кампанию, но его обвинили в том, что он двигался слишком медленно, так как другие нарушения стали известны.","Занимая должность гендиректора, Слоан заменил руководство банка, изменил торговые практики и запустил рекламную кампанию с извинениями, однако по мере того как становилось известно о новых нарушениях, его обвиняли в медлительности.",0.751062830085725,2020,HUMAN
He dropped to one knee and proposed to her all over again.,propose to [pron],Он опустился на одно колено и сделал ей предложение снова и снова.,Он опустился на одно колено и снова сделал ей предложение.,0.775602117800424,2020,HUMAN
"Dimon, the mentor turned rival, seemed pleased that his former protege had made it to the big leagues.",make it,"Димон, наставник, ставший соперником, казался довольным тем, что его бывший протеже сделал это в высшей лиге.","Даймон, некогда ментор, а теперь конкурент, кажется, доволен, что его бывший протеже вошел в число крупнейших игроков отрасли.",0.809911622796819,2020,HUMAN
"""Will airlines also have maps for obnoxious passengers that drink too much, remove their shoes, hog the armrest or recline in my lap?"" added another.",hog in [pron] lap,"""Будут ли авиакомпании также карты для отвратительных пассажиров, которые пьют слишком много, снимают обувь, копать подлокотник или откидываются на коленях?"" добавил другой.","«Может, у авиакомпаний еще будут схемы с омерзительными пассажирами, которые слишком много пьют, снимают обувь, узурпируют подлокотник или откидываются мне на колени?» — добавил другой.",1.27121327882338,2020,HUMAN
Character Jo Karev (Camilla Luddington) also got some major support from husband Alex (Justin Chambers) after she checked into a psychiatric facility for 30 days to deal with her issues.,deal with [pron] issue,"Персонаж Джо Карев (Камилла Ладдингтон) также получил некоторую серьезную поддержку от мужа Алекса (Джастин Чамберс) после того, как она зарегистрировалась в психиатрической больнице в течение 30 дней для решения ее вопросов.","Джо Карев, героиня Камиллы Ладдингтон, получила серьезную поддержку от своего мужа Алекса (Джастин Чемберс), после того как на 30 дней легла в психиатрическую больницу, чтобы разобраться со своими проблемами.",0.831843196966185,2020,HUMAN
"However, his earnings could increase significantly if he makes it to the quarter-finals as he will pocket £60,000.",make it,"Тем не менее, его прибыль может значительно увеличиться, если он доберется до четвертьфинала, как он будет карман 60 000 фунтов стерлингов.","Однако если Флетчер продержится до четвертьфинала – его доход резко увеличится, и он заберет уже 60 тысяч.",0.953360850222115,2020,HUMAN
"Her children told her the man was laying on the seats asleep when they got on, then during the trip he got up and started urinating on the ground.",get on,"Ее дети сказали ей, что мужчина лежал на сиденьях, когда они садились, а затем во время поездки он встал и начал мочиться на земле.","Ее дети рассказали ей, что мужчина спал лежа на сиденьях, когда они вошли, а затем во время поездки он встал и начал мочиться на пол.",1.04416323687601,2020,HUMAN
"Mr Miller said: ""With support from national experts, we have carried out an exhaustive criminal investigation but, without new information coming to light, there are no further realistic lines of enquiry at this time.",come to light,"Г-н Миллер сказал: ""При поддержке национальных экспертов мы провели исчерпывающее уголовное расследование, но без получения новой информации в настоящее время нет более реалистичных направлений расследования.","Господин Миллер заявил: «Мы заручились поддержкой международных экспертов и провели тщательное расследование, но без новых данных дело в настоящее время зашло в тупик.",0.762303509271762,2020,HUMAN
"The battle to avoid the two remaining relegation places went to the wire as Aston Villa scored in the 84th minute, conceded a minute later, then held on for 1-1 draw at West Ham to survive.",go to the wire,"Борьба за то, чтобы не занять оставшиеся два места на выбывание, продолжалась до самого конца, когда ""Астон Вилла"" забила на 84-й минуте, пропустила гол минуту спустя, а затем продержалась и спаслась, сыграв 1:1 с ""Вест Хэмом"".","Борьба за то, чтобы не занять оставшиеся два места на выбывание, продолжалась до самого конца, когда ""Астон Вилла"" забила на 84-й минуте, пропустила гол минуту спустя, а затем продержалась и спаслась, сыграв 1:1 с ""Вест Хэмом"".",0.5167163667180772,2021,translator-A
"""You are always publishing reports on coronavirus or coming up with arguments on Brexit.",come up,"""Вы постоянно публикуете доклады о коронавирусе или выдвигаете новые аргументы по Брекзиту.","""Вы постоянно публикуете доклады о коронавирусе или выдвигаете новые аргументы по Брекзиту.",0.2835298409653767,2021,translator-A
"Kim declared a state of emergency and imposed a lockdown on the border city of Kaesong, calling it a ""critical situation in which the vicious virus could be said to have entered the country,"" state news agency KCNA reported.",call it,"Ким объявил чрезвычайное положение и ввел локдаун в пограничном городе Кэсон, назвав это «критической ситуацией, когда можно было бы сказать, что злостный вирус проник в страну», как сообщает государственное информационное агентство ЦТАК.","Ким объявил чрезвычайное положение и ввел локдаун в пограничном городе Кэсон, назвав это «критической ситуацией, когда можно было бы сказать, что злостный вирус проник в страну», как сообщает государственное информационное агентство ЦТАК.",0.8739861883680028,2021,translator-A
It is hard to escape the sense that Watford's habit of flipping managers has run out of road.,run out of road,"Трудно избежать ощущения, что уотфордская привычка менять тренеров себя исчерпала.","Трудно избежать ощущения, что уотфордская привычка менять тренеров себя исчерпала.",-0.0561519296701678,2021,translator-A
"Fortunately I don't feel my age, my legs are still fine and touch wood I don't pick up many injuries, so it's about keeping on top of that and come back as strong as I can next year.""",touch wood,"К счастью, я не чувствую возраста, ноги у меня все еще в порядке, и травм не так много, тьфу-тьфу-тьфу, поэтому нужно держать все под контролем и в следующем году вернуться максимально готовым».","К счастью, я не чувствую возраста, ноги у меня все еще в порядке, и травм не так много, тьфу-тьфу-тьфу, поэтому нужно держать все под контролем и в следующем году вернуться максимально готовым».",1.063223173770723,2021,translator-A
"The closure of the Ilinden, Kapitan Petko Voyvoda and Makaza checkpoints has increased traffic across the border near Petrich. There are no problems with the transition. There are no queues of trucks. All those waiting go to sea in Greece. Travelers wait about an hour and a half to cross the Tower.",go to sea,"В результате закрытия контрольно-пропускных пунктов Илинден, Капитан-Петко-Войвода и Маказа повысилась интенсивность движения транспорта через границу в районе Петрича. Проблем с пересечением границы не наблюдается. Также не возникает очередей из грузовых автомобилей. Все люди, ожидающие пересечения границы, направляются в Грецию на море. Для пересечения башни туристам приходится ждать около полутора часов.","В результате закрытия контрольно-пропускных пунктов Илинден, Капитан-Петко-Войвода и Маказа повысилась интенсивность движения транспорта через границу в районе Петрича. Проблем с пересечением границы не наблюдается. Также не возникает очередей из грузовых автомобилей. Все люди, ожидающие пересечения границы, направляются в Грецию на море. Для пересечения башни туристам приходится ждать около полутора часов.",0.5834844910789079,2021,translator-A
"Yet this National Theater of Greece production unleashes gale-force sound and fury. At its peak, the show hits like a blow to the solar plexus, taking your breath away - the impact is only slightly dulled by watching online.",take breath,"Òåì íå ìåíåå ýòà ïîñòàíîâêà Íàöèîíàëüíîãî òåàòðà Ãðåöèè, ïîäîáíî øòîðìîâîìó âåòðó, äàåò âîëþ øóìó è ÿðîñòè. Êîãäà íàñòóïàåò êóëüìèíàöèÿ, ñïåêòàêëü äåéñòâóåò, êàê óäàð â ñîëíå÷íîå ñïëåòåíèå, çàõâàòûâàÿ äóõ, è ýòî âîçäåéñòâèå ëèøü íåìíîãî ïðèòóïëÿåòñÿ èç-çà îíëàéí-ïðîñìîòðà.","Òåì íå ìåíåå ýòà ïîñòàíîâêà Íàöèîíàëüíîãî òåàòðà Ãðåöèè, ïîäîáíî øòîðìîâîìó âåòðó, äàåò âîëþ øóìó è ÿðîñòè. Êîãäà íàñòóïàåò êóëüìèíàöèÿ, ñïåêòàêëü äåéñòâóåò, êàê óäàð â ñîëíå÷íîå ñïëåòåíèå, çàõâàòûâàÿ äóõ, è ýòî âîçäåéñòâèå ëèøü íåìíîãî ïðèòóïëÿåòñÿ èç-çà îíëàéí-ïðîñìîòðà.",-2.74209216782322,2021,translator-A
"A roast of former press secretary Sarah Huckabee Sanders by comedian Michelle Wolf at the White House Correspondents"" dinner in April 2018 was so vicious that even MSNBC host Mika Brzezinski called it ""deplorable.""",call it,"Разнос бывшего пресс-секретаря Сары Хакаби Сандерс комиком Мишель Вульф на ужине Корреспондентов Белого дома» в апреле 2018 был настолько жестоким, что даже ведущая MSNBC Мика Бжезински назвала его «достойным сожаления».","Разнос бывшего пресс-секретаря Сары Хакаби Сандерс комиком Мишель Вульф на ужине Корреспондентов Белого дома» в апреле 2018 был настолько жестоким, что даже ведущая MSNBC Мика Бжезински назвала его «достойным сожаления».",0.4910068692073734,2021,translator-A
It is not the first time the renowned bank has come under fire in recent weeks.,come under fire,Известный банк попадает под огонь критики уже не в первый раз за последние несколько недель.,Известный банк попадает под огонь критики уже не в первый раз за последние несколько недель.,0.4394976172613994,2021,translator-A
"Elsewhere on the night, Australia's Robert Whittaker edged out England's Darren Till in the middleweight main event, while Russian-born fighter Khamzat Chimaev made history by winning a second bout in 10 days on Fight Island, the shortest-ever period between victories in the modern-era UFC.",make history,"В других местах тем же вечером, Роберт Уиттэйкер из Австралии с небольшим преимуществом победил Даррена Тилла из Англии в ходе основного мероприятия в средней весовой категории, а уроженец России боец Хамзат Чимаев вошел в историю, выиграв второй турнир на Бойцовском острове за 10 дней, что является кратчайшим за всю историю периодом между победами в современную эпоху UFC.","В других местах тем же вечером, Роберт Уиттэйкер из Австралии с небольшим преимуществом победил Даррена Тилла из Англии в ходе основного мероприятия в средней весовой категории, а уроженец России боец Хамзат Чимаев вошел в историю, выиграв второй турнир на Бойцовском острове за 10 дней, что является кратчайшим за всю историю периодом между победами в современную эпоху UFC.",0.4470197166138203,2021,translator-A
"The battle to avoid the two remaining relegation places went to the wire as Aston Villa scored in the 84th minute, conceded a minute later, then held on for 1-1 draw at West Ham to survive.",go to the wire,"Борьба за то, чтобы не занять оставшиеся два места на выбывание, продолжалась до самого конца, когда ""Астон Вилла"" забила на 84-й минуте, пропустила гол минуту спустя, а затем продержалась и спаслась, сыграв 1:1 с ""Вест Хэмом"".","Борьба за то, чтобы не занять оставшиеся два места на выбывание, продолжалась до самого конца, когда ""Астон Вилла"" забила на 84-й минуте, пропустила гол минуту спустя, а затем продержалась и спаслась, сыграв 1:1 с ""Вест Хэмом"".",-0.9486210542737192,2021,translator-B
"The boy had also claimed that his daily sale has been down due to the pandemic and the loss of his stock will put additional financial burden on him, in the video.",put on [pron],"В ролике мальчик также утверждает, что из-за пандемии его ежедневная выручка упала, и потеря товара станет дополнительным финансовым бременем.","В ролике мальчик также утверждает, что из-за пандемии его ежедневная выручка упала, и потеря товара станет дополнительным финансовым бременем.",0.9093502853463472,2021,translator-B
"The positive cases came to light after a mass medical screening camp was held at the bank recently, the officials said.",come to light,"По информации властей, положительные случаи были выявлены в ходе массового скрининга, недавно прошедшего в банке.","По информации властей, положительные случаи были выявлены в ходе массового скрининга, недавно прошедшего в банке.",0.1896313068196802,2021,translator-B
"""You are always publishing reports on coronavirus or coming up with arguments on Brexit.",come up,"""Вы постоянно публикуете доклады о коронавирусе или выдвигаете новые аргументы по Брекзиту.","""Вы постоянно публикуете доклады о коронавирусе или выдвигаете новые аргументы по Брекзиту.",-0.0351483889938464,2021,translator-B
"Kim declared a state of emergency and imposed a lockdown on the border city of Kaesong, calling it a ""critical situation in which the vicious virus could be said to have entered the country,"" state news agency KCNA reported.",call it,"Ким объявил чрезвычайное положение и ввел локдаун в пограничном городе Кэсон, назвав это «критической ситуацией, когда можно было бы сказать, что злостный вирус проник в страну», как сообщает государственное информационное агентство ЦТАК.","Ким объявил чрезвычайное положение и ввел локдаун в пограничном городе Кэсон, назвав это «критической ситуацией, когда можно было бы сказать, что злостный вирус проник в страну», как сообщает государственное информационное агентство ЦТАК.",0.5937839549070525,2021,translator-B
"Fortunately I don't feel my age, my legs are still fine and touch wood I don't pick up many injuries, so it's about keeping on top of that and come back as strong as I can next year.""",touch wood,"К счастью, я не чувствую возраста, ноги у меня все еще в порядке, и травм не так много, тьфу-тьфу-тьфу, поэтому нужно держать все под контролем и в следующем году вернуться максимально готовым».","К счастью, я не чувствую возраста, ноги у меня все еще в порядке, и травм не так много, тьфу-тьфу-тьфу, поэтому нужно держать все под контролем и в следующем году вернуться максимально готовым».",-0.7181050212734672,2021,translator-B
